Plot Title: 9735547_SM_LM_B1_ctrl,,,,,,,,,,,,,,,
#,,"Date Time, GMT-06:00","Water Content, m³/m³ (LGR S/N: 9735547, SEN S/N: 2012371, LBL: LM_B1R)","Water Content, m³/m³ (LGR S/N: 9735547, SEN S/N: 2012373, LBL: LM_B1L)","PAR, uE (LGR S/N: 9735547, SEN S/N: 9700884, LBL: LM_B1L)","PAR, uE (LGR S/N: 9735547, SEN S/N: 9700885, LBL: LM_B1L)","PAR, uE (LGR S/N: 9735547, SEN S/N: 9711280, LBL: LM_B1R)","Temp, °F (LGR S/N: 9735547, SEN S/N: 9719166, LBL: LM_B1)","Temp, °F (LGR S/N: 9735547, SEN S/N: 9721330, LBL: LM_B1)","RH, % (LGR S/N: 9735547, SEN S/N: 9721330, LBL: LM_B1)","Voltage, V (LGR S/N: 9735547, SEN S/N: 9725497)","Solar Radiation, W/m² (LGR S/N: 9735547, SEN S/N: 9734394, LBL: LM_B1L)","Solar Radiation, W/m² (LGR S/N: 9735547, SEN S/N: 9734405, LBL: LM_B1L)","Solar Radiation, W/m² (LGR S/N: 9735547, SEN S/N: 9734418, LBL: LM_B1R)","Batt, V (LGR S/N: 9735547)"
Site,Treatment,Date.Time,SWC.right,SWC.left,PAR.up,PAR.left,PAR.right,ST.between,Air.T,RH,,SR.up,SR.left,SR.right,
LM,control,5/25/2019 21:50,0.0954,0.2131,1.2,1.2,1.2,51.193,37.416,61.3,-0.1325,0.6,0.6,0.6,4.393
LM,control,5/25/2019 22:00,0.0954,0.2131,1.2,1.2,1.2,50.974,37.751,60.2,-0.1325,0.6,0.6,0.6,4.393
LM,control,5/25/2019 22:10,0.0954,0.2124,1.2,1.2,1.2,50.709,37.513,59.6,-0.1325,0.6,0.6,0.6,4.393
LM,control,5/25/2019 22:20,0.0954,0.2124,1.2,1.2,1.2,50.488,36.795,61.5,-0.1325,0.6,0.6,0.6,4.393
LM,control,5/25/2019 22:30,0.0954,0.2124,1.2,1.2,1.2,50.268,35.928,64.7,-0.1376,0.6,0.6,0.6,4.393
LM,control,5/25/2019 22:40,0.0954,0.2124,1.2,1.2,1.2,50.002,36.072,63.3,-0.1376,0.6,0.6,0.6,4.393
LM,control,5/25/2019 22:50,0.0954,0.2116,1.2,1.2,1.2,49.782,35.589,63.7,-0.1376,0.6,0.6,0.6,4.393
LM,control,5/25/2019 23:00,0.0954,0.2124,1.2,1.2,1.2,49.561,34.371,67.2,-0.1376,0.6,0.6,0.6,4.393
LM,control,5/25/2019 23:10,0.0954,0.2116,1.2,1.2,1.2,49.294,33.237,70.5,-0.1376,0.6,0.6,0.6,4.393
LM,control,5/25/2019 23:20,0.0954,0.2116,1.2,1.2,1.2,49.073,32.641,72.1,-0.1376,0.6,0.6,0.6,4.393
LM,control,5/25/2019 23:30,0.0954,0.2116,1.2,1.2,1.2,48.85,33.237,69,-0.1427,0.6,0.6,0.6,4.393
LM,control,5/25/2019 23:40,0.0954,0.2116,1.2,1.2,1.2,48.583,32.99,70.4,-0.1427,0.6,0.6,0.6,4.418
LM,control,5/25/2019 23:50,0.0954,0.2109,1.2,1.2,1.2,48.405,32.742,71.4,-0.1427,0.6,0.6,0.6,4.381
LM,control,5/26/2019 0:00,0.0954,0.2109,1.2,1.2,1.2,48.137,32.641,71.7,-0.1427,0.6,0.6,0.6,4.381
LM,control,5/26/2019 0:10,0.0954,0.2109,1.2,1.2,1.2,47.959,31.491,72.7,-0.1427,0.6,0.6,0.6,4.381
LM,control,5/26/2019 0:20,0.0954,0.2109,1.2,1.2,1.2,47.691,32.542,71.4,-0.1427,0.6,0.6,0.6,4.381
LM,control,5/26/2019 0:30,0.0954,0.2109,1.2,1.2,1.2,47.512,31.642,73.2,-0.1427,0.6,0.6,0.6,4.381
LM,control,5/26/2019 0:40,0.0954,0.2109,1.2,1.2,1.2,47.289,31.138,74.2,-0.1427,0.6,0.6,0.6,4.381
LM,control,5/26/2019 0:50,0.0954,0.2102,1.2,1.2,1.2,47.064,31.239,73,-0.1427,0.6,0.6,0.6,4.381
LM,control,5/26/2019 1:00,0.0962,0.2102,1.2,1.2,1.2,46.886,31.892,71.1,-0.1376,0.6,0.6,0.6,4.381
LM,control,5/26/2019 1:10,0.0954,0.2102,1.2,1.2,1.2,46.661,30.072,76.9,-0.1376,0.6,0.6,0.6,4.381
LM,control,5/26/2019 1:20,0.0954,0.2102,1.2,1.2,1.2,46.436,31.842,71.4,-0.1376,0.6,0.6,0.6,4.381
LM,control,5/26/2019 1:30,0.0954,0.2102,1.2,1.2,1.2,46.256,31.692,70.8,-0.1376,0.6,0.6,0.6,4.375
LM,control,5/26/2019 1:40,0.0954,0.2102,1.2,1.2,1.2,46.076,30.326,74.5,-0.1376,0.6,0.6,0.6,4.375
LM,control,5/26/2019 1:50,0.0954,0.2095,1.2,1.2,1.2,45.851,31.188,71.6,-0.1376,0.6,0.6,0.6,4.369
LM,control,5/26/2019 2:00,0.0954,0.2095,1.2,1.2,1.2,45.669,29.917,75.4,-0.1376,0.6,0.6,0.6,4.375
LM,control,5/26/2019 2:10,0.0954,0.2095,1.2,1.2,1.2,45.489,28.839,77.8,-0.1427,0.6,0.6,0.6,4.375
LM,control,5/26/2019 2:20,0.0954,0.2095,1.2,1.2,1.2,45.307,30.02,75.6,-0.1427,0.6,0.6,0.6,4.375
LM,control,5/26/2019 2:30,0.0954,0.2095,1.2,1.2,1.2,45.127,28.528,78.3,-0.1427,0.6,0.6,0.6,4.375
LM,control,5/26/2019 2:40,0.0954,0.2095,1.2,1.2,1.2,44.901,27.327,81.6,-0.1478,0.6,0.6,0.6,4.369
LM,control,5/26/2019 2:50,0.0954,0.2095,1.2,1.2,1.2,44.719,27.694,81.2,-0.1478,0.6,0.6,0.6,4.369
LM,control,5/26/2019 3:00,0.0954,0.2095,1.2,1.2,1.2,44.582,26.96,81.9,-0.1478,0.6,0.6,0.6,4.369
LM,control,5/26/2019 3:10,0.0954,0.2087,1.2,1.2,1.2,44.4,28.632,79.3,-0.1478,0.6,0.6,0.6,4.369
LM,control,5/26/2019 3:20,0.0954,0.2087,1.2,1.2,1.2,44.218,28.994,76.7,-0.1478,0.6,0.6,0.6,4.369
LM,control,5/26/2019 3:30,0.0954,0.2087,1.2,1.2,1.2,44.037,29.046,77.1,-0.1478,0.6,0.6,0.6,4.369
LM,control,5/26/2019 3:40,0.0954,0.2087,1.2,1.2,1.2,43.853,29.559,75.1,-0.1478,0.6,0.6,0.6,4.369
LM,control,5/26/2019 3:50,0.0954,0.2087,1.2,1.2,1.2,43.716,28.06,77.9,-0.1478,0.6,0.6,0.6,4.363
LM,control,5/26/2019 4:00,0.0954,0.2087,1.2,1.2,1.2,43.534,28.321,77,-0.1478,0.6,0.6,0.6,4.369
LM,control,5/26/2019 4:10,0.0954,0.2087,1.2,1.2,1.2,43.351,28.425,77.1,-0.1478,0.6,0.6,0.6,4.363
LM,control,5/26/2019 4:20,0.0954,0.208,1.2,1.2,1.2,43.214,29.764,73.5,-0.1478,0.6,0.6,0.6,4.363
LM,control,5/26/2019 4:30,0.0947,0.208,1.2,1.2,1.2,43.075,29.149,74.2,-0.1478,0.6,0.6,0.6,4.363
LM,control,5/26/2019 4:40,0.0947,0.208,1.2,1.2,1.2,42.892,26.906,79.4,-0.1529,0.6,0.6,0.6,4.363
LM,control,5/26/2019 4:50,0.0947,0.2073,1.2,1.2,1.2,42.755,26.431,79.5,-0.1529,0.6,0.6,0.6,4.363
LM,control,5/26/2019 5:00,0.0947,0.2073,1.2,1.2,1.2,42.616,27.642,77.4,-0.1529,0.6,0.6,0.6,4.363
LM,control,5/26/2019 5:10,0.0947,0.2073,1.2,1.2,1.2,42.478,28.06,76.6,-0.1529,0.6,0.6,0.6,4.363
LM,control,5/26/2019 5:20,0.0947,0.2073,1.2,1.2,1.2,42.341,26.218,80.6,-0.1529,0.6,0.6,0.6,4.4
LM,control,5/26/2019 5:30,0.0947,0.2073,1.2,1.2,1.2,42.156,28.528,76.3,-0.1529,0.6,0.6,0.6,4.363
LM,control,5/26/2019 5:40,0.0947,0.2073,3.7,1.2,1.2,42.064,28.425,74.7,-0.1529,1.9,0.6,0.6,4.363
LM,control,5/26/2019 5:50,0.0947,0.2073,11.2,1.2,1.2,41.925,28.425,75.7,-0.1529,5.6,0.6,0.6,4.363
LM,control,5/26/2019 6:00,0.0947,0.2066,23.7,1.2,1.2,41.787,26.537,78.7,-0.1529,9.4,0.6,0.6,4.363
LM,control,5/26/2019 6:10,0.0947,0.2073,38.7,1.2,1.2,41.648,27.955,76.5,-0.1529,11.9,0.6,0.6,4.363
LM,control,5/26/2019 6:20,0.0947,0.2066,48.7,1.2,1.2,41.508,28.008,75.8,-0.1529,15.6,0.6,0.6,4.387
LM,control,5/26/2019 6:30,0.0947,0.2066,61.2,1.2,1.2,41.416,28.112,76.1,-0.1529,18.1,0.6,0.6,4.393
LM,control,5/26/2019 6:40,0.0947,0.2066,203.7,11.2,11.2,41.322,30.02,74.9,-0.1529,156.9,13.1,14.4,4.442
LM,control,5/26/2019 6:50,0.0947,0.2073,263.7,13.7,13.7,41.23,33.732,71.6,-0.1478,190.6,15.6,16.9,4.412
LM,control,5/26/2019 7:00,0.0947,0.208,341.2,16.2,16.2,41.09,35.346,69.5,-0.1427,225.6,18.1,19.4,4.393
LM,control,5/26/2019 7:10,0.0947,0.208,451.2,18.7,21.2,41.043,36.41,66.6,-0.1325,274.4,20.6,21.9,4.466
LM,control,5/26/2019 7:20,0.0947,0.2073,551.2,21.2,23.7,40.951,38.606,62.7,-0.1274,313.1,23.1,24.4,4.4
LM,control,5/26/2019 7:30,0.0947,0.208,651.2,26.2,26.2,40.951,41.043,61.1,-0.1223,361.9,26.9,28.1,4.393
LM,control,5/26/2019 7:40,0.0947,0.2073,681.2,26.2,26.2,40.951,42.939,55.1,-0.1172,369.4,26.9,28.1,4.406
LM,control,5/26/2019 7:50,0.0947,0.2073,736.2,28.7,28.7,40.951,44.537,51.3,-0.1121,398.1,28.1,29.4,4.393
LM,control,5/26/2019 8:00,0.0947,0.2073,708.7,26.2,26.2,41.043,45.036,47.2,-0.107,373.1,26.9,26.9,4.4
LM,control,5/26/2019 8:10,0.0947,0.208,838.7,31.2,31.2,41.137,47.109,44.8,-0.1121,445.6,30.6,31.9,4.393
LM,control,5/26/2019 8:20,0.0947,0.2087,918.7,33.7,33.7,41.277,48.583,45.5,-0.1121,484.4,34.4,34.4,4.406
LM,control,5/26/2019 8:30,0.0947,0.2087,946.2,36.2,36.2,41.416,50.002,40.1,-0.1121,498.1,34.4,34.4,4.4
LM,control,5/26/2019 8:40,0.094,0.2087,1008.7,38.7,38.7,41.601,51.062,40.3,-0.1172,524.4,35.6,36.9,4.418
LM,control,5/26/2019 8:50,0.094,0.2087,1193.7,43.7,43.7,41.832,53.908,36.1,-0.1223,625.6,43.1,43.1,4.4
LM,control,5/26/2019 9:00,0.0947,0.2087,1073.7,38.7,38.7,42.064,56.556,31.7,-0.1172,559.4,38.1,39.4,4.418
LM,control,5/26/2019 9:10,0.094,0.2095,1323.7,48.7,48.7,42.386,57.679,31.4,-0.1223,690.6,46.9,48.1,4.4
LM,control,5/26/2019 9:20,0.094,0.2102,1383.7,51.2,51.2,42.663,58.066,30.9,-0.1223,724.4,49.4,49.4,4.418
LM,control,5/26/2019 9:30,0.094,0.2102,1361.2,51.2,51.2,42.984,57.506,27.3,-0.1274,706.9,46.9,48.1,4.4
LM,control,5/26/2019 9:40,0.094,0.2102,1521.2,56.2,56.2,43.351,58.712,27.9,-0.1325,786.9,53.1,53.1,4.393
LM,control,5/26/2019 9:50,0.094,0.2102,1571.2,58.7,56.2,43.671,58.109,27.4,-0.1376,811.9,54.4,54.4,4.418
LM,control,5/26/2019 10:00,0.094,0.2102,1598.7,58.7,58.7,44.037,58.971,29.9,-0.1376,824.4,55.6,55.6,4.4
LM,control,5/26/2019 10:10,0.094,0.2102,1661.2,61.2,58.7,44.4,60.604,27.9,-0.1325,856.9,56.9,56.9,4.393
LM,control,5/26/2019 10:20,0.094,0.2102,1693.7,61.2,61.2,44.764,60.132,27,-0.1325,875.6,58.1,56.9,4.412
LM,control,5/26/2019 10:30,0.094,0.2109,1713.7,63.7,61.2,45.082,60.69,24,-0.1274,886.9,58.1,58.1,4.393
LM,control,5/26/2019 10:40,0.094,0.2116,1813.7,66.2,66.2,45.444,61.977,27.5,-0.1223,944.4,61.9,60.6,4.418
LM,control,5/26/2019 10:50,0.094,0.2116,1793.7,66.2,63.7,45.806,61.848,24.9,-0.1223,934.4,60.6,59.4,4.4
LM,control,5/26/2019 11:00,0.094,0.2116,1858.7,66.2,66.2,46.121,62.233,26,-0.1172,976.9,61.9,60.6,4.393
LM,control,5/26/2019 11:10,0.094,0.2124,1891.2,68.7,66.2,46.481,62.062,25.9,-0.1172,1003.1,61.9,61.9,4.418
LM,control,5/26/2019 11:20,0.094,0.2124,1941.2,68.7,68.7,46.841,63.561,25,-0.1121,1038.1,63.1,63.1,4.4
LM,control,5/26/2019 11:30,0.094,0.2124,2148.7,76.2,76.2,47.199,64.204,24.9,-0.107,1155.6,69.4,69.4,4.393
LM,control,5/26/2019 11:40,0.094,0.2131,1071.2,33.7,36.2,47.557,63.133,24.7,-0.107,538.1,31.9,33.1,4.418
LM,control,5/26/2019 11:50,0.0933,0.2131,2553.7,93.7,93.7,47.871,61.633,24.6,-0.107,1276.9,85.6,84.4,4.4
LM,control,5/26/2019 12:00,0.0933,0.2131,1241.2,41.2,43.7,48.272,63.347,20.8,-0.0968,609.4,35.6,36.9,4.393
LM,control,5/26/2019 12:10,0.094,0.2131,1256.2,41.2,43.7,48.583,64.204,24.7,-0.0917,626.9,36.9,38.1,4.418
LM,control,5/26/2019 12:20,0.0933,0.2131,1996.2,66.2,68.7,48.895,62.148,24.4,-0.0917,1044.4,61.9,61.9,4.4
LM,control,5/26/2019 12:30,0.0933,0.2138,971.2,33.7,33.7,49.204,60.904,23.3,-0.0968,478.1,28.1,29.4,4.393
LM,control,5/26/2019 12:40,0.0933,0.2131,551.2,16.2,18.7,49.471,59.659,25.5,-0.0917,258.1,14.4,15.6,4.406
LM,control,5/26/2019 12:50,0.0933,0.2138,903.7,28.7,31.2,49.737,60.132,24.6,-0.0866,441.9,25.6,26.9,4.393
LM,control,5/26/2019 13:00,0.0933,0.2131,1111.2,36.2,38.7,49.959,61.075,23.6,-0.0765,550.6,31.9,33.1,4.393
LM,control,5/26/2019 13:10,0.0933,0.2131,748.7,23.7,26.2,50.135,60.818,22.7,-0.0663,360.6,20.6,21.9,4.418
LM,control,5/26/2019 13:20,0.0933,0.2131,696.2,23.7,23.7,50.268,60.39,23.8,-0.0612,331.9,19.4,20.6,4.393
LM,control,5/26/2019 13:30,0.0933,0.2138,743.7,23.7,26.2,50.445,60.69,22.9,-0.0612,355.6,20.6,21.9,4.393
LM,control,5/26/2019 13:40,0.0933,0.2138,643.7,18.7,21.2,50.533,61.804,24.6,-0.0612,306.9,16.9,18.1,4.418
LM,control,5/26/2019 13:50,0.0933,0.2138,2553.7,86.2,93.7,50.621,62.875,22.1,-0.0663,1276.9,78.1,80.6,4.4
LM,control,5/26/2019 14:00,0.0933,0.2138,738.7,23.7,26.2,50.709,62.191,21.9,-0.0612,355.6,20.6,21.9,4.393
LM,control,5/26/2019 14:10,0.0933,0.2138,828.7,26.2,28.7,50.797,64.247,21.4,-0.0612,399.4,23.1,24.4,4.418
LM,control,5/26/2019 14:20,0.0933,0.2138,753.7,23.7,26.2,50.886,60.647,21.6,-0.0663,366.9,20.6,21.9,4.4
LM,control,5/26/2019 14:30,0.0933,0.2138,2266.2,71.2,78.7,51.017,63.819,22.7,-0.0714,1171.9,64.4,68.1,4.393
LM,control,5/26/2019 14:40,0.0933,0.2138,848.7,26.2,28.7,51.105,63.048,24.2,-0.0663,406.9,23.1,24.4,4.43
LM,control,5/26/2019 14:50,0.0933,0.2138,773.7,23.7,26.2,51.193,59.486,26.1,-0.0765,371.9,21.9,21.9,4.4
LM,control,5/26/2019 15:00,0.0933,0.2138,678.7,21.2,23.7,51.237,58.669,26.9,-0.0866,329.4,19.4,19.4,4.393
LM,control,5/26/2019 15:10,0.0925,0.2138,1528.7,46.2,51.2,51.37,60.174,29.8,-0.0866,771.9,43.1,45.6,4.393
LM,control,5/26/2019 15:20,0.0933,0.2138,1996.2,61.2,68.7,51.413,64.888,29,-0.0815,1004.4,55.6,59.4,4.412
LM,control,5/26/2019 15:30,0.0933,0.2138,1331.2,41.2,46.2,51.544,62.191,26.6,-0.0714,651.9,35.6,39.4,4.393
LM,control,5/26/2019 15:40,0.0933,0.2138,1051.2,31.2,36.2,51.633,62.276,28.5,-0.0765,510.6,26.9,30.6,4.393
LM,control,5/26/2019 15:50,0.0925,0.2138,583.7,18.7,18.7,51.721,58.195,31.7,-0.0815,279.4,15.6,16.9,4.418
LM,control,5/26/2019 16:00,0.0925,0.2138,401.2,11.2,13.7,51.809,56.251,32.4,-0.0917,189.4,10.6,10.6,4.393
LM,control,5/26/2019 16:10,0.0925,0.2146,258.7,6.2,8.7,51.94,55.386,34.3,-0.1019,120.6,6.9,6.9,4.393
LM,control,5/26/2019 16:20,0.0925,0.2138,336.2,8.7,11.2,52.029,54.82,36,-0.107,158.1,8.1,9.4,4.412
LM,control,5/26/2019 16:30,0.0918,0.2138,236.2,6.2,8.7,52.115,53.994,35.3,-0.107,108.1,5.6,5.6,4.4
LM,control,5/26/2019 16:40,0.0918,0.2138,278.7,8.7,8.7,52.115,52.246,37.8,-0.1121,130.6,6.9,6.9,4.393
LM,control,5/26/2019 16:50,0.0925,0.2131,256.2,6.2,8.7,52.115,51.193,39.7,-0.1121,118.1,6.9,6.9,4.418
LM,control,5/26/2019 17:00,0.0925,0.2131,193.7,3.7,6.2,52.115,49.428,44.4,-0.1121,88.1,4.4,4.4,4.4
LM,control,5/26/2019 17:10,0.0925,0.2131,178.7,3.7,6.2,52.115,48.85,45.8,-0.1172,80.6,4.4,3.1,4.393
LM,control,5/26/2019 17:20,0.0925,0.2124,113.7,1.2,3.7,52.072,47.467,49.5,-0.1172,48.1,1.9,1.9,4.406
LM,control,5/26/2019 17:30,0.0925,0.2124,116.2,1.2,3.7,51.984,47.377,53.2,-0.1172,50.6,1.9,1.9,4.393
LM,control,5/26/2019 17:40,0.0925,0.2124,111.2,1.2,3.7,51.94,47.377,51.2,-0.1223,49.4,1.9,1.9,4.393
LM,control,5/26/2019 17:50,0.0925,0.2124,108.7,1.2,3.7,51.809,47.109,52.7,-0.1223,50.6,1.9,1.9,4.393
LM,control,5/26/2019 18:00,0.0925,0.2124,108.7,1.2,3.7,51.721,46.256,54.4,-0.1223,49.4,1.9,1.9,4.442
LM,control,5/26/2019 18:10,0.0925,0.2116,208.7,6.2,6.2,51.589,45.579,57.8,-0.1223,101.9,5.6,5.6,4.4
LM,control,5/26/2019 18:20,0.0925,0.2116,131.2,3.7,3.7,51.501,45.806,58.8,-0.1223,60.6,3.1,3.1,4.393
LM,control,5/26/2019 18:30,0.0925,0.2116,108.7,1.2,3.7,51.37,46.121,57,-0.1223,50.6,1.9,1.9,4.4
LM,control,5/26/2019 18:40,0.0925,0.2116,116.2,1.2,3.7,51.237,46.031,58.7,-0.1223,56.9,3.1,3.1,4.393
LM,control,5/26/2019 18:50,0.0925,0.2116,158.7,3.7,3.7,51.148,45.761,60.4,-0.1223,80.6,4.4,4.4,4.418
LM,control,5/26/2019 19:00,0.0925,0.2109,246.2,6.2,8.7,51.017,46.391,57.6,-0.1223,125.6,6.9,6.9,4.4
LM,control,5/26/2019 19:10,0.0925,0.2109,198.7,6.2,6.2,50.886,46.256,58.5,-0.1223,103.1,5.6,5.6,4.393
LM,control,5/26/2019 19:20,0.0925,0.2109,148.7,3.7,3.7,50.752,45.669,59.6,-0.1223,78.1,4.4,4.4,4.412
LM,control,5/26/2019 19:30,0.0925,0.2109,101.2,1.2,3.7,50.621,45.262,59.7,-0.1223,53.1,3.1,3.1,4.4
LM,control,5/26/2019 19:40,0.0918,0.2109,101.2,1.2,3.7,50.488,44.674,61.8,-0.1223,55.6,3.1,3.1,4.393
LM,control,5/26/2019 19:50,0.0918,0.2109,76.2,1.2,1.2,50.356,43.9,63.5,-0.1274,41.9,1.9,1.9,4.4
LM,control,5/26/2019 20:00,0.0918,0.2109,56.2,1.2,1.2,50.268,43.351,63,-0.1274,33.1,0.6,0.6,4.393
LM,control,5/26/2019 20:10,0.0918,0.2102,26.2,1.2,1.2,50.092,42.017,67,-0.1325,16.9,0.6,0.6,4.4
LM,control,5/26/2019 20:20,0.0918,0.2102,8.7,1.2,1.2,50.002,39.83,72.2,-0.1376,4.4,0.6,0.6,4.393
LM,control,5/26/2019 20:30,0.0918,0.2102,3.7,1.2,1.2,49.825,39.877,71.8,-0.1376,0.6,0.6,0.6,4.393
LM,control,5/26/2019 20:40,0.0918,0.2102,1.2,1.2,1.2,49.692,38.606,74.3,-0.1427,0.6,0.6,0.6,4.393
LM,control,5/26/2019 20:50,0.0918,0.2102,1.2,1.2,1.2,49.561,37.321,76.3,-0.1478,0.6,0.6,0.6,4.393
LM,control,5/26/2019 21:00,0.0925,0.2102,1.2,1.2,1.2,49.383,36.651,76.8,-0.1478,0.6,0.6,0.6,4.393
LM,control,5/26/2019 21:10,0.0918,0.2102,1.2,1.2,1.2,49.249,35.006,80.5,-0.1529,0.6,0.6,0.6,4.393
LM,control,5/26/2019 21:20,0.0918,0.2095,1.2,1.2,1.2,49.073,34.419,81.4,-0.1529,0.6,0.6,0.6,4.393
LM,control,5/26/2019 21:30,0.0918,0.2095,1.2,1.2,1.2,48.895,34.615,83.2,-0.158,0.6,0.6,0.6,4.393
LM,control,5/26/2019 21:40,0.0918,0.2095,1.2,1.2,1.2,48.717,34.761,82.1,-0.158,0.6,0.6,0.6,4.393
LM,control,5/26/2019 21:50,0.0918,0.2095,1.2,1.2,1.2,48.538,32.641,85.4,-0.158,0.6,0.6,0.6,4.393
LM,control,5/26/2019 22:00,0.0925,0.2095,1.2,1.2,1.2,48.36,32.392,86.3,-0.158,0.6,0.6,0.6,4.393
LM,control,5/26/2019 22:10,0.0925,0.2095,1.2,1.2,1.2,48.137,32.043,86.6,-0.158,0.6,0.6,0.6,4.393
LM,control,5/26/2019 22:20,0.0918,0.2095,1.2,1.2,1.2,47.959,31.892,86.8,-0.158,0.6,0.6,0.6,4.393
LM,control,5/26/2019 22:30,0.0925,0.2087,1.2,1.2,1.2,47.781,32.79,86.1,-0.158,0.6,0.6,0.6,4.393
LM,control,5/26/2019 22:40,0.0925,0.2087,1.2,1.2,1.2,47.602,32.94,85.4,-0.158,0.6,0.6,0.6,4.393
LM,control,5/26/2019 22:50,0.0925,0.2087,1.2,1.2,1.2,47.377,32.691,86.2,-0.158,0.6,0.6,0.6,4.393
LM,control,5/26/2019 23:00,0.0925,0.2087,1.2,1.2,1.2,47.199,32.491,85.4,-0.158,0.6,0.6,0.6,4.393
LM,control,5/26/2019 23:10,0.0925,0.2087,1.2,1.2,1.2,47.019,30.02,88.1,-0.158,0.6,0.6,0.6,4.393
LM,control,5/26/2019 23:20,0.0925,0.208,1.2,1.2,1.2,46.796,30.429,89.3,-0.158,0.6,0.6,0.6,4.393
LM,control,5/26/2019 23:30,0.0925,0.2087,1.2,1.2,1.2,46.661,30.529,88.5,-0.158,0.6,0.6,0.6,4.393
LM,control,5/26/2019 23:40,0.0925,0.208,1.2,1.2,1.2,46.436,30.02,89.6,-0.1631,0.6,0.6,0.6,4.393
LM,control,5/26/2019 23:50,0.0925,0.208,1.2,1.2,1.2,46.256,29.509,91.4,-0.1631,0.6,0.6,0.6,4.393
LM,control,5/27/2019 0:00,0.0925,0.208,1.2,1.2,1.2,46.076,30.834,91.3,-0.158,0.6,0.6,0.6,4.393
LM,control,5/27/2019 0:10,0.0925,0.208,1.2,1.2,1.2,45.896,30.884,91.6,-0.158,0.6,0.6,0.6,4.393
LM,control,5/27/2019 0:20,0.0925,0.208,1.2,1.2,1.2,45.714,30.326,90.3,-0.158,0.6,0.6,0.6,4.381
LM,control,5/27/2019 0:30,0.0925,0.208,1.2,1.2,1.2,45.579,30.072,90.3,-0.158,0.6,0.6,0.6,4.381
LM,control,5/27/2019 0:40,0.0925,0.208,1.2,1.2,1.2,45.399,29.97,90.5,-0.1631,0.6,0.6,0.6,4.381
LM,control,5/27/2019 0:50,0.0925,0.2073,1.2,1.2,1.2,45.262,28.787,92.1,-0.1631,0.6,0.6,0.6,4.381
LM,control,5/27/2019 1:00,0.0925,0.2073,1.2,1.2,1.2,45.082,28.425,92.3,-0.1631,0.6,0.6,0.6,4.381
LM,control,5/27/2019 1:10,0.0925,0.2073,1.2,1.2,1.2,44.946,28.112,91.2,-0.1631,0.6,0.6,0.6,4.381
LM,control,5/27/2019 1:20,0.0925,0.2073,1.2,1.2,1.2,44.764,29.251,92.5,-0.1631,0.6,0.6,0.6,4.381
LM,control,5/27/2019 1:30,0.0925,0.2073,1.2,1.2,1.2,44.627,29.354,91.6,-0.1631,0.6,0.6,0.6,4.381
LM,control,5/27/2019 1:40,0.0925,0.2073,1.2,1.2,1.2,44.445,29.714,91.5,-0.1631,0.6,0.6,0.6,4.381
LM,control,5/27/2019 1:50,0.0925,0.2073,1.2,1.2,1.2,44.263,27.59,93,-0.1631,0.6,0.6,0.6,4.381
LM,control,5/27/2019 2:00,0.0925,0.2073,1.2,1.2,1.2,44.127,27.694,93.8,-0.1631,0.6,0.6,0.6,4.381
LM,control,5/27/2019 2:10,0.0925,0.2066,1.2,1.2,1.2,43.99,27.118,93.7,-0.1682,0.6,0.6,0.6,4.375
LM,control,5/27/2019 2:20,0.0925,0.2066,1.2,1.2,1.2,43.808,27.171,94,-0.1682,0.6,0.6,0.6,4.381
LM,control,5/27/2019 2:30,0.0925,0.2066,1.2,1.2,1.2,43.671,26.695,94.1,-0.1682,0.6,0.6,0.6,4.375
LM,control,5/27/2019 2:40,0.0925,0.2066,1.2,1.2,1.2,43.534,26.377,93.8,-0.1682,0.6,0.6,0.6,4.375
LM,control,5/27/2019 2:50,0.0925,0.2066,1.2,1.2,1.2,43.351,28.06,94.9,-0.1682,0.6,0.6,0.6,4.369
LM,control,5/27/2019 3:00,0.0925,0.2066,1.2,1.2,1.2,43.214,28.06,94.1,-0.1682,0.6,0.6,0.6,4.369
LM,control,5/27/2019 3:10,0.0925,0.2066,1.2,1.2,1.2,43.075,29.199,93.5,-0.1631,0.6,0.6,0.6,4.369
LM,control,5/27/2019 3:20,0.0918,0.2066,1.2,1.2,1.2,42.939,29.046,92.4,-0.1631,0.6,0.6,0.6,4.369
LM,control,5/27/2019 3:30,0.0925,0.2066,1.2,1.2,1.2,42.8,28.373,93.4,-0.1631,0.6,0.6,0.6,4.369
LM,control,5/27/2019 3:40,0.0925,0.2066,1.2,1.2,1.2,42.708,29.714,92.5,-0.1631,0.6,0.6,0.6,4.363
LM,control,5/27/2019 3:50,0.0918,0.2066,1.2,1.2,1.2,42.616,28.476,93.2,-0.1631,0.6,0.6,0.6,4.363
LM,control,5/27/2019 4:00,0.0918,0.2058,1.2,1.2,1.2,42.478,29.097,93.3,-0.1631,0.6,0.6,0.6,4.363
LM,control,5/27/2019 4:10,0.0918,0.2058,1.2,1.2,1.2,42.341,28.891,93.2,-0.1631,0.6,0.6,0.6,4.363
LM,control,5/27/2019 4:20,0.0918,0.2058,1.2,1.2,1.2,42.247,29.199,93.7,-0.1631,0.6,0.6,0.6,4.363
LM,control,5/27/2019 4:30,0.0918,0.2058,1.2,1.2,1.2,42.156,29.149,93.9,-0.1631,0.6,0.6,0.6,4.363
