Plot Title: 9735539_SM_LM_B2_trmt,,,,,,,,,,,,,,,
#,,"Date Time, GMT-06:00",,"PAR, uE (LGR S/N: 9735539, SEN S/N: 9700886)","PAR, uE (LGR S/N: 9735539, SEN S/N: 9700897)","PAR, uE (LGR S/N: 9735539, SEN S/N: 9700898)","Temp, °F (LGR S/N: 9735539, SEN S/N: 9719147, LBL: LM_B2)","Solar Radiation, W/m² (LGR S/N: 9735539, SEN S/N: 9719458)","Temp, °F (LGR S/N: 9735539, SEN S/N: 9721325)","RH, % (LGR S/N: 9735539, SEN S/N: 9721325)","Voltage, V (LGR S/N: 9735539, SEN S/N: 9725487)","Solar Radiation, W/m² (LGR S/N: 9735539, SEN S/N: 9734410)","Solar Radiation, W/m² (LGR S/N: 9735539, SEN S/N: 9734417)","Water Content, m³/m³ (LGR S/N: 9735539, SEN S/N: 20145934, LBL: LM_B2R)","Water Content, m³/m³ (LGR S/N: 9735539, SEN S/N: 20145936, LBL: LM_B2L)"
Site,Treatment,Date,Time,PAR.up,PAR.left,PAR.right,ST,SR.right,Air.T,RH,,SR.up,SR.left,SWC.right,SWC.left
LM,early,6/4/2019,15:50,888.7,26.2,31.2,55.558,43.1,58.109,48.1,-0.1988,443.1,40.6,0.3178,0.3077
LM,early,6/4/2019,16:00,861.2,23.7,28.7,55.558,41.9,57.376,49.3,-0.1988,429.4,39.4,0.3178,0.3077
LM,early,6/4/2019,16:10,823.7,23.7,28.7,55.558,40.6,57.549,48.9,-0.1988,411.9,38.1,0.3178,0.3077
LM,early,6/4/2019,16:20,781.2,23.7,26.2,55.558,38.1,56.426,47.7,-0.1988,390.6,35.6,0.3178,0.3077
LM,early,6/4/2019,16:30,746.2,21.2,26.2,55.515,36.9,57.16,48.4,-0.1988,373.1,34.4,0.3178,0.3077
LM,early,6/4/2019,16:40,726.2,21.2,23.7,55.472,34.4,56.728,49.1,-0.1988,364.4,33.1,0.3178,0.3077
LM,early,6/4/2019,16:50,821.2,23.7,26.2,55.429,38.1,57.117,47.2,-0.1988,411.9,35.6,0.3178,0.3072
LM,early,6/4/2019,17:00,946.2,26.2,28.7,55.386,43.1,58.798,49.1,-0.1988,475.6,41.9,0.3178,0.3077
LM,early,6/4/2019,17:10,793.7,21.2,23.7,55.386,35.6,58.282,44.4,-0.1988,398.1,34.4,0.3178,0.3077
LM,early,6/4/2019,17:20,803.7,21.2,21.2,55.386,34.4,60.69,44.1,-0.1988,403.1,34.4,0.3175,0.3077
LM,early,6/4/2019,17:30,598.7,16.2,16.2,55.429,25.6,60.089,44,-0.1988,298.1,25.6,0.3175,0.3069
LM,early,6/4/2019,17:40,423.7,11.2,13.7,55.386,19.4,56.383,47.8,-0.1988,208.1,19.4,0.3175,0.3069
LM,early,6/4/2019,17:50,401.2,11.2,11.2,55.342,18.1,55.213,50,-0.1988,198.1,16.9,0.3175,0.3069
LM,early,6/4/2019,18:00,401.2,11.2,11.2,55.213,16.9,55.299,50.5,-0.1988,196.9,16.9,0.3175,0.3069
LM,early,6/4/2019,18:10,471.2,11.2,11.2,55.038,19.4,55.69,51.5,-0.1988,233.1,19.4,0.3175,0.3069
LM,early,6/4/2019,18:20,518.7,13.7,13.7,54.865,21.9,57.722,46.8,-0.1988,261.9,23.1,0.3171,0.3072
LM,early,6/4/2019,18:30,401.2,11.2,11.2,54.648,18.1,57.16,48,-0.1988,201.9,18.1,0.3171,0.3072
LM,early,6/4/2019,18:40,413.7,11.2,11.2,54.516,18.1,55.863,50,-0.1988,205.6,19.4,0.3175,0.3072
LM,early,6/4/2019,18:50,311.2,8.7,8.7,54.343,13.1,57.247,46.6,-0.1988,148.1,14.4,0.3175,0.3072
LM,early,6/4/2019,19:00,546.2,16.2,8.7,54.169,18.1,58.239,45.8,-0.1988,294.4,30.6,0.3171,0.3072
LM,early,6/4/2019,19:10,436.2,13.7,6.2,53.994,11.9,57.765,45.4,-0.1988,236.9,25.6,0.3175,0.3072
LM,early,6/4/2019,19:20,223.7,6.2,3.7,53.82,4.4,56.251,45.6,-0.1988,111.9,10.6,0.3175,0.3069
LM,early,6/4/2019,19:30,81.2,1.2,1.2,53.645,1.9,52.947,51,-0.1988,25.6,1.9,0.3171,0.3069
LM,early,6/4/2019,19:40,68.7,1.2,1.2,53.427,0.6,48.049,62.3,-0.1988,21.9,0.6,0.3171,0.3069
LM,early,6/4/2019,19:50,56.2,1.2,1.2,53.166,0.6,46.571,63.8,-0.1988,16.9,0.6,0.3175,0.3069
LM,early,6/4/2019,20:00,38.7,1.2,1.2,52.86,0.6,45.534,65,-0.1988,11.9,0.6,0.3175,0.3069
LM,early,6/4/2019,20:10,23.7,1.2,1.2,52.554,0.6,44.4,67.1,-0.1988,6.9,0.6,0.3175,0.3069
LM,early,6/4/2019,20:20,16.2,1.2,1.2,52.246,0.6,44.082,67.7,-0.1988,5.6,0.6,0.3175,0.3069
LM,early,6/4/2019,20:30,6.2,1.2,1.2,51.895,0.6,43.259,68.9,-0.1988,1.9,0.6,0.3171,0.3066
LM,early,6/4/2019,20:40,1.2,1.2,1.2,51.589,0.6,42.017,71,-0.1988,0.6,0.6,0.3175,0.3066
LM,early,6/4/2019,20:50,1.2,1.2,1.2,51.237,0.6,40.858,73.7,-0.1988,0.6,0.6,0.3168,0.3066
LM,early,6/4/2019,21:00,1.2,1.2,1.2,50.929,0.6,40.905,71.8,-0.1988,0.6,0.6,0.3168,0.3066
LM,early,6/4/2019,21:10,1.2,1.2,1.2,50.621,0.6,38.7,76.9,-0.1988,0.6,0.6,0.3168,0.3066
LM,early,6/4/2019,21:20,1.2,1.2,1.2,50.311,0.6,37.989,78.1,-0.1988,0.6,0.6,0.3168,0.3066
LM,early,6/4/2019,21:30,1.2,1.2,1.2,50.002,0.6,36.747,81.1,-0.1988,0.6,0.6,0.3163,0.3066
LM,early,6/4/2019,21:40,1.2,1.2,1.2,49.692,0.6,37.081,80.3,-0.1988,0.6,0.6,0.3168,0.3066
LM,early,6/4/2019,21:50,1.2,1.2,1.2,49.383,0.6,35.298,85,-0.1988,0.6,0.6,0.3168,0.3066
LM,early,6/4/2019,22:00,1.2,1.2,1.2,49.073,0.6,36.747,81.4,-0.1988,0.6,0.6,0.3168,0.3066
LM,early,6/4/2019,22:10,1.2,1.2,1.2,48.762,0.6,36.986,80.8,-0.1988,0.6,0.6,0.3163,0.3066
LM,early,6/4/2019,22:20,1.2,1.2,1.2,48.538,0.6,36.505,81,-0.1988,0.6,0.6,0.3168,0.3066
LM,early,6/4/2019,22:30,1.2,1.2,1.2,48.315,0.6,36.459,80.5,-0.1988,0.6,0.6,0.3163,0.3066
LM,early,6/4/2019,22:40,1.2,1.2,1.2,48.049,0.6,36.072,79.8,-0.1988,0.6,0.6,0.3168,0.3066
LM,early,6/4/2019,22:50,1.2,1.2,1.2,47.871,0.6,35.492,82.4,-0.1988,0.6,0.6,0.3168,0.3066
LM,early,6/4/2019,23:00,1.2,1.2,1.2,47.602,0.6,35.928,80.6,-0.1988,0.6,0.6,0.3163,0.3066
LM,early,6/4/2019,23:10,1.2,1.2,1.2,47.422,0.6,35.928,79.1,-0.1988,0.6,0.6,0.3163,0.3066
LM,early,6/4/2019,23:20,1.2,1.2,1.2,47.154,0.6,33.879,83.5,-0.1988,0.6,0.6,0.3163,0.3066
LM,early,6/4/2019,23:30,1.2,1.2,1.2,46.974,0.6,32.891,85.7,-0.1988,0.6,0.6,0.3168,0.3066
LM,early,6/4/2019,23:40,1.2,1.2,1.2,46.796,0.6,32.592,86,-0.1988,0.6,0.6,0.3168,0.3066
LM,early,6/4/2019,23:50,1.2,1.2,1.2,46.526,0.6,30.884,89.2,-0.1988,0.6,0.6,0.3168,0.3066
LM,early,6/5/2019,0:00,1.2,1.2,1.2,46.346,0.6,31.339,89.9,-0.1988,0.6,0.6,0.3168,0.3062
LM,early,6/5/2019,0:10,1.2,1.2,1.2,46.076,0.6,31.541,89.6,-0.1988,0.6,0.6,0.3168,0.3062
LM,early,6/5/2019,0:20,1.2,1.2,1.2,45.896,0.6,32.092,88.3,-0.1988,0.6,0.6,0.3168,0.3062
LM,early,6/5/2019,0:30,1.2,1.2,1.2,45.714,0.6,31.087,90.2,-0.1988,0.6,0.6,0.3168,0.3066
LM,early,6/5/2019,0:40,1.2,1.2,1.2,45.534,0.6,31.743,88.4,-0.1988,0.6,0.6,0.3168,0.3066
LM,early,6/5/2019,0:50,1.2,1.2,1.2,45.354,0.6,32.491,87.3,-0.1988,0.6,0.6,0.3163,0.3066
LM,early,6/5/2019,1:00,1.2,1.2,1.2,45.172,0.6,30.884,89.2,-0.1988,0.6,0.6,0.3168,0.3062
LM,early,6/5/2019,1:10,1.2,1.2,1.2,44.991,0.6,31.642,88.7,-0.1988,0.6,0.6,0.3163,0.3062
LM,early,6/5/2019,1:20,1.2,1.2,1.2,44.809,0.6,31.743,87.3,-0.1988,0.6,0.6,0.3163,0.3062
LM,early,6/5/2019,1:30,1.2,1.2,1.2,44.674,0.6,30.682,88.8,-0.1988,0.6,0.6,0.3163,0.3062
LM,early,6/5/2019,1:40,1.2,1.2,1.2,44.537,0.6,29.611,90.8,-0.1988,0.6,0.6,0.3163,0.3058
LM,early,6/5/2019,1:50,1.2,1.2,1.2,44.355,0.6,29.199,91.8,-0.1988,0.6,0.6,0.3163,0.3062
LM,early,6/5/2019,2:00,1.2,1.2,1.2,44.218,0.6,30.123,93,-0.1988,0.6,0.6,0.3163,0.3058
LM,early,6/5/2019,2:10,1.2,1.2,1.2,44.037,0.6,30.429,92.1,-0.1988,0.6,0.6,0.3163,0.3062
LM,early,6/5/2019,2:20,1.2,1.2,1.2,43.9,0.6,31.743,89.5,-0.1988,0.6,0.6,0.3163,0.3062
LM,early,6/5/2019,2:30,1.2,1.2,1.2,43.808,0.6,32.392,88.2,-0.1988,0.6,0.6,0.3163,0.3062
LM,early,6/5/2019,2:40,1.2,1.2,1.2,43.716,0.6,32.193,87.5,-0.1988,0.6,0.6,0.3163,0.3062
LM,early,6/5/2019,2:50,1.2,1.2,1.2,43.624,0.6,32.94,87.4,-0.1988,0.6,0.6,0.316,0.3062
LM,early,6/5/2019,3:00,1.2,1.2,1.2,43.534,0.6,33.039,86.2,-0.1988,0.6,0.6,0.3163,0.3062
LM,early,6/5/2019,3:10,1.2,1.2,1.2,43.443,0.6,33.287,85.8,-0.1988,0.6,0.6,0.316,0.3062
LM,early,6/5/2019,3:20,1.2,1.2,1.2,43.351,0.6,31.339,89.6,-0.1988,0.6,0.6,0.3163,0.3062
LM,early,6/5/2019,3:30,1.2,1.2,1.2,43.306,0.6,31.138,91.1,-0.1988,0.6,0.6,0.3163,0.3062
LM,early,6/5/2019,3:40,1.2,1.2,1.2,43.214,0.6,31.239,90.1,-0.1988,0.6,0.6,0.3163,0.3062
LM,early,6/5/2019,3:50,1.2,1.2,1.2,43.167,0.6,30.987,91.8,-0.1988,0.6,0.6,0.3163,0.3062
LM,early,6/5/2019,4:00,1.2,1.2,1.2,43.075,0.6,31.541,90.6,-0.1988,0.6,0.6,0.3163,0.3062
LM,early,6/5/2019,4:10,1.2,1.2,1.2,42.984,0.6,30.58,91.3,-0.1988,0.6,0.6,0.3163,0.3062
LM,early,6/5/2019,4:20,1.2,1.2,1.2,42.892,0.6,29.97,92.9,-0.1988,0.6,0.6,0.316,0.3062
LM,early,6/5/2019,4:30,1.2,1.2,1.2,42.8,0.6,30.682,91.6,-0.1988,0.6,0.6,0.316,0.3062
LM,early,6/5/2019,4:40,1.2,1.2,1.2,42.708,0.6,29.917,93.1,-0.1988,0.6,0.6,0.316,0.3062
LM,early,6/5/2019,4:50,1.2,1.2,1.2,42.616,0.6,30.276,92.3,-0.1988,0.6,0.6,0.316,0.3062
LM,early,6/5/2019,5:00,1.2,1.2,1.2,42.525,0.6,29.817,93.1,-0.1988,0.6,0.6,0.316,0.3058
LM,early,6/5/2019,5:10,1.2,1.2,1.2,42.386,0.6,29.611,92.9,-0.1988,0.6,0.6,0.316,0.3058
LM,early,6/5/2019,5:20,1.2,1.2,1.2,42.294,0.6,29.354,93.8,-0.1988,0.6,0.6,0.316,0.3058
LM,early,6/5/2019,5:30,1.2,1.2,1.2,42.202,0.6,29.046,93.5,-0.1988,0.6,0.6,0.316,0.3058
LM,early,6/5/2019,5:40,6.2,1.2,1.2,42.064,0.6,28.839,93.8,-0.1988,3.1,0.6,0.316,0.3058
LM,early,6/5/2019,5:50,13.7,1.2,1.2,41.97,0.6,28.994,94.9,-0.1988,6.9,0.6,0.316,0.3058
LM,early,6/5/2019,6:00,26.2,1.2,1.2,41.878,0.6,28.839,94.5,-0.1988,10.6,0.6,0.316,0.3058
LM,early,6/5/2019,6:10,38.7,1.2,1.2,41.74,0.6,28.994,94.8,-0.1988,13.1,0.6,0.316,0.3058
LM,early,6/5/2019,6:20,53.7,1.2,1.2,41.648,1.9,30.123,94.2,-0.1988,18.1,0.6,0.316,0.3058
LM,early,6/5/2019,6:30,66.2,1.2,1.2,41.601,1.9,30.936,93.3,-0.1988,24.4,1.9,0.3156,0.3062
LM,early,6/5/2019,6:40,83.7,13.7,16.2,41.508,34.4,35.103,90.2,-0.1988,35.6,30.6,0.316,0.3062
LM,early,6/5/2019,6:50,93.7,13.7,18.7,41.508,39.4,37.609,88.7,-0.1988,40.6,33.1,0.316,0.3062
LM,early,6/5/2019,7:00,141.2,16.2,21.2,41.554,44.4,39.97,85.7,-0.1988,65.6,36.9,0.316,0.3062
LM,early,6/5/2019,7:10,203.7,18.7,23.7,41.648,46.9,40.719,82.2,-0.1988,99.4,39.4,0.3156,0.3062
LM,early,6/5/2019,7:20,278.7,21.2,28.7,41.832,50.6,42.8,79,-0.1988,140.6,41.9,0.3156,0.3062
LM,early,6/5/2019,7:30,343.7,23.7,31.2,42.017,54.4,44.809,74.9,-0.1988,183.1,45.6,0.3156,0.3062
LM,early,6/5/2019,7:40,406.2,23.7,33.7,42.247,56.9,47.871,68.4,-0.1988,214.4,48.1,0.3156,0.3058
LM,early,6/5/2019,7:50,476.2,26.2,36.2,42.525,60.6,49.692,63.1,-0.1988,250.6,50.6,0.316,0.3058
LM,early,6/5/2019,8:00,548.7,28.7,38.7,42.847,63.1,51.852,59.1,-0.1988,288.1,53.1,0.316,0.3062
LM,early,6/5/2019,8:10,621.2,28.7,38.7,43.351,65.6,54.473,55.2,-0.1988,324.4,55.6,0.3156,0.3062
LM,early,6/5/2019,8:20,691.2,31.2,41.2,43.9,68.1,55.213,54.7,-0.1988,359.4,56.9,0.3156,0.3062
LM,early,6/5/2019,8:30,758.7,31.2,43.7,44.627,69.4,56.34,55.6,-0.1988,393.1,58.1,0.316,0.3062
LM,early,6/5/2019,8:40,826.2,33.7,46.2,45.399,70.6,56.988,51.9,-0.1988,425.6,60.6,0.3163,0.3062
LM,early,6/5/2019,8:50,891.2,33.7,48.7,46.121,73.1,56.815,48.9,-0.1988,459.4,61.9,0.316,0.3062
LM,early,6/5/2019,9:00,961.2,36.2,48.7,46.706,75.6,59.572,49.3,-0.1988,495.6,64.4,0.316,0.3066
LM,early,6/5/2019,9:10,1028.7,38.7,51.2,47.109,76.9,59.616,52,-0.1988,530.6,65.6,0.316,0.3062
LM,early,6/5/2019,9:20,1096.2,38.7,53.7,47.334,79.4,60.991,45.9,-0.1988,564.4,66.9,0.3163,0.3066
LM,early,6/5/2019,9:30,1161.2,41.2,53.7,47.557,80.6,61.119,42.9,-0.1988,598.1,69.4,0.316,0.3066
LM,early,6/5/2019,9:40,1231.2,41.2,56.2,47.959,81.9,62.577,42.3,-0.1988,633.1,70.6,0.316,0.3062
LM,early,6/5/2019,9:50,1298.7,43.7,58.7,48.583,84.4,64.074,38.9,-0.1988,668.1,71.9,0.3163,0.3066
LM,early,6/5/2019,10:00,1363.7,43.7,58.7,49.428,85.6,64.204,39.8,-0.1988,700.6,74.4,0.3163,0.3066
LM,early,6/5/2019,10:10,1428.7,46.2,61.2,50.311,86.9,66.772,38.9,-0.1988,734.4,75.6,0.3163,0.3066
LM,early,6/5/2019,10:20,1513.7,48.7,63.7,51.282,89.4,67.842,37.1,-0.1988,778.1,78.1,0.3163,0.3066
LM,early,6/5/2019,10:30,1446.2,43.7,58.7,52.203,81.9,68.785,35.5,-0.1988,734.4,73.1,0.3163,0.3066
LM,early,6/5/2019,10:40,303.7,8.7,8.7,53.078,11.9,60.69,39.5,-0.1988,129.4,10.6,0.3163,0.3066
LM,early,6/5/2019,10:50,1873.7,56.2,73.7,53.515,101.9,62.447,39,-0.1988,973.1,91.9,0.3163,0.3066
LM,early,6/5/2019,11:00,1941.2,56.2,73.7,53.776,101.9,66.985,30.6,-0.1988,1011.9,93.1,0.3168,0.3066
LM,early,6/5/2019,11:10,1953.7,56.2,71.2,54.343,99.4,67.798,36.7,-0.1988,1020.6,90.6,0.3168,0.3062
LM,early,6/5/2019,11:20,2066.2,58.7,73.7,55.081,103.1,68.056,32.9,-0.1988,1090.6,94.4,0.3163,0.3062
LM,early,6/5/2019,11:30,1033.7,28.7,36.2,55.819,45.6,65.273,36.6,-0.1988,499.4,43.1,0.3168,0.3066
LM,early,6/5/2019,11:40,431.2,11.2,13.7,56.122,16.9,60.046,39,-0.1988,198.1,16.9,0.3163,0.3062
LM,early,6/5/2019,11:50,2063.7,58.7,71.2,56.251,98.1,67.842,33.9,-0.1988,1100.6,90.6,0.3163,0.3062
LM,early,6/5/2019,12:00,508.7,11.2,13.7,56.426,18.1,64.117,34.9,-0.1988,239.4,18.1,0.3168,0.3062
LM,early,6/5/2019,12:10,653.7,16.2,18.7,56.599,26.9,60.561,37.6,-0.1988,309.4,24.4,0.3163,0.3062
LM,early,6/5/2019,12:20,2228.7,61.2,73.7,56.469,100.6,65.829,39.3,-0.1988,1174.4,94.4,0.3163,0.3058
LM,early,6/5/2019,12:30,2146.2,58.7,71.2,56.469,95.6,68.227,33.4,-0.1988,1146.9,90.6,0.3163,0.3062
LM,early,6/5/2019,12:40,2176.2,58.7,71.2,56.685,95.6,68.999,32.3,-0.1988,1159.4,91.9,0.3163,0.3062
LM,early,6/5/2019,12:50,2151.2,58.7,68.7,57.16,94.4,68.871,31.6,-0.1988,1148.1,89.4,0.3163,0.3058
LM,early,6/5/2019,13:00,2208.7,61.2,71.2,57.592,95.6,68.913,30.8,-0.1988,1176.9,91.9,0.3163,0.3062
LM,early,6/5/2019,13:10,2118.7,56.2,66.2,58.066,90.6,68.571,33.6,-0.1988,1129.4,86.9,0.3163,0.3058
LM,early,6/5/2019,13:20,2118.7,56.2,66.2,58.455,90.6,68.742,32.5,-0.1988,1125.6,85.6,0.316,0.3058
LM,early,6/5/2019,13:30,2143.7,58.7,66.2,58.842,90.6,69.256,30.4,-0.1988,1146.9,86.9,0.3163,0.3058
LM,early,6/5/2019,13:40,2126.2,56.2,66.2,59.142,89.4,69.514,30.8,-0.1988,1134.4,85.6,0.3168,0.3058
LM,early,6/5/2019,13:50,2113.7,56.2,63.7,59.445,88.1,68.742,31.8,-0.1988,1123.1,84.4,0.3163,0.3058
LM,early,6/5/2019,14:00,2101.2,56.2,63.7,59.702,86.9,68.484,31.6,-0.1988,1121.9,84.4,0.3163,0.3058
LM,early,6/5/2019,14:10,2081.2,53.7,61.2,59.916,84.4,69.685,30,-0.1988,1113.1,83.1,0.3163,0.3058
LM,early,6/5/2019,14:20,2068.7,56.2,61.2,60.089,84.4,69.858,29.6,-0.1988,1105.6,83.1,0.3163,0.3058
LM,early,6/5/2019,14:30,2063.7,53.7,61.2,60.26,83.1,70.029,29.8,-0.1988,1104.4,81.9,0.3163,0.3058
LM,early,6/5/2019,14:40,2058.7,53.7,58.7,60.346,83.1,69.728,30,-0.1988,1101.9,81.9,0.3163,0.3058
LM,early,6/5/2019,14:50,2051.2,53.7,58.7,60.474,81.9,69.771,28.2,-0.1988,1095.6,80.6,0.3163,0.3058
LM,early,6/5/2019,15:00,2053.7,53.7,58.7,60.561,81.9,69.901,28.7,-0.1988,1093.1,80.6,0.3163,0.3058
LM,early,6/5/2019,15:10,2056.2,51.2,56.2,60.604,81.9,70.459,27.9,-0.1988,1089.4,80.6,0.3163,0.3054
LM,early,6/5/2019,15:20,1976.2,48.7,53.7,60.604,78.1,69.771,28.7,-0.1988,1039.4,76.9,0.3168,0.3058
LM,early,6/5/2019,15:30,1903.7,46.2,51.2,60.647,74.4,70.502,29.1,-0.1988,996.9,73.1,0.3163,0.3058
LM,early,6/5/2019,15:40,1996.2,48.7,51.2,60.647,76.9,70.887,27.2,-0.1988,1040.6,75.6,0.3168,0.3058
LM,early,6/5/2019,15:50,1971.2,48.7,51.2,60.69,76.9,69.643,26.2,-0.1988,1025.6,75.6,0.3163,0.3058
LM,early,6/5/2019,16:00,2033.7,48.7,51.2,60.647,79.4,70.543,30.8,-0.1988,1055.6,78.1,0.3163,0.3058
LM,early,6/5/2019,16:10,1751.2,43.7,46.2,60.647,69.4,69.6,30,-0.1988,908.1,68.1,0.3163,0.3058
LM,early,6/5/2019,16:20,1598.7,38.7,41.2,60.604,61.9,68.227,34.7,-0.1988,820.6,61.9,0.3163,0.3058
LM,early,6/5/2019,16:30,1651.2,41.2,41.2,60.604,64.4,67.971,37.9,-0.1988,849.4,64.4,0.3163,0.3058
LM,early,6/5/2019,16:40,1608.7,38.7,38.7,60.517,61.9,69.728,36.5,-0.1988,826.9,61.9,0.3163,0.3058
LM,early,6/5/2019,16:50,1506.2,36.2,36.2,60.39,58.1,70.243,32.3,-0.1988,770.6,59.4,0.3168,0.3058
LM,early,6/5/2019,17:00,1563.7,38.7,38.7,60.303,61.9,70.846,34.4,-0.1988,803.1,63.1,0.3168,0.3058
LM,early,6/5/2019,17:10,1588.7,38.7,38.7,60.217,64.4,71.361,33.6,-0.1988,825.6,66.9,0.3168,0.3058
LM,early,6/5/2019,17:20,1496.2,38.7,36.2,60.132,61.9,71.533,34.6,-0.1988,780.6,64.4,0.3168,0.3058
LM,early,6/5/2019,17:30,478.7,11.2,13.7,60.089,20.6,68.999,32.7,-0.1988,235.6,20.6,0.3163,0.3058
LM,early,6/5/2019,17:40,433.7,11.2,11.2,60.003,18.1,63.561,40.3,-0.1988,215.6,19.4,0.3168,0.3058
LM,early,6/5/2019,17:50,668.7,16.2,16.2,59.788,28.1,63.347,40.2,-0.1988,346.9,30.6,0.3163,0.3058
LM,early,6/5/2019,18:00,386.2,11.2,8.7,59.572,18.1,62.704,38.6,-0.1988,201.9,18.1,0.3163,0.3054
LM,early,6/5/2019,18:10,328.7,8.7,8.7,59.315,16.9,59.959,44.7,-0.1988,170.6,16.9,0.3163,0.3054
LM,early,6/5/2019,18:20,491.2,13.7,13.7,59.014,23.1,60.517,40.6,-0.1988,256.9,23.1,0.3163,0.3054
LM,early,6/5/2019,18:30,316.2,8.7,8.7,58.712,14.4,62.919,44.6,-0.1988,160.6,14.4,0.3163,0.3054
LM,early,6/5/2019,18:40,706.2,18.7,16.2,58.455,29.4,59.702,43,-0.1988,379.4,35.6,0.3163,0.3054
LM,early,6/5/2019,18:50,708.7,18.7,16.2,58.195,29.4,56.642,49.4,-0.1988,389.4,38.1,0.3156,0.3054
LM,early,6/5/2019,19:00,366.2,8.7,8.7,57.936,14.4,57.376,49.6,-0.1988,191.9,16.9,0.316,0.3051
LM,early,6/5/2019,19:10,161.2,3.7,3.7,57.679,5.6,53.908,52.5,-0.1988,76.9,5.6,0.316,0.3051
LM,early,6/5/2019,19:20,136.2,1.2,3.7,57.376,5.6,54.082,51.1,-0.1988,66.9,4.4,0.3156,0.3051
LM,early,6/5/2019,19:30,106.2,1.2,1.2,57.074,4.4,53.166,55.3,-0.1988,56.9,3.1,0.3156,0.3051
LM,early,6/5/2019,19:40,66.2,1.2,1.2,56.728,3.1,51.984,60.1,-0.1988,38.1,1.9,0.316,0.3051
LM,early,6/5/2019,19:50,31.2,1.2,1.2,56.383,0.6,49.782,69.8,-0.1988,18.1,0.6,0.316,0.3051
LM,early,6/5/2019,20:00,28.7,1.2,1.2,55.992,0.6,49.338,69.1,-0.1988,16.9,0.6,0.3156,0.3051
LM,early,6/5/2019,20:10,13.7,1.2,1.2,55.69,0.6,48.983,70.1,-0.1988,5.6,0.6,0.3151,0.3048
LM,early,6/5/2019,20:20,8.7,1.2,1.2,55.342,0.6,48.493,69.8,-0.1988,1.9,0.6,0.3151,0.3048
LM,early,6/5/2019,20:30,3.7,1.2,1.2,55.038,0.6,47.647,70.3,-0.1988,0.6,0.6,0.3151,0.3048
LM,early,6/5/2019,20:40,1.2,1.2,1.2,54.691,0.6,46.391,74.4,-0.1988,0.6,0.6,0.3156,0.3048
LM,early,6/5/2019,20:50,1.2,1.2,1.2,54.387,0.6,48.182,72.3,-0.1988,0.6,0.6,0.3156,0.3048
LM,early,6/5/2019,21:00,1.2,1.2,1.2,54.082,0.6,47.959,71.6,-0.1988,0.6,0.6,0.3156,0.3051
LM,early,6/5/2019,21:10,1.2,1.2,1.2,53.776,0.6,46.886,75.6,-0.1988,0.6,0.6,0.316,0.3054
LM,early,6/5/2019,21:20,1.2,1.2,1.2,53.515,0.6,46.886,76.8,-0.1988,0.6,0.6,0.3163,0.3051
LM,early,6/5/2019,21:30,1.2,1.2,1.2,53.298,0.6,46.751,76.3,-0.1988,0.6,0.6,0.3163,0.3054
LM,early,6/5/2019,21:40,1.2,1.2,1.2,53.078,0.6,46.256,79.6,-0.1988,0.6,0.6,0.3163,0.3051
LM,early,6/5/2019,21:50,1.2,1.2,1.2,52.86,0.6,45.806,83.3,-0.1988,0.6,0.6,0.3163,0.3054
LM,early,6/5/2019,22:00,1.2,1.2,1.2,52.729,0.6,45.806,83.4,-0.1988,0.6,0.6,0.3163,0.3051
LM,early,6/5/2019,22:10,1.2,1.2,1.2,52.554,0.6,45.489,84,-0.1988,0.6,0.6,0.3163,0.3054
LM,early,6/5/2019,22:20,1.2,1.2,1.2,52.378,0.6,44.627,85.5,-0.1988,0.6,0.6,0.316,0.3054
LM,early,6/5/2019,22:30,1.2,1.2,1.2,52.203,0.6,44.901,86.3,-0.1988,0.6,0.6,0.3163,0.3051
LM,early,6/5/2019,22:40,1.2,1.2,1.2,52.072,0.6,44.627,87.3,-0.1988,0.6,0.6,0.316,0.3054
LM,early,6/5/2019,22:50,1.2,1.2,1.2,51.895,0.6,44.355,86.7,-0.1988,0.6,0.6,0.316,0.3051
LM,early,6/5/2019,23:00,1.2,1.2,1.2,51.764,0.6,43.716,89.6,-0.1988,0.6,0.6,0.316,0.3051
LM,early,6/5/2019,23:10,1.2,1.2,1.2,51.589,0.6,43.716,89.6,-0.1988,0.6,0.6,0.316,0.3051
LM,early,6/5/2019,23:20,1.2,1.2,1.2,51.413,0.6,42.939,90.8,-0.1988,0.6,0.6,0.316,0.3054
LM,early,6/5/2019,23:30,1.2,1.2,1.2,51.282,0.6,42.017,91.3,-0.1988,0.6,0.6,0.316,0.3054
LM,early,6/5/2019,23:40,1.2,1.2,1.2,51.105,0.6,40.951,92.6,-0.1988,0.6,0.6,0.3156,0.3054
LM,early,6/5/2019,23:50,1.2,1.2,1.2,50.886,0.6,39.596,93.4,-0.1988,0.6,0.6,0.316,0.3051
LM,early,6/6/2019,0:00,1.2,1.2,1.2,50.664,0.6,39.313,95,-0.1988,0.6,0.6,0.316,0.3051
LM,early,6/6/2019,0:10,1.2,1.2,1.2,50.445,0.6,39.549,95,-0.1988,0.6,0.6,0.316,0.3051
LM,early,6/6/2019,0:20,1.2,1.2,1.2,50.18,0.6,39.313,94.5,-0.1988,0.6,0.6,0.316,0.3051
LM,early,6/6/2019,0:30,1.2,1.2,1.2,50.002,0.6,39.078,94.9,-0.1988,0.6,0.6,0.316,0.3051
