Plot Title: 9735547_PHb1,,,,,,,,,,,,,,,,
#,,"Date Time, GMT-06:00",,"Water Content, m³/m³ (LGR S/N: 9735547, SEN S/N: 2012371)","Water Content, m³/m³ (LGR S/N: 9735547, SEN S/N: 2012373)","PAR, uE (LGR S/N: 9735547, SEN S/N: 9700884)","PAR, uE (LGR S/N: 9735547, SEN S/N: 9700885)","PAR, uE (LGR S/N: 9735547, SEN S/N: 9711280)","Temp, °F (LGR S/N: 9735547, SEN S/N: 9719166)","Temp, °F (LGR S/N: 9735547, SEN S/N: 9721330)","RH, % (LGR S/N: 9735547, SEN S/N: 9721330)","Voltage, V (LGR S/N: 9735547, SEN S/N: 9725497)","Solar Radiation, W/m² (LGR S/N: 9735547, SEN S/N: 9734394)","Solar Radiation, W/m² (LGR S/N: 9735547, SEN S/N: 9734405)","Solar Radiation, W/m² (LGR S/N: 9735547, SEN S/N: 9734418)","Batt, V (LGR S/N: 9735547)"
Site,Treatment,Date,Time,SWC.right,SWC.left,PAR.up,PAR.left,PAR.right,ST,Air.T,RH,V,SR.up,SR.left,SR.right,V
LM,control,6/11/2018,23:30,-0.0179,0.1114,1.2,1.2,1.2,65.916,43.716,38.2,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/11/2018,23:40,-0.0179,0.1114,1.2,1.2,1.2,65.574,40.438,42.5,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/11/2018,23:50,-0.0179,0.1107,1.2,1.2,1.2,65.273,39.031,44.6,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,0:00,-0.0179,0.1107,1.2,1.2,1.2,64.974,36.747,49.5,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,0:10,-0.0171,0.1107,1.2,1.2,1.2,64.674,36.891,49.6,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,0:20,-0.0179,0.1107,1.2,1.2,1.2,64.375,37.56,48.1,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,0:30,-0.0179,0.1107,1.2,1.2,1.2,64.074,37.416,48.4,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,0:40,-0.0179,0.1107,1.2,1.2,1.2,63.775,35.782,52,-0.1886,0.6,0.6,0.6,4.393
LM,control,6/12/2018,0:50,-0.0179,0.11,1.2,1.2,1.2,63.475,36.266,50.2,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,1:00,-0.0179,0.11,1.2,1.2,1.2,63.176,34.907,54.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,1:10,-0.0179,0.1092,1.2,1.2,1.2,62.919,34.615,54.6,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,1:20,-0.0179,0.1092,1.2,1.2,1.2,62.62,33.78,55.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,1:30,-0.0179,0.1092,1.2,1.2,1.2,62.319,33.928,55.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,1:40,-0.0171,0.1092,1.2,1.2,1.2,62.062,33.435,58.1,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,1:50,-0.0171,0.1092,1.2,1.2,1.2,61.761,34.516,57.6,-0.1835,0.6,0.6,0.6,4.4
LM,control,6/12/2018,2:00,-0.0171,0.1085,1.2,1.2,1.2,61.506,33.831,58.2,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,2:10,-0.0179,0.1085,1.2,1.2,1.2,61.248,34.272,56,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,2:20,-0.0171,0.1085,1.2,1.2,1.2,60.991,32.392,59.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,2:30,-0.0171,0.1085,1.2,1.2,1.2,60.733,31.743,61.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,2:40,-0.0171,0.1078,1.2,1.2,1.2,60.433,32.092,59.2,-0.1886,0.6,0.6,0.6,4.393
LM,control,6/12/2018,2:50,-0.0171,0.1078,1.2,1.2,1.2,60.217,31.791,60.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,3:00,-0.0171,0.1078,1.2,1.2,1.2,59.959,32.043,63.2,-0.1886,0.6,0.6,0.6,4.393
LM,control,6/12/2018,3:10,-0.0171,0.1078,1.2,1.2,1.2,59.745,32.542,62.9,-0.1886,0.6,0.6,0.6,4.393
LM,control,6/12/2018,3:20,-0.0171,0.1078,1.2,1.2,1.2,59.486,34.664,56,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,3:30,-0.0171,0.1071,1.2,1.2,1.2,59.229,33.78,54.8,-0.1835,0.6,0.6,0.6,4.387
LM,control,6/12/2018,3:40,-0.0171,0.1071,1.2,1.2,1.2,59.056,36.217,50.6,-0.1835,0.6,0.6,0.6,4.387
LM,control,6/12/2018,3:50,-0.0171,0.1071,1.2,1.2,1.2,58.798,32.94,59,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/12/2018,4:00,-0.0171,0.1071,1.2,1.2,1.2,58.582,34.075,57.5,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/12/2018,4:10,-0.0171,0.1071,1.2,1.2,1.2,58.368,31.491,62.1,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/12/2018,4:20,-0.0171,0.1071,1.2,1.2,1.2,58.152,31.188,62.2,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/12/2018,4:30,-0.0171,0.1063,1.2,1.2,1.2,57.936,31.39,60.3,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/12/2018,4:40,-0.0171,0.1063,1.2,1.2,1.2,57.679,30.479,62.7,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/12/2018,4:50,-0.0171,0.1063,1.2,1.2,1.2,57.506,29.97,67.1,-0.1886,0.6,0.6,0.6,4.381
LM,control,6/12/2018,5:00,-0.0171,0.1063,1.2,1.2,1.2,57.29,30.632,61.7,-0.1886,0.6,0.6,0.6,4.381
LM,control,6/12/2018,5:10,-0.0171,0.1071,1.2,1.2,1.2,57.074,29.662,66.6,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/12/2018,5:20,-0.0171,0.1063,1.2,1.2,1.2,56.901,29.764,65.1,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/12/2018,5:30,-0.0171,0.1063,1.2,1.2,1.2,56.685,30.682,64.4,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/12/2018,5:40,-0.0171,0.1063,8.7,1.2,1.2,56.469,28.476,72.8,-0.1835,3.1,0.6,0.6,4.381
LM,control,6/12/2018,5:50,-0.0171,0.1063,18.7,1.2,1.2,56.295,28.994,72.4,-0.1835,6.9,0.6,0.6,4.381
LM,control,6/12/2018,6:00,-0.0171,0.1063,33.7,1.2,1.2,56.122,29.97,68.7,-0.1886,11.9,0.6,0.6,4.381
LM,control,6/12/2018,6:10,-0.0171,0.1056,51.2,1.2,1.2,55.949,31.591,66.7,-0.1835,18.1,0.6,0.6,4.393
LM,control,6/12/2018,6:20,-0.0171,0.1056,71.2,1.2,1.2,55.733,30.733,68.7,-0.1835,24.4,0.6,0.6,4.418
LM,control,6/12/2018,6:30,-0.0171,0.1056,93.7,1.2,1.2,55.558,31.791,68.4,-0.1835,33.1,1.9,1.9,4.418
LM,control,6/12/2018,6:40,-0.0171,0.1063,281.2,6.2,8.7,55.429,37.989,61.3,-0.1835,185.6,16.9,23.1,4.418
LM,control,6/12/2018,6:50,-0.0171,0.1063,348.7,8.7,11.2,55.342,41.23,60.5,-0.1835,220.6,20.6,26.9,4.418
LM,control,6/12/2018,7:00,-0.0171,0.1056,416.2,11.2,13.7,55.256,43.579,55.5,-0.1835,255.6,24.4,29.4,4.406
LM,control,6/12/2018,7:10,-0.0171,0.1056,496.2,13.7,16.2,55.168,46.706,50.9,-0.1835,294.4,29.4,33.1,4.418
LM,control,6/12/2018,7:20,-0.0171,0.1063,568.7,16.2,18.7,55.168,47.467,52.5,-0.1835,330.6,33.1,36.9,4.406
LM,control,6/12/2018,7:30,-0.0171,0.1063,628.7,18.7,21.2,55.168,50.841,47.6,-0.1835,363.1,36.9,39.4,4.46
LM,control,6/12/2018,7:40,-0.0171,0.1071,693.7,21.2,23.7,55.168,52.335,44.6,-0.1835,394.4,40.6,41.9,4.406
LM,control,6/12/2018,7:50,-0.0179,0.1071,763.7,23.7,26.2,55.213,53.078,42.1,-0.1835,429.4,43.1,45.6,4.544
LM,control,6/12/2018,8:00,-0.0171,0.1063,821.2,26.2,28.7,55.256,54.082,40.3,-0.1835,458.1,46.9,48.1,4.418
LM,control,6/12/2018,8:10,-0.0171,0.1063,901.2,28.7,31.2,55.386,55.515,37.7,-0.1835,495.6,50.6,50.6,4.4
LM,control,6/12/2018,8:20,-0.0171,0.1063,971.2,31.2,33.7,55.515,54.952,39,-0.1835,529.4,53.1,53.1,4.418
LM,control,6/12/2018,8:30,-0.0179,0.1071,1048.7,33.7,36.2,55.69,57.85,35.5,-0.1835,564.4,55.6,56.9,4.4
LM,control,6/12/2018,8:40,-0.0171,0.1071,1113.7,36.2,38.7,55.863,59.572,30.5,-0.1835,596.9,59.4,59.4,4.448
LM,control,6/12/2018,8:50,-0.0171,0.1071,1181.2,38.7,41.2,56.079,60.517,28.8,-0.1835,628.1,61.9,60.6,4.412
LM,control,6/12/2018,9:00,-0.0171,0.1071,1241.2,41.2,41.2,56.34,62.577,27.9,-0.1835,658.1,65.6,63.1,4.4
LM,control,6/12/2018,9:10,-0.0171,0.1078,1313.7,43.7,43.7,56.642,64.161,24.7,-0.1835,691.9,68.1,65.6,4.418
LM,control,6/12/2018,9:20,-0.0171,0.1078,1376.2,46.2,46.2,56.944,66.6,25.4,-0.1835,724.4,70.6,68.1,4.406
LM,control,6/12/2018,9:30,-0.0164,0.1078,1423.7,48.7,48.7,57.29,66.643,24.9,-0.1835,748.1,73.1,69.4,4.393
LM,control,6/12/2018,9:40,-0.0164,0.1085,1486.2,51.2,51.2,57.636,67.885,23.1,-0.1835,774.4,74.4,70.6,4.418
LM,control,6/12/2018,9:50,-0.0164,0.1085,1543.7,51.2,51.2,58.066,69.085,24.3,-0.1835,803.1,76.9,73.1,4.4
LM,control,6/12/2018,10:00,-0.0164,0.1092,1591.2,53.7,53.7,58.455,70.416,21.5,-0.1835,826.9,78.1,74.4,4.393
LM,control,6/12/2018,10:10,-0.0164,0.1092,1631.2,56.2,53.7,58.928,71.231,20,-0.1835,849.4,80.6,75.6,4.418
LM,control,6/12/2018,10:20,-0.0157,0.1092,1678.7,58.7,56.2,59.401,70.502,21.8,-0.1835,873.1,81.9,76.9,4.406
LM,control,6/12/2018,10:30,-0.0157,0.1092,1738.7,58.7,58.7,59.873,72.48,22.5,-0.1835,901.9,83.1,78.1,4.393
LM,control,6/12/2018,10:40,-0.0157,0.11,1756.2,61.2,58.7,60.39,72.48,21.3,-0.1835,919.4,84.4,78.1,4.393
LM,control,6/12/2018,10:50,-0.0157,0.11,1796.2,61.2,61.2,60.948,73.17,23.9,-0.1835,943.1,84.4,79.4,4.418
LM,control,6/12/2018,11:00,-0.0164,0.1107,1821.2,63.7,61.2,61.506,74.813,20.5,-0.1835,966.9,85.6,79.4,4.393
LM,control,6/12/2018,11:10,-0.0157,0.1107,1856.2,63.7,61.2,62.105,75.637,24.2,-0.1835,989.4,86.9,79.4,4.393
LM,control,6/12/2018,11:20,-0.0142,0.1107,1891.2,63.7,63.7,62.704,76.899,23.6,-0.1835,1011.9,86.9,80.6,4.418
LM,control,6/12/2018,11:30,-0.015,0.1114,1933.7,66.2,63.7,63.347,77.117,21,-0.1835,1031.9,88.1,80.6,4.4
LM,control,6/12/2018,11:40,-0.0135,0.1121,1913.7,63.7,63.7,63.99,77.16,23.9,-0.1835,1033.1,86.9,80.6,4.393
LM,control,6/12/2018,11:50,-0.015,0.1121,1956.2,66.2,66.2,64.632,77.77,20.1,-0.1835,1054.4,88.1,80.6,4.442
LM,control,6/12/2018,12:00,-0.015,0.1129,1951.2,66.2,66.2,65.273,77.203,21.1,-0.1835,1051.9,86.9,79.4,4.418
LM,control,6/12/2018,12:10,-0.0142,0.1129,1998.7,66.2,68.7,65.959,77.945,17.7,-0.1886,1078.1,88.1,80.6,4.393
LM,control,6/12/2018,12:20,-0.0135,0.1129,2011.2,66.2,68.7,66.643,78.251,21.9,-0.1835,1080.6,88.1,80.6,4.393
LM,control,6/12/2018,12:30,-0.015,0.1136,2018.7,66.2,68.7,67.285,77.203,19.5,-0.1835,1085.6,88.1,80.6,4.43
LM,control,6/12/2018,12:40,-0.015,0.1143,2008.7,66.2,68.7,67.928,78.165,21,-0.1835,1080.6,86.9,80.6,4.4
LM,control,6/12/2018,12:50,-0.015,0.1143,2051.2,66.2,68.7,68.571,76.203,19.8,-0.1835,1099.4,88.1,81.9,4.393
LM,control,6/12/2018,13:00,-0.0142,0.1143,2018.7,66.2,68.7,69.213,75.898,18.8,-0.1835,1081.9,86.9,80.6,4.393
LM,control,6/12/2018,13:10,-0.015,0.115,1988.7,66.2,66.2,69.858,77.421,18.3,-0.1835,1063.1,85.6,78.1,4.418
LM,control,6/12/2018,13:20,-0.015,0.115,1988.7,63.7,66.2,70.459,79.304,19.8,-0.1835,1060.6,84.4,78.1,4.393
LM,control,6/12/2018,13:30,-0.015,0.115,1818.7,58.7,58.7,71.06,76.114,18.6,-0.1835,968.1,76.9,70.6,4.393
LM,control,6/12/2018,13:40,-0.015,0.1158,1951.2,61.2,63.7,71.62,78.514,19.3,-0.1835,1040.6,83.1,76.9,4.442
LM,control,6/12/2018,13:50,-0.0157,0.1158,1793.7,56.2,58.7,72.136,75.333,17.6,-0.1835,948.1,75.6,70.6,4.4
LM,control,6/12/2018,14:00,-0.0157,0.1158,1543.7,48.7,48.7,72.653,75.333,19.9,-0.1835,809.4,65.6,60.6,4.393
LM,control,6/12/2018,14:10,-0.015,0.1158,1548.7,48.7,48.7,73.126,74.77,17.4,-0.1835,809.4,64.4,61.9,4.393
LM,control,6/12/2018,14:20,-0.0128,0.1158,1628.7,48.7,51.2,73.602,77.072,19.5,-0.1835,846.9,66.9,64.4,4.418
LM,control,6/12/2018,14:30,-0.015,0.1165,1793.7,56.2,56.2,74.034,77.596,20.1,-0.1835,931.9,75.6,70.6,4.4
LM,control,6/12/2018,14:40,-0.0164,0.1165,1803.7,56.2,58.7,74.467,79.524,20.2,-0.1835,929.4,74.4,70.6,4.393
LM,control,6/12/2018,14:50,-0.0157,0.1172,1753.7,53.7,56.2,74.856,79.084,19,-0.1835,895.6,71.9,69.4,4.538
LM,control,6/12/2018,15:00,-0.0142,0.1165,1563.7,48.7,51.2,75.204,75.247,17.7,-0.1886,793.1,65.6,63.1,4.4
LM,control,6/12/2018,15:10,-0.0121,0.1172,1421.2,43.7,46.2,75.551,77.464,19.6,-0.1835,713.1,58.1,56.9,4.393
LM,control,6/12/2018,15:20,-0.0164,0.1172,1491.2,43.7,48.7,75.853,78.559,21,-0.1835,753.1,63.1,61.9,4.393
LM,control,6/12/2018,15:30,-0.0164,0.1172,1418.7,43.7,46.2,76.203,78.91,19.6,-0.1835,719.4,61.9,60.6,4.418
LM,control,6/12/2018,15:40,-0.0157,0.1172,1293.7,38.7,43.7,76.507,78.777,17.1,-0.1835,656.9,58.1,56.9,4.393
LM,control,6/12/2018,15:50,-0.0157,0.1172,1361.2,41.2,43.7,76.768,79.216,19.7,-0.1835,694.4,61.9,60.6,4.418
LM,control,6/12/2018,16:00,-0.0171,0.1172,966.2,28.7,31.2,76.986,76.419,19.2,-0.1835,491.9,45.6,44.4,4.418
LM,control,6/12/2018,16:10,-0.0171,0.1172,1036.2,31.2,33.7,77.16,74.034,20.7,-0.1835,534.4,49.4,48.1,4.4
LM,control,6/12/2018,16:20,-0.0171,0.1172,1138.7,36.2,38.7,77.292,75.029,21.2,-0.1835,583.1,54.4,53.1,4.393
LM,control,6/12/2018,16:30,-0.0171,0.1172,891.2,26.2,28.7,77.421,73.904,22,-0.1835,460.6,43.1,41.9,4.393
LM,control,6/12/2018,16:40,-0.0171,0.1165,901.2,28.7,28.7,77.464,74.12,21.8,-0.1835,465.6,44.4,43.1,4.418
LM,control,6/12/2018,16:50,-0.0171,0.1165,888.7,26.2,28.7,77.509,74.597,23.9,-0.1835,458.1,43.1,43.1,4.393
LM,control,6/12/2018,17:00,-0.0171,0.1165,1076.2,33.7,36.2,77.509,75.42,20.2,-0.1835,555.6,54.4,53.1,4.393
LM,control,6/12/2018,17:10,-0.0171,0.1165,793.7,23.7,26.2,77.464,75.029,22.9,-0.1835,410.6,39.4,39.4,4.43
LM,control,6/12/2018,17:20,-0.0171,0.1165,628.7,18.7,21.2,77.378,72.007,26,-0.1835,325.6,30.6,30.6,4.4
LM,control,6/12/2018,17:30,-0.0179,0.1158,616.2,18.7,18.7,77.292,70.673,22.2,-0.1835,320.6,30.6,29.4,4.393
LM,control,6/12/2018,17:40,-0.0179,0.1158,541.2,16.2,16.2,77.16,70.029,21.8,-0.1835,284.4,26.9,26.9,4.393
LM,control,6/12/2018,17:50,-0.0179,0.1158,523.7,16.2,16.2,77.029,70.329,25.8,-0.1835,276.9,26.9,25.6,4.418
LM,control,6/12/2018,18:00,-0.0179,0.1158,491.2,13.7,16.2,76.899,70.243,22.9,-0.1835,259.4,24.4,24.4,4.4
LM,control,6/12/2018,18:10,-0.0179,0.1158,473.7,13.7,16.2,76.725,71.19,22,-0.1886,250.6,23.1,24.4,4.4
LM,control,6/12/2018,18:20,-0.0179,0.115,456.2,13.7,13.7,76.507,71.017,19.9,-0.1835,240.6,23.1,23.1,4.393
LM,control,6/12/2018,18:30,-0.0179,0.115,471.2,13.7,16.2,76.289,71.274,23.3,-0.1835,246.9,23.1,24.4,4.418
LM,control,6/12/2018,18:40,-0.0179,0.115,381.2,11.2,11.2,76.071,71.317,26.5,-0.1835,200.6,18.1,19.4,4.4
LM,control,6/12/2018,18:50,-0.0179,0.1143,306.2,8.7,8.7,75.81,69.471,24.7,-0.1835,160.6,14.4,15.6,4.393
LM,control,6/12/2018,19:00,-0.0179,0.1143,251.2,6.2,6.2,75.594,66.344,32.4,-0.1835,131.9,11.9,11.9,4.393
LM,control,6/12/2018,19:10,-0.0179,0.1143,206.2,3.7,6.2,75.333,63.903,36.8,-0.1835,109.4,9.4,10.6,4.4
LM,control,6/12/2018,19:20,-0.0179,0.1136,188.7,3.7,6.2,75.074,63.475,36.8,-0.1835,100.6,8.1,9.4,4.4
LM,control,6/12/2018,19:30,-0.0179,0.1136,138.7,1.2,3.7,74.77,61.547,41.3,-0.1835,74.4,6.9,6.9,4.393
LM,control,6/12/2018,19:40,-0.0179,0.1129,111.2,1.2,3.7,74.511,59.702,41.3,-0.1835,59.4,4.4,5.6,4.4
LM,control,6/12/2018,19:50,-0.0186,0.1129,93.7,1.2,1.2,74.206,58.582,43.7,-0.1835,50.6,4.4,4.4,4.4
LM,control,6/12/2018,20:00,-0.0186,0.1129,73.7,1.2,1.2,73.904,57.463,47.9,-0.1835,41.9,3.1,3.1,4.4
LM,control,6/12/2018,20:10,-0.0186,0.1129,41.2,1.2,1.2,73.602,55.906,46,-0.1835,23.1,0.6,0.6,4.4
LM,control,6/12/2018,20:20,-0.0186,0.1121,23.7,1.2,1.2,73.256,53.078,50.7,-0.1835,14.4,0.6,0.6,4.4
LM,control,6/12/2018,20:30,-0.0186,0.1121,8.7,1.2,1.2,72.955,51.984,51,-0.1835,4.4,0.6,0.6,4.4
LM,control,6/12/2018,20:40,-0.0186,0.1121,3.7,1.2,1.2,72.61,51.105,51.2,-0.1835,1.9,0.6,0.6,4.4
LM,control,6/12/2018,20:50,-0.0186,0.1114,1.2,1.2,1.2,72.264,49.073,54,-0.1835,0.6,0.6,0.6,4.4
LM,control,6/12/2018,21:00,-0.0186,0.1107,1.2,1.2,1.2,71.92,48.895,52,-0.1835,0.6,0.6,0.6,4.43
LM,control,6/12/2018,21:10,-0.0186,0.1107,1.2,1.2,1.2,71.533,47.959,57.3,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,21:20,-0.0186,0.1107,1.2,1.2,1.2,71.146,46.571,55.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,21:30,-0.0186,0.1107,1.2,1.2,1.2,70.803,46.526,56.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,21:40,-0.0186,0.11,1.2,1.2,1.2,70.416,44.719,58.6,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,21:50,-0.0186,0.11,1.2,1.2,1.2,70.029,45.262,57.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,22:00,-0.0186,0.11,1.2,1.2,1.2,69.685,44.4,59.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,22:10,-0.0186,0.11,1.2,1.2,1.2,69.343,43.488,59.1,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,22:20,-0.0186,0.1092,1.2,1.2,1.2,68.999,43.99,56.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,22:30,-0.0186,0.1092,1.2,1.2,1.2,68.614,44.901,54,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,22:40,-0.0193,0.1092,1.2,1.2,1.2,68.27,43.99,57.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,22:50,-0.0186,0.1092,1.2,1.2,1.2,67.928,44.173,58.2,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,23:00,-0.0186,0.1092,1.2,1.2,1.2,67.586,43.443,56.4,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,23:10,-0.0193,0.1085,1.2,1.2,1.2,67.242,40.998,64.1,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,23:20,-0.0186,0.1085,1.2,1.2,1.2,66.943,40.858,61.3,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,23:30,-0.0186,0.1085,1.2,1.2,1.2,66.6,39.83,61.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,23:40,-0.0186,0.1085,1.2,1.2,1.2,66.258,39.22,65.4,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/12/2018,23:50,-0.0186,0.1078,1.2,1.2,1.2,65.959,41.043,59.3,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/13/2018,0:00,-0.0193,0.1078,1.2,1.2,1.2,65.658,38.842,67.5,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/13/2018,0:10,-0.0193,0.1078,1.2,1.2,1.2,65.359,39.596,61.3,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/13/2018,0:20,-0.0193,0.1078,1.2,1.2,1.2,65.059,38.415,64.1,-0.1886,0.6,0.6,0.6,4.393
LM,control,6/13/2018,0:30,-0.0193,0.1071,1.2,1.2,1.2,64.76,37.751,67.1,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/13/2018,0:40,-0.0193,0.1071,1.2,1.2,1.2,64.459,37.513,65.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/13/2018,0:50,-0.0193,0.1071,1.2,1.2,1.2,64.204,36.169,69.2,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/13/2018,1:00,-0.02,0.1071,1.2,1.2,1.2,63.903,36.217,69.7,-0.1835,0.6,0.6,0.6,4.418
LM,control,6/13/2018,1:10,-0.0193,0.1063,1.2,1.2,1.2,63.604,37.179,68.4,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/13/2018,1:20,-0.0193,0.1063,1.2,1.2,1.2,63.347,39.031,64.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/13/2018,1:30,-0.0193,0.1071,1.2,1.2,1.2,63.09,38.464,65.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/13/2018,1:40,-0.0193,0.1063,1.2,1.2,1.2,62.834,38.557,66.2,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/13/2018,1:50,-0.0193,0.1063,1.2,1.2,1.2,62.577,37.274,67.6,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/13/2018,2:00,-0.0193,0.1056,1.2,1.2,1.2,62.319,38.889,64.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/13/2018,2:10,-0.0193,0.1056,1.2,1.2,1.2,62.062,35.685,73.1,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/13/2018,2:20,-0.0193,0.1056,1.2,1.2,1.2,61.804,37.465,67.1,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/13/2018,2:30,-0.0193,0.1056,1.2,1.2,1.2,61.547,38.179,65.5,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/13/2018,2:40,-0.0193,0.1056,1.2,1.2,1.2,61.333,38.795,63.5,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/13/2018,2:50,-0.0193,0.1056,1.2,1.2,1.2,61.119,38.131,62.1,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/13/2018,3:00,-0.0193,0.1056,1.2,1.2,1.2,60.861,35.055,70.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/13/2018,3:10,-0.0193,0.1049,1.2,1.2,1.2,60.647,33.138,73,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/13/2018,3:20,-0.0193,0.1049,1.2,1.2,1.2,60.433,33.681,74.3,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/13/2018,3:30,-0.0193,0.1049,1.2,1.2,1.2,60.174,35.103,71,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/13/2018,3:40,-0.0193,0.1042,1.2,1.2,1.2,59.959,34.075,74.4,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/13/2018,3:50,-0.0193,0.1042,1.2,1.2,1.2,59.745,34.957,72,-0.1835,0.6,0.6,0.6,4.387
LM,control,6/13/2018,4:00,-0.0193,0.1049,1.2,1.2,1.2,59.529,35.103,70.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,6/13/2018,4:10,-0.0193,0.1042,1.2,1.2,1.2,59.315,35.103,72.9,-0.1886,0.6,0.6,0.6,4.381
LM,control,6/13/2018,4:20,-0.0193,0.1042,1.2,1.2,1.2,59.099,32.542,77.2,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/13/2018,4:30,-0.0193,0.1042,1.2,1.2,1.2,58.885,32.891,75.2,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/13/2018,4:40,-0.0193,0.1042,1.2,1.2,1.2,58.712,33.584,76.8,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/13/2018,4:50,-0.0193,0.1042,1.2,1.2,1.2,58.498,34.713,74.3,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/13/2018,5:00,-0.0193,0.1034,1.2,1.2,1.2,58.282,34.858,72.4,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/13/2018,5:10,-0.0193,0.1034,1.2,1.2,1.2,58.109,35.685,70.5,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/13/2018,5:20,-0.0186,0.1034,1.2,1.2,1.2,57.893,35.83,71.5,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/13/2018,5:30,-0.0193,0.1034,1.2,1.2,1.2,57.679,34.664,74.4,-0.1835,0.6,0.6,0.6,4.381
LM,control,6/13/2018,5:40,-0.0193,0.1034,8.7,1.2,1.2,57.506,35.589,71.7,-0.1835,4.4,0.6,0.6,4.381
LM,control,6/13/2018,5:50,-0.0193,0.1034,23.7,1.2,1.2,57.333,34.272,73.4,-0.1886,9.4,0.6,0.6,4.381
LM,control,6/13/2018,6:00,-0.0193,0.1034,36.2,1.2,1.2,57.16,35.83,71,-0.1835,13.1,0.6,0.6,4.381
