Plot Title: 9735540_SM_LSA_B1_ctrl,,,,,,,,,,,,,,,
#,,"Date Time, GMT-06:00","Water Content, m³/m³ (LGR S/N: 9735540, SEN S/N: 2012372, LBL: LSA_B1R)","Temp, °F (LGR S/N: 9735540, SEN S/N: 9680600, LBL: LSA_B1)","PAR, uE (LGR S/N: 9735540, SEN S/N: 9700883, LBL: LSA_B1R)","PAR, uE (LGR S/N: 9735540, SEN S/N: 9700893, LBL: LSA_B1L)","PAR, uE (LGR S/N: 9735551, SEN S/N: 9700882)","Temp, °F (LGR S/N: 9735540, SEN S/N: 9721335, LBL: LSA_B1L )","RH, % (LGR S/N: 9735540, SEN S/N: 9721335, LBL: LSA_B1L)","Voltage, V (LGR S/N: 9735540, SEN S/N: 9725488)","Current, mA (LGR S/N: 9735540, SEN S/N: 9725488)","Solar Radiation, W/m² (LGR S/N: 9735540, SEN S/N: 9734398, LBL: LSA_B1L)","Solar Radiation, W/m² (LGR S/N: 9735540, SEN S/N: 9734403, LBL: LSA_B1L)","Solar Radiation, W/m² (LGR S/N: 9735540, SEN S/N: 9734407, LBL: LSA_B1R)","Water Content, m³/m³ (LGR S/N: 9735540, SEN S/N: 10769153, LBL: LSA_B1R)"
Site,Treatment,Date.Time,SWC.right,ST,PAR.right,PAR.left,PAR.up,Air.T,RH,,,SR.left,SR.up,SR.right,SWC.between
LSA,control,6/29/2019 20:59,0.1042,62.105,-888.9,1.2,913.7,48.227,76.9,-0.1427,0,0.6,0.6,0.6,0.0584
LSA,control,6/29/2019 21:09,0.1042,61.72,-888.9,1.2,396.2,47.377,79.2,-0.1427,0,0.6,0.6,0.6,0.0584
LSA,control,6/29/2019 21:19,0.1042,61.333,-888.9,1.2,763.7,47.244,78.5,-0.1427,0,0.6,0.6,0.6,0.0584
LSA,control,6/29/2019 21:29,0.1042,60.904,-888.9,1.2,301.2,46.751,82.6,-0.1478,0,0.6,0.6,0.6,0.0577
LSA,control,6/29/2019 21:39,0.1042,60.561,-888.9,1.2,373.7,47.064,78.5,-0.1478,0,0.6,0.6,0.6,0.0584
LSA,control,6/29/2019 21:49,0.1042,60.174,-888.9,1.2,401.2,45.489,82.5,-0.1478,0,0.6,0.6,0.6,0.0584
LSA,control,6/29/2019 21:59,0.1042,59.83,-888.9,1.2,301.2,47.019,78.1,-0.1478,0,0.6,0.6,0.6,0.0584
LSA,control,6/29/2019 22:09,0.1042,59.486,-888.9,1.2,371.2,44.674,83.4,-0.1478,0,0.6,0.6,0.6,0.0584
LSA,control,6/29/2019 22:19,0.1042,59.142,-888.9,1.2,411.2,44.946,82.3,-0.1529,0,0.6,0.6,0.6,0.0577
LSA,control,6/29/2019 22:29,0.1042,58.798,-888.9,1.2,276.2,43.945,84.6,-0.1529,0,0.6,0.6,0.6,0.0584
LSA,control,6/29/2019 22:39,0.1034,58.455,-888.9,1.2,378.7,44.4,82.6,-0.1529,0,0.6,0.6,0.6,0.0584
LSA,control,6/29/2019 22:49,0.1042,58.109,-888.9,1.2,231.2,42.247,87.1,-0.1529,0,0.6,0.6,0.6,0.0577
LSA,control,6/29/2019 22:59,0.1034,57.765,-888.9,1.2,253.7,42.755,86.1,-0.158,0,0.6,0.6,0.6,0.0584
LSA,control,6/29/2019 23:09,0.1042,57.463,-888.9,1.2,208.7,42.57,86.2,-0.158,0,0.6,0.6,0.6,0.0584
LSA,control,6/29/2019 23:19,0.1042,57.16,-888.9,1.2,243.7,42.017,86.6,-0.158,0,0.6,0.6,0.6,0.0584
LSA,control,6/29/2019 23:29,0.1042,56.858,-888.9,1.2,511.2,42.892,85.2,-0.158,0,0.6,0.6,0.6,0.0584
LSA,control,6/29/2019 23:39,0.1042,56.556,-888.9,1.2,146.2,42.247,87,-0.158,0,0.6,0.6,0.6,0.0584
LSA,control,6/29/2019 23:49,0.1042,56.251,-888.9,1.2,121.2,42.8,86.4,-0.158,0,0.6,0.6,0.6,0.0584
LSA,control,6/29/2019 23:59,0.1042,55.992,-888.9,1.2,123.7,44.082,83.9,-0.158,0,0.6,0.6,0.6,0.0584
LSA,control,6/30/2019 0:09,0.1042,55.733,-888.9,1.2,53.7,44.856,81.8,-0.158,0,0.6,0.6,0.6,0.0584
LSA,control,6/30/2019 0:19,0.1042,55.515,-888.9,1.2,36.2,44.492,84.1,-0.158,0,0.6,0.6,0.6,0.0584
LSA,control,6/30/2019 0:29,0.1042,55.342,-888.9,1.2,21.2,45.579,83.6,-0.158,0,0.6,0.6,0.6,0.0584
LSA,control,6/30/2019 0:39,0.1034,55.168,-888.9,1.2,11.2,46.166,81.4,-0.1529,0,0.6,0.6,0.6,0.0584
LSA,control,6/30/2019 0:49,0.1042,54.995,-888.9,1.2,3.7,45.262,84.1,-0.1529,0,0.6,0.6,0.6,0.0584
LSA,control,6/30/2019 0:59,0.1042,54.865,-888.9,1.2,1.2,46.211,82.2,-0.1529,0,0.6,0.6,0.6,0.0584
LSA,control,6/30/2019 1:09,0.1042,54.734,-888.9,1.2,1.2,45.444,84.3,-0.1529,0,0.6,0.6,0.6,0.0584
LSA,control,6/30/2019 1:19,0.1034,54.604,-888.9,1.2,1.2,45.941,83.5,-0.1529,0,0.6,0.6,0.6,0.0584
LSA,control,6/30/2019 1:29,0.1042,54.473,-888.9,1.2,1.2,45.669,83.9,-0.1529,0,0.6,0.6,0.6,0.0584
LSA,control,6/30/2019 1:39,0.1034,54.343,-888.9,1.2,1.2,45.354,84.4,-0.1529,0,0.6,0.6,0.6,0.0584
LSA,control,6/30/2019 1:49,0.1034,54.212,-888.9,1.2,1.2,45.217,84.4,-0.1529,0,0.6,0.6,0.6,0.0584
LSA,control,6/30/2019 1:59,0.1034,54.082,-888.9,1.2,1.2,43.214,87.2,-0.1529,0,0.6,0.6,0.6,0.0584
LSA,control,6/30/2019 2:09,0.1034,53.908,-888.9,1.2,1.2,43.122,87,-0.158,0,0.6,0.6,0.6,0.0584
LSA,control,6/30/2019 2:19,0.1034,53.733,-888.9,1.2,1.2,41.832,88.8,-0.158,0,0.6,0.6,0.6,0.0584
LSA,control,6/30/2019 2:29,0.1042,53.559,-888.9,1.2,1.2,41.878,89.1,-0.158,0,0.6,0.6,0.6,0.0584
LSA,control,6/30/2019 2:39,0.1034,53.384,-888.9,1.2,1.2,40.392,90.6,-0.1631,0,0.6,0.6,0.6,0.0584
LSA,control,6/30/2019 2:49,0.1042,53.209,-888.9,1.2,1.2,41.043,91.2,-0.1631,0,0.6,0.6,0.6,0.0584
LSA,control,6/30/2019 2:59,0.1042,52.992,-888.9,1.2,1.2,40.532,91.3,-0.1631,0,0.6,0.6,0.6,0.0584
LSA,control,6/30/2019 3:09,0.1042,52.817,-888.9,1.2,1.2,40.858,91.5,-0.1631,0,0.6,0.6,0.6,0.0591
LSA,control,6/30/2019 3:19,0.1042,52.641,-888.9,1.2,1.2,41.23,91.2,-0.1631,0,0.6,0.6,0.6,0.0591
LSA,control,6/30/2019 3:29,0.1034,52.466,-888.9,1.2,1.2,41.925,90,-0.1631,0,0.6,0.6,0.6,0.0584
LSA,control,6/30/2019 3:39,0.1034,52.291,-888.9,1.2,1.2,42.109,89,-0.1631,0,0.6,0.6,0.6,0.0591
LSA,control,6/30/2019 3:49,0.1034,52.16,-888.9,1.2,1.2,42.939,89.6,-0.1631,0,0.6,0.6,0.6,0.0584
LSA,control,6/30/2019 3:59,0.1042,52.029,-888.9,1.2,1.2,43.488,87.8,-0.1631,0,0.6,0.6,0.6,0.0584
LSA,control,6/30/2019 4:09,0.1034,51.895,-888.9,1.2,1.2,41.925,89.6,-0.1631,0,0.6,0.6,0.6,0.0584
LSA,control,6/30/2019 4:19,0.1034,51.764,-888.9,1.2,1.2,40.719,92.1,-0.1631,0,0.6,0.6,0.6,0.0584
LSA,control,6/30/2019 4:29,0.1034,51.633,-888.9,1.2,1.2,40.998,91.4,-0.1631,0,0.6,0.6,0.6,0.0584
LSA,control,6/30/2019 4:39,0.1034,51.458,-888.9,1.2,1.2,40.719,92.3,-0.1631,0,0.6,0.6,0.6,0.0598
LSA,control,6/30/2019 4:49,0.1034,51.325,-888.9,1.2,1.2,39.877,93.1,-0.1631,0,0.6,0.6,0.6,0.0584
LSA,control,6/30/2019 4:59,0.1034,51.148,-888.9,1.2,1.2,40.532,91.9,-0.1682,0,0.6,0.6,0.6,0.0584
LSA,control,6/30/2019 5:09,0.1034,51.017,-888.9,1.2,1.2,41.043,91.4,-0.1682,0,0.6,0.6,0.6,0.0584
LSA,control,6/30/2019 5:19,0.1034,50.841,-888.9,1.2,1.2,39.924,92.7,-0.1682,0,0.6,0.6,0.6,0.0584
LSA,control,6/30/2019 5:29,0.1034,50.709,-888.9,1.2,1.2,39.267,94.7,-0.1682,0,0.6,0.6,0.6,0.0584
LSA,control,6/30/2019 5:39,0.1034,50.576,-888.9,1.2,1.2,39.924,93.9,-0.1682,0,0.6,0.6,0.6,0.0584
LSA,control,6/30/2019 5:49,0.1027,50.445,-888.9,1.2,1.2,39.83,93.7,-0.1682,0,0.6,4.4,0.6,0.0584
LSA,control,6/30/2019 5:59,0.1034,50.268,-888.9,1.2,1.2,39.502,93.6,-0.1682,0,0.6,6.9,0.6,0.0591
LSA,control,6/30/2019 6:09,0.1034,50.18,-888.9,1.2,1.2,40.858,93.6,-0.1682,0,0.6,13.1,0.6,0.0584
LSA,control,6/30/2019 6:19,0.1034,50.047,-888.9,1.2,1.2,40.998,92.9,-0.1682,0,1.9,21.9,1.9,0.0584
LSA,control,6/30/2019 6:29,0.1034,49.959,-888.9,1.2,1.2,41.787,91.9,-0.1682,0,1.9,20.6,1.9,0.0584
LSA,control,6/30/2019 6:39,0.1034,49.914,-888.9,1.2,1.2,41.23,93,-0.1631,0,1.9,24.4,1.9,0.0584
LSA,control,6/30/2019 6:49,0.1034,49.825,-888.9,1.2,1.2,42.525,91.7,-0.1631,0,5.6,46.9,4.4,0.0584
LSA,control,6/30/2019 6:59,0.1034,49.782,-888.9,3.7,1.2,44.537,89.9,-0.1631,0,11.9,98.1,11.9,0.0584
LSA,control,6/30/2019 7:09,0.1034,49.782,-888.9,6.2,1.2,47.691,85,-0.1631,0,15.6,114.4,14.4,0.0584
LSA,control,6/30/2019 7:19,0.1034,49.87,-888.9,6.2,1.2,48.85,86,-0.158,0,14.4,110.6,13.1,0.0584
LSA,control,6/30/2019 7:29,0.1034,50.002,-888.9,6.2,1.2,50.841,85.1,-0.158,0,14.4,118.1,13.1,0.0584
LSA,control,6/30/2019 7:39,0.1027,50.135,-888.9,6.2,1.2,51.062,85.4,-0.1529,0,14.4,118.1,14.4,0.0584
LSA,control,6/30/2019 7:49,0.1034,50.356,-888.9,6.2,1.2,52.291,86.8,-0.1478,0,14.4,113.1,13.1,0.0584
LSA,control,6/30/2019 7:59,0.1034,50.533,-888.9,3.7,1.2,50.886,86.8,-0.1478,0,11.9,103.1,11.9,0.0584
LSA,control,6/30/2019 8:09,0.1027,50.709,-888.9,3.7,1.2,50.533,83.4,-0.1478,0,10.6,95.6,10.6,0.0584
LSA,control,6/30/2019 8:19,0.1027,50.841,-888.9,6.2,1.2,50.752,85,-0.1478,0,13.1,105.6,11.9,0.0584
LSA,control,6/30/2019 8:29,0.1027,51.017,-888.9,6.2,1.2,51.809,84.7,-0.1478,0,15.6,124.4,14.4,0.0584
LSA,control,6/30/2019 8:39,0.1027,51.148,-888.9,8.7,1.2,52.072,84.1,-0.1478,0,19.4,140.6,16.9,0.0584
LSA,control,6/30/2019 8:49,0.1027,51.37,-888.9,33.7,1.2,59.185,77.4,-0.1478,0,78.1,460.6,69.4,0.0584
LSA,control,6/30/2019 8:59,0.1027,51.764,-888.9,18.7,1.2,66,64.5,-0.1376,0,43.1,279.4,38.1,0.0584
LSA,control,6/30/2019 9:09,0.1027,52.16,-888.9,21.2,1.2,62.533,67.2,-0.1325,0,45.6,288.1,40.6,0.0584
LSA,control,6/30/2019 9:19,0.1027,52.686,-888.9,46.2,1.2,68.527,60.3,-0.1274,0,101.9,626.9,91.9,0.0584
LSA,control,6/30/2019 9:29,0.102,53.427,-888.9,41.2,1.2,74.12,53.1,-0.1172,0,88.1,593.1,80.6,0.0577
LSA,control,6/30/2019 9:39,0.102,54.126,-888.9,21.2,1.2,66.258,57.8,-0.1019,0,43.1,306.9,39.4,0.0569
LSA,control,6/30/2019 9:49,0.102,54.648,-888.9,23.7,6.2,64.033,69.1,-0.1019,0,50.6,351.9,46.9,0.0569
LSA,control,6/30/2019 9:59,0.102,55.256,-888.9,16.2,16.2,69.042,59.1,-0.107,0,31.9,230.6,29.4,0.0569
LSA,control,6/30/2019 10:09,0.1012,55.819,-888.9,51.2,26.2,77.378,50.6,-0.107,0,104.4,744.4,96.9,0.0569
LSA,control,6/30/2019 10:19,0.1012,56.426,-888.9,26.2,38.7,76.203,52,-0.1019,0,51.9,386.9,46.9,0.0569
LSA,control,6/30/2019 10:29,0.1012,56.944,-888.9,46.2,46.2,71.92,51.8,-0.1019,0,88.1,659.4,80.6,0.0562
LSA,control,6/30/2019 10:39,0.1012,57.592,-888.9,56.2,53.7,77.378,44.8,-0.1019,0,108.1,833.1,100.6,0.0562
LSA,control,6/30/2019 10:49,0.1005,58.282,-888.9,28.7,58.7,75.333,50.5,-0.0968,0,54.4,438.1,49.4,0.0562
LSA,control,6/30/2019 10:59,0.1005,58.798,-888.9,46.2,66.2,68.056,46.6,-0.1019,0,84.4,650.6,76.9,0.0555
LSA,control,6/30/2019 11:09,0.1005,59.401,-888.9,58.7,71.2,73.04,44,-0.107,0,106.9,856.9,99.4,0.0555
LSA,control,6/30/2019 11:19,0.1005,60.174,-888.9,61.2,73.7,78.033,42.4,-0.1019,0,106.9,885.6,100.6,0.0555
LSA,control,6/30/2019 11:29,0.1005,60.904,-888.9,66.2,78.7,76.246,44.7,-0.0968,0,114.4,961.9,108.1,0.0555
LSA,control,6/30/2019 11:39,0.1012,61.761,-888.9,71.2,83.7,79.392,39.8,-0.0968,0,128.1,1105.6,120.6,0.0562
LSA,control,6/30/2019 11:49,0.0998,62.447,-888.9,16.2,88.7,70.63,43.9,-0.0968,0,33.1,283.1,30.6,0.0548
LSA,control,6/30/2019 11:59,0.0998,62.62,-888.9,66.2,96.2,67.971,49.7,-0.1121,0,118.1,1030.6,113.1,0.054
LSA,control,6/30/2019 12:09,0.1005,63.561,-888.9,66.2,101.2,74.25,42.3,-0.1121,0,114.4,1045.6,110.6,0.0555
LSA,control,6/30/2019 12:19,0.0991,64.418,-888.9,68.7,786.2,77.247,48,-0.107,0,118.1,1089.4,113.1,0.054
LSA,control,6/30/2019 12:29,0.0991,64.974,-888.9,13.7,863.7,68.828,44.6,-0.107,0,25.6,249.4,24.4,0.054
LSA,control,6/30/2019 12:39,0.0998,65.188,-888.9,23.7,963.7,69.042,46.6,-0.1121,0,43.1,404.4,41.9,0.0548
LSA,control,6/30/2019 12:49,0.0983,65.359,-888.9,33.7,1038.7,71.06,45.1,-0.1172,0,58.1,529.4,55.6,0.0533
LSA,control,6/30/2019 12:59,0.0983,65.916,-888.9,81.2,1078.7,76.246,43.4,-0.1121,0,140.6,1276.9,136.9,0.054
LSA,control,6/30/2019 13:09,0.0983,66.13,-888.9,13.7,1168.7,66.772,46.8,-0.1121,0,28.1,256.9,26.9,0.0533
LSA,control,6/30/2019 13:19,0.0976,65.959,-888.9,23.7,1248.7,64.288,51.5,-0.1172,0,45.6,409.4,44.4,0.0533
LSA,control,6/30/2019 13:29,0.0983,66.385,-888.9,78.7,1321.2,74.899,41,-0.1172,0,140.6,1276.9,136.9,0.0548
LSA,control,6/30/2019 13:39,0.0969,66.772,-888.9,23.7,1461.2,69.514,44.6,-0.1121,0,43.1,401.9,41.9,0.0533
LSA,control,6/30/2019 13:49,0.0969,67.199,-888.9,71.2,1476.2,72.826,43.1,-0.107,0,126.9,1244.4,124.4,0.0533
LSA,control,6/30/2019 13:59,0.0969,67.456,-888.9,73.7,1438.7,70.803,46.8,-0.107,0,130.6,1273.1,128.1,0.0533
LSA,control,6/30/2019 14:09,0.0962,67.885,-888.9,71.2,1566.2,72.136,46.1,-0.1121,0,129.4,1265.6,126.9,0.0533
LSA,control,6/30/2019 14:19,0.0962,68.313,-888.9,73.7,1333.7,73.342,43.1,-0.107,0,135.6,1276.9,133.1,0.0519
LSA,control,6/30/2019 14:29,0.0962,68.571,-888.9,36.2,1616.2,72.523,41.7,-0.1121,0,64.4,623.1,63.1,0.0519
LSA,control,6/30/2019 14:39,0.0954,68.913,-888.9,63.7,1836.2,74.597,41.5,-0.1121,0,113.1,1141.9,113.1,0.0519
LSA,control,6/30/2019 14:49,0.0947,69.17,-888.9,26.2,1221.2,73.17,40.4,-0.1172,0,46.9,481.9,45.6,0.0511
LSA,control,6/30/2019 14:59,0.0954,69.256,-888.9,61.2,1158.7,71.361,43.8,-0.1172,0,110.6,1138.1,110.6,0.0519
LSA,control,6/30/2019 15:09,0.0947,69.343,-888.9,16.2,1651.2,68.013,44.3,-0.1223,0,30.6,300.6,29.4,0.0519
LSA,control,6/30/2019 15:19,0.094,69.17,-888.9,33.7,1281.2,64.589,45.1,-0.1274,0,58.1,591.9,58.1,0.0504
LSA,control,6/30/2019 15:29,0.094,69.129,-888.9,53.7,1621.2,71.146,43,-0.1274,0,96.9,1000.6,99.4,0.0504
LSA,control,6/30/2019 15:39,0.094,69.17,-888.9,58.7,1961.2,72.437,45.1,-0.1172,0,110.6,1143.1,113.1,0.0511
LSA,control,6/30/2019 15:49,0.0933,69.3,-888.9,66.2,1483.7,71.577,46.5,-0.1172,0,124.4,1244.4,126.9,0.0504
LSA,control,6/30/2019 15:59,0.0925,69.685,-888.9,58.7,1791.2,75.942,35.9,-0.1121,0,111.9,1105.6,113.1,0.0497
LSA,control,6/30/2019 16:09,0.0925,69.771,-888.9,33.7,2018.7,72.437,38.7,-0.1121,0,68.1,653.1,68.1,0.0497
LSA,control,6/30/2019 16:19,0.0918,69.771,-888.9,33.7,2101.2,72.653,39.2,-0.1172,0,66.9,628.1,65.6,0.0497
LSA,control,6/30/2019 16:29,0.0918,69.942,-888.9,51.2,2111.2,77.378,39.6,-0.1121,0,103.1,1026.9,105.6,0.049
LSA,control,6/30/2019 16:39,0.0918,70.072,-888.9,23.7,2096.2,72.05,43.3,-0.1121,0,45.6,421.9,45.6,0.049
LSA,control,6/30/2019 16:49,0.0911,69.942,-888.9,11.2,2121.2,67.671,48.3,-0.1121,0,26.9,213.1,25.6,0.049
LSA,control,6/30/2019 16:59,0.0911,69.728,-888.9,3.7,2138.7,63.475,56.9,-0.1223,0,10.6,83.1,9.4,0.049
LSA,control,6/30/2019 17:09,0.0911,69.3,-888.9,1.2,2153.7,59.401,59.5,-0.1274,0,3.1,29.4,3.1,0.049
LSA,control,6/30/2019 17:19,0.0911,68.828,-888.9,1.2,2148.7,56.251,65.7,-0.1325,0,0.6,15.6,0.6,0.0497
LSA,control,6/30/2019 17:29,0.0904,68.27,-888.9,1.2,2161.2,51.282,88.4,-0.1427,0,1.9,26.9,1.9,0.0482
LSA,control,6/30/2019 17:39,0.0911,67.714,-888.9,1.2,2161.2,51.237,87.8,-0.1478,0,3.1,31.9,3.1,0.049
LSA,control,6/30/2019 17:49,0.0925,67.158,-888.9,1.2,2158.7,50.841,91.5,-0.1529,0,0.6,16.9,0.6,0.049
LSA,control,6/30/2019 17:59,0.0933,66.6,-888.9,1.2,2148.7,50.311,90.8,-0.1529,0,0.6,16.9,0.6,0.0504
LSA,control,6/30/2019 18:09,0.094,66.043,-888.9,1.2,2151.2,50.047,95.3,-0.1529,0,1.9,20.6,0.6,0.0497
LSA,control,6/30/2019 18:19,0.0933,65.53,-888.9,1.2,2138.7,49.516,94.4,-0.1529,0,1.9,24.4,1.9,0.0504
LSA,control,6/30/2019 18:29,0.0933,65.017,-888.9,1.2,2126.2,49.383,96,-0.1529,0,3.1,34.4,1.9,0.0504
LSA,control,6/30/2019 18:39,0.0933,64.546,-888.9,1.2,2106.2,50.135,94.6,-0.1529,0,4.4,43.1,3.1,0.0497
LSA,control,6/30/2019 18:49,0.0933,64.117,-888.9,1.2,2083.7,50.18,95.1,-0.1478,0,4.4,45.6,4.4,0.0504
LSA,control,6/30/2019 18:59,0.0925,63.689,-888.9,1.2,2063.7,49.87,96,-0.1478,0,3.1,35.6,3.1,0.0504
LSA,control,6/30/2019 19:09,0.0925,63.304,-888.9,1.2,2033.7,50.268,94.6,-0.1478,0,3.1,29.4,1.9,0.0497
LSA,control,6/30/2019 19:19,0.0925,62.962,-888.9,1.2,2003.7,50.445,94.6,-0.1427,0,4.4,35.6,3.1,0.0497
LSA,control,6/30/2019 19:29,0.0925,62.577,-888.9,1.2,1968.7,50.047,93.1,-0.1427,0,1.9,25.6,1.9,0.0497
LSA,control,6/30/2019 19:39,0.0933,62.276,-888.9,1.2,1933.7,49.914,94.5,-0.1427,0,3.1,31.9,1.9,0.0497
LSA,control,6/30/2019 19:49,0.0933,61.934,-888.9,1.2,1891.2,48.983,95.3,-0.1427,0,4.4,45.6,4.4,0.0504
LSA,control,6/30/2019 19:59,0.0925,61.633,-888.9,1.2,1858.7,49.692,95.7,-0.1427,0,1.9,18.1,1.9,0.0504
LSA,control,6/30/2019 20:09,0.0925,61.333,-888.9,1.2,1801.2,48.983,95.3,-0.1427,0,0.6,9.4,0.6,0.0504
LSA,control,6/30/2019 20:19,0.0925,61.075,-888.9,1.2,1756.2,48.717,96,-0.1478,0,0.6,3.1,0.6,0.0504
LSA,control,6/30/2019 20:29,0.094,60.775,-888.9,1.2,1721.2,48.36,96.9,-0.1478,0,0.6,0.6,0.6,0.0504
LSA,control,6/30/2019 20:39,0.0947,60.474,-888.9,1.2,1658.7,47.422,97.8,-0.1478,0,0.6,0.6,0.6,0.0511
LSA,control,6/30/2019 20:49,0.0947,60.174,-888.9,1.2,1578.7,47.647,98.2,-0.1478,0,0.6,0.6,0.6,0.0504
LSA,control,6/30/2019 20:59,0.094,59.916,-888.9,1.2,1566.2,47.557,98.2,-0.1478,0,0.6,0.6,0.6,0.0504
LSA,control,6/30/2019 21:09,0.094,59.616,-888.9,1.2,1493.7,47.512,98.1,-0.1478,0,0.6,0.6,0.6,0.0511
LSA,control,6/30/2019 21:19,0.0933,59.358,-888.9,1.2,1391.2,47.647,97.6,-0.1478,0,0.6,0.6,0.6,0.0511
LSA,control,6/30/2019 21:29,0.0933,59.056,-888.9,1.2,1386.2,48.493,96.3,-0.1478,0,0.6,0.6,0.6,0.0504
LSA,control,6/30/2019 21:39,0.0933,58.798,-888.9,1.2,1131.2,48.672,94.7,-0.1478,0,0.6,0.6,0.6,0.0504
LSA,control,6/30/2019 21:49,0.0969,58.498,-888.9,1.2,1126.2,46.481,98.2,-0.1478,0,0.6,0.6,0.6,0.0526
LSA,control,6/30/2019 21:59,0.0954,58.195,-888.9,1.2,846.2,46.256,99.3,-0.1478,0,0.6,0.6,0.6,0.0533
LSA,control,6/30/2019 22:09,0.0969,57.85,-888.9,1.2,903.7,45.986,99.6,-0.1631,0,0.6,0.6,0.6,0.0548
LSA,control,6/30/2019 22:19,0.0962,57.506,-888.9,1.2,451.2,45.307,99.4,-0.1529,0,0.6,0.6,0.6,0.054
LSA,control,6/30/2019 22:29,0.0954,57.074,-888.9,1.2,788.7,45.444,99.4,-0.1325,0,0.6,0.6,0.6,0.0548
LSA,control,6/30/2019 22:39,0.0954,56.728,-888.9,1.2,763.7,45.444,98,-0.1529,0,0.6,0.6,0.6,0.0548
LSA,control,6/30/2019 22:49,0.0947,56.383,-888.9,1.2,396.2,43.945,99.4,-0.1529,0,0.6,0.6,0.6,0.0548
LSA,control,6/30/2019 22:59,0.0947,56.079,-888.9,1.2,368.7,42.939,99.9,-0.158,0,0.6,0.6,0.6,0.0548
LSA,control,6/30/2019 23:09,0.0947,55.776,-888.9,1.2,498.7,42.8,100,-0.158,0,0.6,0.6,0.6,0.0548
LSA,control,6/30/2019 23:19,0.0947,55.558,-888.9,1.2,228.7,43.306,100,-0.158,0,0.6,0.6,0.6,0.0548
LSA,control,6/30/2019 23:29,0.0947,55.299,-888.9,1.2,378.7,43.488,100,-0.158,0,0.6,0.6,0.6,0.0548
LSA,control,6/30/2019 23:39,0.0947,55.081,-888.9,1.2,121.2,43.716,100,-0.158,0,0.6,0.6,0.6,0.0548
LSA,control,6/30/2019 23:49,0.0947,54.865,-888.9,1.2,118.7,43.624,100,-0.158,0,0.6,0.6,0.6,0.0548
LSA,control,6/30/2019 23:59,0.0947,54.691,-888.9,1.2,108.7,43.122,100,-0.158,0,0.6,0.6,0.6,0.0555
LSA,control,7/1/2019 0:09,0.0947,54.516,-888.9,1.2,81.2,43.534,100,-0.158,0,0.6,0.6,0.6,0.0548
LSA,control,7/1/2019 0:19,0.0947,54.387,-888.9,1.2,66.2,44.127,100,-0.1631,0,0.6,0.6,0.6,0.0548
LSA,control,7/1/2019 0:29,0.0947,54.255,-888.9,1.2,31.2,43.716,100,-0.1631,0,0.6,0.6,0.6,0.0548
LSA,control,7/1/2019 0:39,0.0947,54.082,-888.9,1.2,11.2,43.808,100,-0.1631,0,0.6,0.6,0.6,0.0548
LSA,control,7/1/2019 0:49,0.0947,53.951,-888.9,1.2,6.2,43.624,100,-0.1631,0,0.6,0.6,0.6,0.0548
LSA,control,7/1/2019 0:59,0.0947,53.82,-888.9,1.2,1.2,43.443,100,-0.1631,0,0.6,0.6,0.6,0.0548
LSA,control,7/1/2019 1:09,0.0947,53.645,-888.9,1.2,1.2,43.579,100,-0.1631,0,0.6,0.6,0.6,0.0555
LSA,control,7/1/2019 1:19,0.0947,53.515,-888.9,1.2,1.2,42.939,100,-0.1631,0,0.6,0.6,0.6,0.0548
LSA,control,7/1/2019 1:29,0.0947,53.384,-888.9,1.2,1.2,43.351,100,-0.1631,0,0.6,0.6,0.6,0.0555
LSA,control,7/1/2019 1:39,0.0947,53.209,-888.9,1.2,1.2,42.8,100,-0.1631,0,0.6,0.6,0.6,0.0555
LSA,control,7/1/2019 1:49,0.0947,53.078,-888.9,1.2,1.2,43.443,100,-0.1631,0,0.6,0.6,0.6,0.0555
LSA,control,7/1/2019 1:59,0.0947,52.947,-888.9,1.2,1.2,43.351,100,-0.1631,0,0.6,0.6,0.6,0.0555
LSA,control,7/1/2019 2:09,0.0947,52.817,-888.9,1.2,1.2,42.57,100,-0.1631,0,0.6,0.6,0.6,0.0548
LSA,control,7/1/2019 2:19,0.0954,52.641,-888.9,1.2,1.2,42.616,100,-0.1631,0,0.6,0.6,0.6,0.0548
LSA,control,7/1/2019 2:29,0.0954,52.509,-888.9,1.2,1.2,42.202,100,-0.1631,0,0.6,0.6,0.6,0.0548
LSA,control,7/1/2019 2:39,0.0947,52.378,-888.9,1.2,1.2,42.57,100,-0.1631,0,0.6,0.6,0.6,0.0548
LSA,control,7/1/2019 2:49,0.0947,52.246,-888.9,1.2,1.2,41.97,100,-0.1631,0,0.6,0.6,0.6,0.0548
LSA,control,7/1/2019 2:59,0.0947,52.115,-888.9,1.2,1.2,40.626,100,-0.1631,0,0.6,0.6,0.6,0.0555
LSA,control,7/1/2019 3:09,0.0947,51.984,-888.9,1.2,1.2,39.83,100,-0.1682,0,0.6,0.6,0.6,0.0555
LSA,control,7/1/2019 3:19,0.0947,51.809,-888.9,1.2,1.2,40.672,100,-0.1682,0,0.6,0.6,0.6,0.0555
LSA,control,7/1/2019 3:29,0.0947,51.633,-888.9,1.2,1.2,39.267,100,-0.1682,0,0.6,0.6,0.6,0.0555
LSA,control,7/1/2019 3:39,0.0954,51.413,-888.9,1.2,1.2,40.158,100,-0.1682,0,0.6,0.6,0.6,0.0555
