Plot Title: 9735551_SM_LSA_B2_trmt,,,,,,,,,,,,,,,
#,,"Date Time, GMT-06:00","PAR, uE (LGR S/N: 9735551, SEN S/N: 9700882)","PAR, uE (LGR S/N: 9735551, SEN S/N: 9700889)","PAR, uE (LGR S/N: 9735551, SEN S/N: 9700899)","Temp, °F (LGR S/N: 9735551, SEN S/N: 9719154)","Temp, °F (LGR S/N: 9735551, SEN S/N: 9721332)","RH, % (LGR S/N: 9735551, SEN S/N: 9721332)","Voltage, V (LGR S/N: 9735551, SEN S/N: 9725502)","Solar Radiation, W/m² (LGR S/N: 9735551, SEN S/N: 9734411)","Solar Radiation, W/m² (LGR S/N: 9735551, SEN S/N: 9734415)","Solar Radiation, W/m² (LGR S/N: 9735551, SEN S/N: 9734419)","Water Content, m³/m³ (LGR S/N: 9735551, SEN S/N: 10769151)","Water Content, m³/m³ (LGR S/N: 9735551, SEN S/N: 10769152)","Batt, V (LGR S/N: 9735551)"
Site,Treatment,Date.Time,PAR.up,PAR.right,PAR.left,ST.between,Air.T,RH,,SR.up,SR.right,SR.left,SWC.between,SWC.between,
LSA,early,6/8/2019 16:40,503.7,13.7,13.7,61.59,49.073,58.2,-0.1886,229.4,13.1,15.6,0.1848,0.1819,4.363
LSA,early,6/8/2019 16:50,913.7,21.2,21.2,61.075,50.445,62.3,-0.1886,436.9,23.1,25.6,0.1848,0.1819,4.381
LSA,early,6/8/2019 17:00,396.2,8.7,11.2,60.517,50.974,59,-0.1886,176.9,9.4,10.6,0.1848,0.1819,4.393
LSA,early,6/8/2019 17:10,763.7,18.7,21.2,60.089,52.291,59.6,-0.1886,354.4,19.4,23.1,0.1848,0.1819,4.418
LSA,early,6/8/2019 17:20,301.2,6.2,6.2,59.83,48.583,61.3,-0.1835,130.6,6.9,8.1,0.184,0.1819,4.375
LSA,early,6/8/2019 17:30,373.7,8.7,8.7,59.572,49.204,63.5,-0.1886,168.1,9.4,10.6,0.184,0.1819,4.49
LSA,early,6/8/2019 17:40,401.2,8.7,11.2,59.229,48.227,63.1,-0.1886,183.1,10.6,11.9,0.184,0.1819,4.375
LSA,early,6/8/2019 17:50,301.2,6.2,6.2,58.798,47.377,62.2,-0.1886,133.1,6.9,8.1,0.184,0.1819,4.442
LSA,early,6/8/2019 18:00,371.2,8.7,8.7,58.325,51.501,53.5,-0.1886,169.4,9.4,10.6,0.184,0.1819,4.375
LSA,early,6/8/2019 18:10,411.2,8.7,8.7,57.722,49.428,58.9,-0.1835,190.6,10.6,11.9,0.1848,0.1819,4.363
LSA,early,6/8/2019 18:20,276.2,6.2,6.2,57.333,48.405,62.6,-0.1835,123.1,5.6,6.9,0.184,0.1819,4.375
LSA,early,6/8/2019 18:30,378.7,8.7,8.7,57.031,50.488,54.3,-0.1835,174.4,9.4,10.6,0.184,0.1819,4.363
LSA,early,6/8/2019 18:40,231.2,3.7,6.2,56.556,50.268,54.8,-0.1835,104.4,5.6,5.6,0.184,0.1819,4.4
LSA,early,6/8/2019 18:50,253.7,6.2,6.2,56.079,48.493,58.5,-0.1835,116.9,5.6,6.9,0.184,0.1819,4.363
LSA,early,6/8/2019 19:00,208.7,3.7,3.7,55.602,46.076,64.4,-0.1835,94.4,4.4,5.6,0.184,0.1819,4.381
LSA,early,6/8/2019 19:10,243.7,3.7,3.7,55.168,49.914,56.7,-0.1835,118.1,5.6,5.6,0.184,0.1819,4.363
LSA,early,6/8/2019 19:20,511.2,8.7,6.2,54.777,49.383,56.9,-0.1835,280.6,11.9,10.6,0.184,0.1819,4.381
LSA,early,6/8/2019 19:30,146.2,3.7,3.7,54.343,48.538,58.8,-0.1835,68.1,3.1,3.1,0.184,0.1819,4.363
LSA,early,6/8/2019 19:40,121.2,1.2,1.2,53.865,48.137,58.7,-0.1835,56.9,1.9,3.1,0.1833,0.1819,4.393
LSA,early,6/8/2019 19:50,123.7,1.2,1.2,53.427,46.974,60.2,-0.1886,60.6,3.1,3.1,0.1833,0.1819,4.369
LSA,early,6/8/2019 20:00,53.7,1.2,1.2,52.947,42.433,70.2,-0.1886,20.6,0.6,0.6,0.1833,0.1819,4.418
LSA,early,6/8/2019 20:10,36.2,1.2,1.2,52.466,40.998,72,-0.1886,13.1,0.6,0.6,0.1833,0.1819,4.393
LSA,early,6/8/2019 20:20,21.2,1.2,1.2,51.984,43.853,64.5,-0.1886,6.9,0.6,0.6,0.1833,0.1819,4.369
LSA,early,6/8/2019 20:30,11.2,1.2,1.2,51.413,41.601,69.9,-0.1886,4.4,0.6,0.6,0.1833,0.1819,4.363
LSA,early,6/8/2019 20:40,3.7,1.2,1.2,50.929,40.532,75.4,-0.1937,0.6,0.6,0.6,0.1833,0.1811,4.363
LSA,early,6/8/2019 20:50,1.2,1.2,1.2,50.445,38.415,79,-0.1937,0.6,0.6,0.6,0.1833,0.1811,4.363
LSA,early,6/8/2019 21:00,1.2,1.2,1.2,49.959,37.513,81.6,-0.1937,0.6,0.6,0.6,0.1826,0.1811,4.363
LSA,early,6/8/2019 21:10,1.2,1.2,1.2,49.471,39.078,78.1,-0.1937,0.6,0.6,0.6,0.1826,0.1811,4.363
LSA,early,6/8/2019 21:20,1.2,1.2,1.2,48.983,39.83,76.1,-0.1937,0.6,0.6,0.6,0.1826,0.1811,4.363
LSA,early,6/8/2019 21:30,1.2,1.2,1.2,48.583,37.893,80.2,-0.1937,0.6,0.6,0.6,0.1826,0.1811,4.363
LSA,early,6/8/2019 21:40,1.2,1.2,1.2,48.182,36.603,82,-0.1937,0.6,0.6,0.6,0.1826,0.1811,4.363
LSA,early,6/8/2019 21:50,1.2,1.2,1.2,47.781,37.846,80.4,-0.1937,0.6,0.6,0.6,0.1826,0.1811,4.363
LSA,early,6/8/2019 22:00,1.2,1.2,1.2,47.422,36.217,82.7,-0.1937,0.6,0.6,0.6,0.1826,0.1811,4.363
LSA,early,6/8/2019 22:10,1.2,1.2,1.2,47.019,36.651,83.2,-0.1937,0.6,0.6,0.6,0.1826,0.1804,4.351
LSA,early,6/8/2019 22:20,1.2,1.2,1.2,46.661,36.361,82.7,-0.1937,0.6,0.6,0.6,0.1826,0.1804,4.357
LSA,early,6/8/2019 22:30,1.2,1.2,1.2,46.301,35.638,83.6,-0.1937,0.6,0.6,0.6,0.1826,0.1804,4.351
LSA,early,6/8/2019 22:40,1.2,1.2,1.2,45.986,35.83,83.8,-0.1937,0.6,0.6,0.6,0.1819,0.1804,4.393
LSA,early,6/8/2019 22:50,1.2,1.2,1.2,45.624,34.174,87.2,-0.1937,0.6,0.6,0.6,0.1819,0.1797,4.351
LSA,early,6/8/2019 23:00,1.2,1.2,1.2,45.307,35.249,85.4,-0.1937,0.6,0.6,0.6,0.1819,0.1804,4.351
LSA,early,6/8/2019 23:10,1.2,1.2,1.2,44.991,34.075,87.9,-0.1937,0.6,0.6,0.6,0.1819,0.1797,4.351
LSA,early,6/8/2019 23:20,1.2,1.2,1.2,44.719,34.174,86.7,-0.1937,0.6,0.6,0.6,0.1819,0.1797,4.351
LSA,early,6/8/2019 23:30,1.2,1.2,1.2,44.445,34.761,86,-0.1937,0.6,0.6,0.6,0.1819,0.1797,4.351
LSA,early,6/8/2019 23:40,1.2,1.2,1.2,44.127,34.516,86.7,-0.1937,0.6,0.6,0.6,0.1819,0.1797,4.345
LSA,early,6/8/2019 23:50,1.2,1.2,1.2,43.853,34.075,86.5,-0.1937,0.6,0.6,0.6,0.1819,0.1797,4.345
LSA,early,6/9/2019 0:00,1.2,1.2,1.2,43.624,34.957,85.6,-0.1937,0.6,0.6,0.6,0.1811,0.1797,4.345
LSA,early,6/9/2019 0:10,1.2,1.2,1.2,43.351,35.2,85,-0.1937,0.6,0.6,0.6,0.1811,0.179,4.339
LSA,early,6/9/2019 0:20,1.2,1.2,1.2,43.075,33.188,88.2,-0.1937,0.6,0.6,0.6,0.1811,0.179,4.339
LSA,early,6/9/2019 0:30,1.2,1.2,1.2,42.847,33.879,87.1,-0.1937,0.6,0.6,0.6,0.1811,0.179,4.339
LSA,early,6/9/2019 0:40,1.2,1.2,1.2,42.616,35.006,84.8,-0.1937,0.6,0.6,0.6,0.1811,0.179,4.339
LSA,early,6/9/2019 0:50,1.2,1.2,1.2,42.386,34.272,86.3,-0.1937,0.6,0.6,0.6,0.1811,0.179,4.339
LSA,early,6/9/2019 1:00,1.2,1.2,1.2,42.156,33.978,86.7,-0.1937,0.6,0.6,0.6,0.1811,0.179,4.339
LSA,early,6/9/2019 1:10,1.2,1.2,1.2,41.925,34.371,85.5,-0.1937,0.6,0.6,0.6,0.1811,0.179,4.339
LSA,early,6/9/2019 1:20,1.2,1.2,1.2,41.693,33.879,87.3,-0.1937,0.6,0.6,0.6,0.1811,0.179,4.339
LSA,early,6/9/2019 1:30,1.2,1.2,1.2,41.508,32.542,88.2,-0.1937,0.6,0.6,0.6,0.1811,0.1782,4.363
LSA,early,6/9/2019 1:40,1.2,1.2,1.2,41.322,32.841,89.6,-0.1937,0.6,0.6,0.6,0.1811,0.1782,4.339
LSA,early,6/9/2019 1:50,1.2,1.2,1.2,41.137,32.193,89.5,-0.1937,0.6,0.6,0.6,0.1804,0.1782,4.339
LSA,early,6/9/2019 2:00,1.2,1.2,1.2,40.905,31.39,91.5,-0.1937,0.6,0.6,0.6,0.1804,0.1782,4.339
LSA,early,6/9/2019 2:10,1.2,1.2,1.2,40.672,32.193,90.8,-0.1937,0.6,0.6,0.6,0.1811,0.1782,4.339
LSA,early,6/9/2019 2:20,1.2,1.2,1.2,40.485,29.559,94.5,-0.1937,0.6,0.6,0.6,0.1811,0.1782,4.339
LSA,early,6/9/2019 2:30,1.2,1.2,1.2,40.251,31.44,92.3,-0.1937,0.6,0.6,0.6,0.1811,0.1782,4.339
LSA,early,6/9/2019 2:40,1.2,1.2,1.2,40.017,30.733,94.1,-0.1937,0.6,0.6,0.6,0.1804,0.1775,4.339
LSA,early,6/9/2019 2:50,1.2,1.2,1.2,39.83,31.491,90.9,-0.1937,0.6,0.6,0.6,0.1804,0.1775,4.339
LSA,early,6/9/2019 3:00,1.2,1.2,1.2,39.643,30.834,91.5,-0.1937,0.6,0.6,0.6,0.1797,0.1775,4.339
LSA,early,6/9/2019 3:10,1.2,1.2,1.2,39.454,30.376,91.4,-0.1937,0.6,0.6,0.6,0.1804,0.1775,4.339
LSA,early,6/9/2019 3:20,1.2,1.2,1.2,39.267,30.987,91.8,-0.1937,0.6,0.6,0.6,0.1797,0.1775,4.339
LSA,early,6/9/2019 3:30,1.2,1.2,1.2,39.078,29.817,93.3,-0.1937,0.6,0.6,0.6,0.1797,0.1775,4.339
LSA,early,6/9/2019 3:40,1.2,1.2,1.2,38.889,29.509,93.2,-0.1937,0.6,0.6,0.6,0.1797,0.1775,4.339
LSA,early,6/9/2019 3:50,1.2,1.2,1.2,38.7,29.509,94.6,-0.1937,0.6,0.6,0.6,0.1797,0.1775,4.339
LSA,early,6/9/2019 4:00,1.2,1.2,1.2,38.606,28.787,93.9,-0.1937,0.6,0.6,0.6,0.1797,0.1775,4.339
LSA,early,6/9/2019 4:10,1.2,1.2,1.2,38.464,28.891,95,-0.1937,0.6,0.6,0.6,0.1797,0.1775,4.339
LSA,early,6/9/2019 4:20,1.2,1.2,1.2,38.322,28.839,93.9,-0.1937,0.6,0.6,0.6,0.1797,0.1775,4.339
LSA,early,6/9/2019 4:30,1.2,1.2,1.2,38.179,28.008,95.9,-0.1937,0.6,0.6,0.6,0.1797,0.1768,4.339
LSA,early,6/9/2019 4:40,1.2,1.2,1.2,38.037,27.903,96,-0.1937,0.6,0.6,0.6,0.1797,0.1768,4.339
LSA,early,6/9/2019 4:50,1.2,1.2,1.2,37.942,28.164,96.6,-0.1988,0.6,0.6,0.6,0.1797,0.1768,4.339
LSA,early,6/9/2019 5:00,1.2,1.2,1.2,37.751,27.642,96.1,-0.1937,0.6,0.6,0.6,0.1797,0.1768,4.339
LSA,early,6/9/2019 5:10,1.2,1.2,1.2,37.656,27.223,95.9,-0.1937,0.6,0.6,0.6,0.1797,0.1768,4.339
LSA,early,6/9/2019 5:20,1.2,1.2,1.2,37.513,27.486,95,-0.1937,0.6,0.6,0.6,0.1797,0.1768,4.333
LSA,early,6/9/2019 5:30,1.2,1.2,1.2,37.369,27.327,96.5,-0.1988,0.6,0.6,0.6,0.1797,0.1768,4.351
LSA,early,6/9/2019 5:40,6.2,1.2,1.2,37.274,27.064,95.3,-0.1988,1.9,0.6,0.6,0.1797,0.1768,4.333
LSA,early,6/9/2019 5:50,16.2,1.2,1.2,37.179,27.171,96.7,-0.1988,4.4,0.6,0.6,0.179,0.1761,4.333
LSA,early,6/9/2019 6:00,26.2,1.2,1.2,37.081,27.223,95.8,-0.1988,8.1,0.6,0.6,0.1797,0.1761,4.333
LSA,early,6/9/2019 6:10,38.7,1.2,1.2,36.986,27.538,95.6,-0.1988,9.4,0.6,0.6,0.1797,0.1761,4.339
LSA,early,6/9/2019 6:20,46.2,1.2,1.2,36.891,27.275,96.5,-0.1988,11.9,0.6,0.6,0.179,0.1761,4.339
LSA,early,6/9/2019 6:30,53.7,1.2,1.2,36.795,27.433,94.9,-0.1988,13.1,0.6,0.6,0.179,0.1761,4.363
LSA,early,6/9/2019 6:40,58.7,1.2,1.2,36.698,26.854,96.6,-0.1988,15.6,0.6,0.6,0.179,0.1753,4.369
LSA,early,6/9/2019 6:50,66.2,1.2,1.2,36.603,26.854,98.6,-0.1988,16.9,0.6,0.6,0.179,0.1753,4.393
LSA,early,6/9/2019 7:00,71.2,1.2,1.2,36.505,27.433,96.9,-0.1988,19.4,0.6,0.6,0.1797,0.1761,4.418
LSA,early,6/9/2019 7:10,73.7,1.2,1.2,36.459,26.589,96.3,-0.1988,18.1,0.6,0.6,0.179,0.1753,4.375
LSA,early,6/9/2019 7:20,78.7,1.2,1.2,36.41,26.695,96.4,-0.1988,19.4,0.6,0.6,0.179,0.1753,4.393
LSA,early,6/9/2019 7:30,83.7,1.2,1.2,36.313,26.431,97.2,-0.1988,20.6,0.6,0.6,0.1782,0.1753,4.381
LSA,early,6/9/2019 7:40,88.7,1.2,1.2,36.266,26.431,96.4,-0.1988,23.1,0.6,0.6,0.179,0.1753,4.418
LSA,early,6/9/2019 7:50,96.2,1.2,1.2,36.217,26.271,96.5,-0.1988,26.9,0.6,0.6,0.1782,0.1753,4.381
LSA,early,6/9/2019 8:00,101.2,1.2,1.2,36.12,26.854,96.1,-0.1988,26.9,0.6,0.6,0.1797,0.1753,4.43
LSA,early,6/9/2019 8:10,786.2,21.2,28.7,36.169,32.443,87.4,-0.1988,384.4,28.1,41.9,0.179,0.1753,4.381
LSA,early,6/9/2019 8:20,863.7,21.2,31.2,36.603,38.464,74.1,-0.1937,423.1,29.4,44.4,0.1797,0.1753,4.4
LSA,early,6/9/2019 8:30,963.7,23.7,36.2,37.416,41.601,68.8,-0.1886,473.1,33.1,50.6,0.179,0.1746,4.369
LSA,early,6/9/2019 8:40,1038.7,26.2,41.2,38.557,45.851,62.9,-0.1835,509.4,34.4,54.4,0.179,0.1746,4.442
LSA,early,6/9/2019 8:50,1078.7,28.7,43.7,39.83,47.736,61.7,-0.1784,529.4,36.9,58.1,0.1797,0.1753,4.369
LSA,early,6/9/2019 9:00,1168.7,31.2,48.7,41.23,47.467,55.8,-0.1733,573.1,40.6,61.9,0.1797,0.1753,4.496
LSA,early,6/9/2019 9:10,1248.7,33.7,51.2,42.663,53.166,52.4,-0.1733,610.6,43.1,64.4,0.1797,0.1753,4.363
LSA,early,6/9/2019 9:20,1321.2,36.2,53.7,44.263,54.3,50.1,-0.1682,645.6,45.6,66.9,0.1797,0.1753,4.4
LSA,early,6/9/2019 9:30,1461.2,41.2,61.2,45.761,53.733,47.6,-0.1682,719.4,49.4,73.1,0.1797,0.1761,4.363
LSA,early,6/9/2019 9:40,1476.2,41.2,61.2,47.334,54.212,49,-0.1682,725.6,50.6,74.4,0.179,0.1753,4.381
LSA,early,6/9/2019 9:50,1438.7,41.2,58.7,48.762,52.903,47.6,-0.1733,705.6,49.4,70.6,0.179,0.1753,4.369
LSA,early,6/9/2019 10:00,1566.2,46.2,63.7,50.047,49.161,47.2,-0.1733,768.1,53.1,74.4,0.179,0.1753,4.381
LSA,early,6/9/2019 10:10,1333.7,38.7,51.2,50.886,47.959,54.8,-0.1784,646.9,44.4,61.9,0.179,0.1753,4.375
LSA,early,6/9/2019 10:20,1616.2,48.7,61.2,51.413,50.223,48.7,-0.1784,794.4,54.4,73.1,0.1797,0.1761,4.393
LSA,early,6/9/2019 10:30,1836.2,53.7,71.2,52.115,55.472,43.2,-0.1784,910.6,61.9,83.1,0.1797,0.1761,4.381
LSA,early,6/9/2019 10:40,1221.2,36.2,46.2,52.686,48.762,51.5,-0.1784,593.1,40.6,54.4,0.1797,0.1768,4.363
LSA,early,6/9/2019 10:50,1158.7,33.7,43.7,53.121,50.356,51.4,-0.1784,563.1,38.1,49.4,0.1797,0.1768,4.393
LSA,early,6/9/2019 11:00,1651.2,48.7,61.2,53.472,48.672,50.9,-0.1784,820.6,55.6,71.9,0.1797,0.1768,4.363
LSA,early,6/9/2019 11:10,1281.2,38.7,46.2,54.082,50.223,45.2,-0.1784,635.6,43.1,54.4,0.1797,0.1768,4.381
LSA,early,6/9/2019 11:20,1621.2,48.7,58.7,54.648,52.86,44.4,-0.1784,813.1,54.4,69.4,0.1804,0.1768,4.375
LSA,early,6/9/2019 11:30,1961.2,61.2,73.7,55.602,51.633,43.6,-0.1784,995.6,66.9,85.6,0.1804,0.1775,4.363
LSA,early,6/9/2019 11:40,1483.7,46.2,53.7,56.685,49.782,49.3,-0.1784,749.4,50.6,61.9,0.1804,0.1775,4.393
LSA,early,6/9/2019 11:50,1791.2,56.2,66.2,57.204,49.338,49,-0.1835,913.1,60.6,74.4,0.1804,0.1775,4.363
LSA,early,6/9/2019 12:00,2018.7,63.7,73.7,57.679,51.37,48.1,-0.1835,1043.1,69.4,84.4,0.1804,0.1775,4.49
LSA,early,6/9/2019 12:10,2101.2,66.2,76.2,58.239,51.37,44.1,-0.1835,1093.1,71.9,86.9,0.1804,0.1782,4.375
LSA,early,6/9/2019 12:20,2111.2,66.2,76.2,58.928,51.413,54,-0.1835,1101.9,71.9,85.6,0.1804,0.1782,4.363
LSA,early,6/9/2019 12:30,2096.2,66.2,73.7,59.529,50.841,47.6,-0.1835,1098.1,71.9,84.4,0.1804,0.1782,4.369
LSA,early,6/9/2019 12:40,2121.2,66.2,73.7,59.959,51.94,44.8,-0.1835,1118.1,73.1,84.4,0.1811,0.1782,4.381
LSA,early,6/9/2019 12:50,2138.7,68.7,73.7,60.26,50.002,47.3,-0.1886,1129.4,73.1,84.4,0.1811,0.1782,4.363
LSA,early,6/9/2019 13:00,2153.7,68.7,73.7,60.517,52.554,45.1,-0.1886,1138.1,73.1,84.4,0.1811,0.1782,4.375
LSA,early,6/9/2019 13:10,2148.7,66.2,73.7,60.733,51.895,45.4,-0.1886,1136.9,71.9,83.1,0.1811,0.1782,4.375
LSA,early,6/9/2019 13:20,2161.2,66.2,71.2,60.991,53.298,46.7,-0.1886,1143.1,71.9,81.9,0.1811,0.1782,4.363
LSA,early,6/9/2019 13:30,2161.2,66.2,71.2,61.205,52.466,44.9,-0.1886,1144.4,71.9,80.6,0.1811,0.1782,4.363
LSA,early,6/9/2019 13:40,2158.7,66.2,68.7,61.376,52.641,42.8,-0.1886,1145.6,70.6,80.6,0.1819,0.179,4.381
LSA,early,6/9/2019 13:50,2148.7,66.2,68.7,61.633,52.903,46.5,-0.1886,1138.1,69.4,79.4,0.1819,0.1782,4.363
LSA,early,6/9/2019 14:00,2151.2,66.2,66.2,61.934,50.709,47.3,-0.1886,1134.4,69.4,76.9,0.1819,0.1782,4.49
LSA,early,6/9/2019 14:10,2138.7,63.7,66.2,62.191,51.852,48.4,-0.1886,1126.9,68.1,75.6,0.1819,0.179,4.369
LSA,early,6/9/2019 14:20,2126.2,63.7,63.7,62.447,52.115,47.5,-0.1886,1118.1,66.9,74.4,0.1819,0.179,4.363
LSA,early,6/9/2019 14:30,2106.2,63.7,63.7,62.661,51.105,46.8,-0.1886,1105.6,65.6,71.9,0.1819,0.179,4.369
LSA,early,6/9/2019 14:40,2083.7,61.2,61.2,62.748,51.37,41.9,-0.1886,1088.1,64.4,70.6,0.1819,0.179,4.363
LSA,early,6/9/2019 14:50,2063.7,58.7,58.7,62.748,50.356,51.6,-0.1937,1073.1,63.1,68.1,0.1819,0.179,4.393
LSA,early,6/9/2019 15:00,2033.7,58.7,56.2,62.661,51.764,47.7,-0.1937,1054.4,60.6,66.9,0.1826,0.179,4.363
LSA,early,6/9/2019 15:10,2003.7,56.2,53.7,62.748,51.105,47.3,-0.1937,1031.9,59.4,64.4,0.1826,0.179,4.393
LSA,early,6/9/2019 15:20,1968.7,53.7,51.2,62.919,50.621,46.2,-0.1937,1005.6,58.1,61.9,0.1826,0.1797,4.363
LSA,early,6/9/2019 15:30,1933.7,53.7,51.2,63.048,50.223,41.9,-0.1937,980.6,55.6,60.6,0.1826,0.1797,4.393
LSA,early,6/9/2019 15:40,1891.2,51.2,48.7,63.133,52.509,45.4,-0.1937,950.6,53.1,58.1,0.1826,0.1797,4.363
LSA,early,6/9/2019 15:50,1858.7,48.7,46.2,63.133,52.903,43.3,-0.1937,933.1,51.9,56.9,0.1826,0.1797,4.393
LSA,early,6/9/2019 16:00,1801.2,46.2,43.7,63.133,53.427,43.4,-0.1937,899.4,49.4,54.4,0.1826,0.1797,4.381
LSA,early,6/9/2019 16:10,1756.2,43.7,41.2,63.09,53.559,45.1,-0.1937,876.9,48.1,51.9,0.1826,0.1797,4.363
LSA,early,6/9/2019 16:20,1721.2,43.7,38.7,63.048,50.709,44.9,-0.1937,856.9,45.6,49.4,0.1826,0.1797,4.381
LSA,early,6/9/2019 16:30,1658.7,41.2,36.2,63.005,52.509,40.7,-0.1937,826.9,44.4,48.1,0.1826,0.1797,4.363
LSA,early,6/9/2019 16:40,1578.7,38.7,33.7,62.919,52.641,47.4,-0.1937,784.4,41.9,45.6,0.1826,0.1797,4.381
LSA,early,6/9/2019 16:50,1566.2,38.7,33.7,62.748,53.121,46.6,-0.1937,784.4,40.6,45.6,0.1826,0.1797,4.363
LSA,early,6/9/2019 17:00,1493.7,36.2,31.2,62.406,55.602,43,-0.1937,748.1,39.4,41.9,0.1826,0.1797,4.381
LSA,early,6/9/2019 17:10,1391.2,33.7,28.7,62.148,53.602,42.4,-0.1937,698.1,36.9,39.4,0.1826,0.1797,4.363
LSA,early,6/9/2019 17:20,1386.2,31.2,28.7,61.977,52.992,43.8,-0.1937,699.4,36.9,39.4,0.1826,0.1797,4.381
LSA,early,6/9/2019 17:30,1131.2,26.2,23.7,61.677,52.554,45.5,-0.1937,566.9,29.4,31.9,0.1826,0.1797,4.363
LSA,early,6/9/2019 17:40,1126.2,23.7,21.2,61.205,51.852,45.7,-0.1937,568.1,29.4,30.6,0.1826,0.1797,4.393
LSA,early,6/9/2019 17:50,846.2,18.7,16.2,60.861,54.212,42.4,-0.1937,421.9,21.9,23.1,0.1826,0.1797,4.381
LSA,early,6/9/2019 18:00,903.7,18.7,16.2,60.561,50.488,48,-0.1937,456.9,23.1,24.4,0.1826,0.1797,4.363
LSA,early,6/9/2019 18:10,451.2,8.7,8.7,60.174,48.672,48.6,-0.1937,219.4,11.9,11.9,0.1826,0.1797,4.381
LSA,early,6/9/2019 18:20,788.7,16.2,13.7,59.702,53.427,41.5,-0.1988,400.6,20.6,21.9,0.1826,0.1797,4.363
LSA,early,6/9/2019 18:30,763.7,13.7,11.2,59.229,51.94,47,-0.1937,393.1,19.4,19.4,0.1819,0.179,4.381
LSA,early,6/9/2019 18:40,396.2,6.2,6.2,58.626,48.094,55.3,-0.1937,196.9,9.4,9.4,0.1826,0.179,4.363
LSA,early,6/9/2019 18:50,368.7,6.2,6.2,57.979,46.346,60.1,-0.1988,181.9,8.1,8.1,0.1826,0.179,4.381
LSA,early,6/9/2019 19:00,498.7,8.7,6.2,57.376,45.761,63.2,-0.1988,263.1,11.9,11.9,0.1819,0.179,4.363
LSA,early,6/9/2019 19:10,228.7,3.7,3.7,56.728,43.306,63.5,-0.1988,109.4,4.4,4.4,0.1819,0.179,4.393
LSA,early,6/9/2019 19:20,378.7,3.7,3.7,56.079,41.277,68.5,-0.1988,206.9,8.1,8.1,0.1819,0.179,4.369
LSA,early,6/9/2019 19:30,121.2,1.2,1.2,55.386,39.83,71,-0.1988,54.4,1.9,3.1,0.1819,0.1782,4.46
LSA,early,6/9/2019 19:40,118.7,1.2,1.2,54.777,40.111,70.2,-0.1988,56.9,1.9,3.1,0.1819,0.1782,4.381
LSA,early,6/9/2019 19:50,108.7,1.2,1.2,54.126,39.313,72.4,-0.1988,53.1,1.9,3.1,0.1819,0.1782,4.4
LSA,early,6/9/2019 20:00,81.2,1.2,1.2,53.515,37.416,77.7,-0.1988,41.9,1.9,1.9,0.1819,0.1782,4.393
LSA,early,6/9/2019 20:10,66.2,1.2,1.2,52.903,36.361,80.9,-0.1988,36.9,0.6,1.9,0.1819,0.1782,4.381
LSA,early,6/9/2019 20:20,31.2,1.2,1.2,52.291,35.638,81.8,-0.1988,15.6,0.6,0.6,0.1811,0.1782,4.393
LSA,early,6/9/2019 20:30,11.2,1.2,1.2,51.678,35.541,81.3,-0.1988,4.4,0.6,0.6,0.1811,0.1782,4.381
LSA,early,6/9/2019 20:40,6.2,1.2,1.2,51.062,35.103,80.7,-0.1988,5.6,0.6,0.6,0.1811,0.1775,4.375
LSA,early,6/9/2019 20:50,1.2,1.2,1.2,50.488,34.075,82.7,-0.1988,0.6,0.6,0.6,0.1811,0.1775,4.369
LSA,early,6/9/2019 21:00,1.2,1.2,1.2,49.914,35.395,77.4,-0.1988,0.6,0.6,0.6,0.1811,0.1775,4.363
LSA,early,6/9/2019 21:10,1.2,1.2,1.2,49.294,33.435,82.9,-0.1988,0.6,0.6,0.6,0.1804,0.1775,4.363
LSA,early,6/9/2019 21:20,1.2,1.2,1.2,48.805,33.336,83.1,-0.1988,0.6,0.6,0.6,0.1804,0.1775,4.363
LSA,early,6/9/2019 21:30,1.2,1.2,1.2,48.315,32.491,86.3,-0.1988,0.6,0.6,0.6,0.1804,0.1775,4.363
LSA,early,6/9/2019 21:40,1.2,1.2,1.2,47.871,32.841,84.9,-0.1988,0.6,0.6,0.6,0.1804,0.1775,4.363
LSA,early,6/9/2019 21:50,1.2,1.2,1.2,47.422,32.94,83.3,-0.1988,0.6,0.6,0.6,0.1804,0.1768,4.363
LSA,early,6/9/2019 22:00,1.2,1.2,1.2,46.974,32.641,84.4,-0.1988,0.6,0.6,0.6,0.1804,0.1775,4.363
LSA,early,6/9/2019 22:10,1.2,1.2,1.2,46.616,32.243,84.5,-0.1988,0.6,0.6,0.6,0.1804,0.1768,4.363
LSA,early,6/9/2019 22:20,1.2,1.2,1.2,46.211,32.293,83.9,-0.1988,0.6,0.6,0.6,0.1797,0.1768,4.363
LSA,early,6/9/2019 22:30,1.2,1.2,1.2,45.851,32.092,84.9,-0.1988,0.6,0.6,0.6,0.1797,0.1768,4.357
LSA,early,6/9/2019 22:40,1.2,1.2,1.2,45.489,32.193,84.2,-0.1988,0.6,0.6,0.6,0.1797,0.1768,4.351
LSA,early,6/9/2019 22:50,1.2,1.2,1.2,45.172,32.691,84,-0.1988,0.6,0.6,0.6,0.1797,0.1768,4.351
LSA,early,6/9/2019 23:00,1.2,1.2,1.2,44.901,32.592,83.5,-0.1988,0.6,0.6,0.6,0.1797,0.1768,4.351
LSA,early,6/9/2019 23:10,1.2,1.2,1.2,44.627,32.891,84,-0.1988,0.6,0.6,0.6,0.1797,0.1768,4.351
