Plot Title: 9735534_SM_USA_C1_ctrl,,,,,,,,,,,,,,
#,"Date Time, GMT-06:00","PAR, uE (LGR S/N: 9735534, SEN S/N: 9700888, LBL: C1_L)","PAR, uE (LGR S/N: 9735534, SEN S/N: 9700901, LBL: C1_L)","PAR, uE (LGR S/N: 9735534, SEN S/N: 9700904, LBL: C1_L)","Temp, °F (LGR S/N: 9735534, SEN S/N: 9713846, LBL: C1)","Temp, °F (LGR S/N: 9735534, SEN S/N: 9721329, LBL: C1)","RH, % (LGR S/N: 9735534, SEN S/N: 9721329, LBL: C1)","Voltage, V (LGR S/N: 9735534, SEN S/N: 9725481)","Solar Radiation, W/m² (LGR S/N: 9735534, SEN S/N: 9734404, LBL: C1_L)","Solar Radiation, W/m² (LGR S/N: 9735534, SEN S/N: 9734406, LBL: C1_L)","Solar Radiation, W/m² (LGR S/N: 9735534, SEN S/N: 9734408, LBL: C1_L)","Water Content, m³/m³ (LGR S/N: 9735534, SEN S/N: 20152216, LBL: C1_R)","Water Content, m³/m³ (LGR S/N: 9735534, SEN S/N: 20152227, LBL: C1_L)","Batt, V (LGR S/N: 9735534)"
203,6/1/18 21:40,1.2,1.2,1.2,40.532,30.58,1,-0.1937,0.6,0.6,0.6,0.3223,0.3062,4.206
204,6/1/18 21:50,1.2,1.2,1.2,40.298,31.339,1,-0.1937,0.6,0.6,0.6,0.3223,0.3062,4.206
205,6/1/18 22:00,1.2,1.2,1.2,40.017,29.867,1,-0.1886,0.6,0.6,0.6,0.3223,0.3062,4.206
206,6/1/18 22:10,1.2,1.2,1.2,39.783,31.942,1,-0.1886,0.6,0.6,0.6,0.3223,0.3062,4.224
207,6/1/18 22:20,1.2,1.2,1.2,39.549,32.092,1,-0.1886,0.6,0.6,0.6,0.3223,0.3062,4.206
208,6/1/18 22:30,1.2,1.2,1.2,39.313,33.089,1,-0.1937,0.6,0.6,0.6,0.3219,0.3062,4.2
209,6/1/18 22:40,1.2,1.2,1.2,39.078,35.298,1,-0.1937,0.6,0.6,0.6,0.3223,0.3062,4.2
210,6/1/18 22:50,1.2,1.2,1.2,38.842,34.907,1,-0.1937,0.6,0.6,0.6,0.3223,0.3062,4.2
211,6/1/18 23:00,1.2,1.2,1.2,38.606,35.638,1,-0.1937,0.6,0.6,0.6,0.3223,0.3062,4.2
212,6/1/18 23:10,1.2,1.2,1.2,38.368,34.516,1,-0.1937,0.6,0.6,0.6,0.3223,0.3062,4.2
213,6/1/18 23:20,1.2,1.2,1.2,38.131,34.371,1,-0.1937,0.6,0.6,0.6,0.3223,0.3062,4.2
214,6/1/18 23:30,1.2,1.2,1.2,37.942,32.243,1,-0.1937,0.6,0.6,0.6,0.3219,0.3062,4.224
215,6/1/18 23:40,1.2,1.2,1.2,37.751,33.089,1,-0.1886,0.6,0.6,0.6,0.3223,0.3062,4.2
216,6/1/18 23:50,1.2,1.2,1.2,37.513,31.491,1,-0.1886,0.6,0.6,0.6,0.3219,0.3058,4.2
217,6/2/18 0:00,1.2,1.2,1.2,37.321,33.831,1,-0.1937,0.6,0.6,0.6,0.3219,0.3058,4.2
218,6/2/18 0:10,1.2,1.2,1.2,37.13,34.124,1,-0.1937,0.6,0.6,0.6,0.3219,0.3058,4.2
219,6/2/18 0:20,1.2,1.2,1.2,36.939,33.039,1,-0.1886,0.6,0.6,0.6,0.3219,0.3058,4.2
220,6/2/18 0:30,1.2,1.2,1.2,36.795,33.879,1,-0.1886,0.6,0.6,0.6,0.3216,0.3058,4.2
221,6/2/18 0:40,1.2,1.2,1.2,36.603,33.633,1,-0.1886,0.6,0.6,0.6,0.3216,0.3058,4.2
222,6/2/18 0:50,1.2,1.2,1.2,36.41,32.043,1,-0.1937,0.6,0.6,0.6,0.3216,0.3062,4.2
223,6/2/18 1:00,1.2,1.2,1.2,36.217,29.97,1,-0.1886,0.6,0.6,0.6,0.3216,0.3062,4.2
224,6/2/18 1:10,1.2,1.2,1.2,36.025,33.78,1,-0.1886,0.6,0.6,0.6,0.3216,0.3058,4.2
225,6/2/18 1:20,1.2,1.2,1.2,35.928,34.713,1,-0.1937,0.6,0.6,0.6,0.3211,0.3058,4.2
226,6/2/18 1:30,1.2,1.2,1.2,35.782,33.78,1,-0.1886,0.6,0.6,0.6,0.3216,0.3058,4.2
227,6/2/18 1:40,1.2,1.2,1.2,35.638,33.831,1,-0.1886,0.6,0.6,0.6,0.3211,0.3058,4.2
228,6/2/18 1:50,1.2,1.2,1.2,35.492,32.742,1,-0.1886,0.6,0.6,0.6,0.3211,0.3058,4.2
229,6/2/18 2:00,1.2,1.2,1.2,35.346,29.406,1,-0.1886,0.6,0.6,0.6,0.3211,0.3058,4.2
230,6/2/18 2:10,1.2,1.2,1.2,35.2,28.942,1,-0.1937,0.6,0.6,0.6,0.3211,0.3058,4.2
231,6/2/18 2:20,1.2,1.2,1.2,35.055,29.457,1,-0.1937,0.6,0.6,0.6,0.3211,0.3058,4.2
232,6/2/18 2:30,1.2,1.2,1.2,34.957,30.376,1,-0.1937,0.6,0.6,0.6,0.3211,0.3054,4.2
233,6/2/18 2:40,1.2,1.2,1.2,34.81,29.251,1,-0.1937,0.6,0.6,0.6,0.3211,0.3054,4.2
234,6/2/18 2:50,1.2,1.2,1.2,34.713,28.06,1,-0.1886,0.6,0.6,0.6,0.3211,0.3054,4.2
235,6/2/18 3:00,1.2,1.2,1.2,34.565,27.381,1,-0.1937,0.6,0.6,0.6,0.3207,0.3054,4.2
236,6/2/18 3:10,1.2,1.2,1.2,34.468,27.433,1,-0.1937,0.6,0.6,0.6,0.3207,0.3054,4.2
237,6/2/18 3:20,1.2,1.2,1.2,34.371,27.955,1,-0.1886,0.6,0.6,0.6,0.3207,0.3054,4.2
238,6/2/18 3:30,1.2,1.2,1.2,34.272,27.433,1,-0.1886,0.6,0.6,0.6,0.3207,0.3054,4.224
239,6/2/18 3:40,1.2,1.2,1.2,34.174,26.589,1,-0.1886,0.6,0.6,0.6,0.3207,0.3054,4.2
240,6/2/18 3:50,1.2,1.2,1.2,34.075,26.537,1,-0.1937,0.6,0.6,0.6,0.3207,0.3054,4.2
241,6/2/18 4:00,1.2,1.2,1.2,33.978,26.802,1,-0.1886,0.6,0.6,0.6,0.3207,0.3054,4.2
242,6/2/18 4:10,1.2,1.2,1.2,33.879,26.802,1,-0.1937,0.6,0.6,0.6,0.3204,0.3054,4.2
243,6/2/18 4:20,1.2,1.2,1.2,33.879,26.96,1,-0.1937,0.6,0.6,0.6,0.3204,0.3051,4.2
244,6/2/18 4:30,1.2,1.2,1.2,33.78,26.643,1,-0.1886,0.6,0.6,0.6,0.3204,0.3054,4.2
245,6/2/18 4:40,1.2,1.2,1.2,33.681,27.327,1,-0.1937,0.6,0.6,0.6,0.3207,0.3054,4.2
246,6/2/18 4:50,1.2,1.2,1.2,33.633,27.903,1,-0.1886,0.6,0.6,0.6,0.3204,0.3054,4.2
247,6/2/18 5:00,1.2,1.2,1.2,33.584,27.064,1,-0.1937,0.6,0.6,0.6,0.3204,0.3051,4.2
248,6/2/18 5:10,1.2,1.2,1.2,33.485,27.223,1,-0.1937,0.6,0.6,0.6,0.3204,0.3051,4.2
249,6/2/18 5:20,1.2,1.2,1.2,33.435,26.748,1,-0.1937,0.6,0.6,0.6,0.3204,0.3051,4.2
250,6/2/18 5:30,1.2,1.2,1.2,33.386,26.695,1,-0.1886,0.6,0.6,0.6,0.3204,0.3051,4.2
251,6/2/18 5:40,1.2,1.2,6.2,33.287,27.694,1,-0.1937,0.6,3.1,0.6,0.3204,0.3051,4.2
252,6/2/18 5:50,1.2,1.2,16.2,33.287,27.433,1,-0.1937,0.6,6.9,0.6,0.3199,0.3051,4.2
253,6/2/18 6:00,1.2,1.2,28.7,33.188,28.942,1,-0.1886,0.6,10.6,0.6,0.3204,0.3051,4.2
254,6/2/18 6:10,1.2,1.2,41.2,33.188,28.528,1,-0.1937,0.6,15.6,0.6,0.3204,0.3051,4.2
255,6/2/18 6:20,8.7,8.7,163.7,33.138,34.615,1,-0.1886,11.9,105.6,11.9,0.3204,0.3051,4.206
256,6/2/18 6:30,11.2,11.2,231.2,33.089,38.795,1,-0.1937,15.6,149.4,15.6,0.3204,0.3051,4.224
257,6/2/18 6:40,13.7,13.7,293.7,33.089,41.277,1,-0.1886,19.4,183.1,19.4,0.3204,0.3051,4.249
258,6/2/18 6:50,16.2,18.7,358.7,33.039,43.671,1,-0.1886,21.9,219.4,23.1,0.3204,0.3051,4.267
259,6/2/18 7:00,21.2,21.2,423.7,33.039,47.109,1,-0.1886,25.6,255.6,25.6,0.3204,0.3051,4.315
260,6/2/18 7:10,23.7,23.7,491.2,32.99,48.315,1,-0.1886,29.4,294.4,29.4,0.3204,0.3048,4.369
261,6/2/18 7:20,26.2,28.7,561.2,32.94,50.047,1,-0.1886,33.1,330.6,31.9,0.3204,0.3048,4.43
262,6/2/18 7:30,28.7,31.2,628.7,32.94,51.895,1,-0.1886,35.6,370.6,35.6,0.3204,0.3051,4.496
263,6/2/18 7:40,33.7,36.2,696.2,32.891,54.255,1,-0.1886,39.4,406.9,38.1,0.3204,0.3048,4.363
264,6/2/18 7:50,36.2,38.7,763.7,32.891,57.42,1,-0.1937,43.1,444.4,40.6,0.3204,0.3048,4.478
265,6/2/18 8:00,38.7,41.2,831.2,32.891,58.152,1,-0.1886,46.9,480.6,43.1,0.3207,0.3048,4.321
266,6/2/18 8:10,41.2,46.2,896.2,32.841,59.358,1,-0.1886,49.4,516.9,45.6,0.3204,0.3051,4.291
267,6/2/18 8:20,43.7,48.7,961.2,32.79,62.962,1,-0.1886,53.1,550.6,49.4,0.3207,0.3051,4.496
268,6/2/18 8:30,46.2,53.7,1026.2,32.79,63.433,1,-0.1886,56.9,588.1,51.9,0.3207,0.3051,4.297
269,6/2/18 8:40,48.7,56.2,1088.7,32.79,64.288,1,-0.1937,59.4,621.9,54.4,0.3211,0.3051,4.478
270,6/2/18 8:50,51.2,58.7,1153.7,32.79,63.347,1,-0.1886,63.1,658.1,56.9,0.3211,0.3048,4.321
271,6/2/18 9:00,56.2,63.7,1211.2,32.79,51.809,1,-0.1886,66.9,691.9,60.6,0.3216,0.3051,4.321
272,6/2/18 9:10,58.7,66.2,1268.7,32.79,46.031,1,-0.1886,69.4,725.6,63.1,0.3216,0.3051,4.484
273,6/2/18 9:20,61.2,68.7,1326.2,32.79,44.719,1,-0.1886,73.1,756.9,65.6,0.3216,0.3051,4.484
274,6/2/18 9:30,63.7,71.2,1381.2,32.79,47.064,1,-0.1886,75.6,784.4,68.1,0.3219,0.3051,4.267
275,6/2/18 9:40,66.2,76.2,1436.2,32.79,47.109,1,-0.1886,79.4,815.6,70.6,0.3219,0.3051,4.478
276,6/2/18 9:50,68.7,78.7,1486.2,32.79,48.36,1,-0.1886,80.6,844.4,73.1,0.3219,0.3051,4.291
277,6/2/18 10:00,71.2,81.2,1533.7,32.841,50.356,1,-0.1886,84.4,871.9,75.6,0.3219,0.3051,4.309
278,6/2/18 10:10,73.7,83.7,1583.7,32.841,56.251,1,-0.1886,86.9,901.9,78.1,0.3223,0.3051,4.303
279,6/2/18 10:20,73.7,86.2,1626.2,32.841,62.233,1,-0.1886,89.4,928.1,80.6,0.3223,0.3051,4.484
280,6/2/18 10:30,76.2,88.7,1668.7,32.891,62.062,1,-0.1886,90.6,956.9,83.1,0.3223,0.3051,4.418
281,6/2/18 10:40,78.7,91.2,1703.7,32.94,61.633,1,-0.1886,93.1,981.9,84.4,0.3223,0.3051,4.466
282,6/2/18 10:50,81.2,93.7,1736.2,32.99,65.53,1,-0.1886,94.4,1008.1,85.6,0.3223,0.3051,4.484
283,6/2/18 11:00,81.2,93.7,1768.7,33.039,65.745,1,-0.1886,95.6,1026.9,86.9,0.3223,0.3051,4.297
284,6/2/18 11:10,83.7,96.2,1798.7,33.138,66.857,1,-0.1886,96.9,1053.1,88.1,0.3223,0.3051,4.297
285,6/2/18 11:20,83.7,98.7,1823.7,33.237,68.056,1,-0.1886,98.1,1070.6,89.4,0.3223,0.3051,4.472
286,6/2/18 11:30,86.2,98.7,1846.2,33.435,69.643,1,-0.1886,99.4,1091.9,90.6,0.3223,0.3051,4.351
287,6/2/18 11:40,88.7,101.2,1863.7,33.633,69.471,1,-0.1886,99.4,1108.1,91.9,0.3228,0.3051,4.46
288,6/2/18 11:50,88.7,101.2,1883.7,33.928,70.029,1,-0.1886,100.6,1120.6,91.9,0.3223,0.3051,4.46
289,6/2/18 12:00,88.7,103.7,1896.2,34.272,71.361,1,-0.1886,100.6,1129.4,93.1,0.3223,0.3051,4.279
290,6/2/18 12:10,88.7,103.7,1906.2,34.664,71.447,1,-0.1886,100.6,1135.6,93.1,0.3223,0.3051,4.297
291,6/2/18 12:20,91.2,103.7,1916.2,35.055,72.221,1,-0.1886,100.6,1140.6,93.1,0.3223,0.3054,4.291
292,6/2/18 12:30,91.2,103.7,1918.7,35.492,71.447,1,-0.1886,99.4,1141.9,93.1,0.3223,0.3051,4.345
293,6/2/18 12:40,91.2,103.7,1928.7,35.976,71.577,1,-0.1886,100.6,1149.4,94.4,0.3223,0.3051,4.321
294,6/2/18 12:50,91.2,103.7,1923.7,36.459,72.567,1,-0.1886,100.6,1145.6,94.4,0.3223,0.3051,4.484
295,6/2/18 13:00,91.2,103.7,1921.2,36.939,73.256,1,-0.1886,99.4,1140.6,94.4,0.3223,0.3051,4.46
296,6/2/18 13:10,93.7,103.7,1921.2,37.465,75.551,1,-0.1886,99.4,1140.6,95.6,0.3223,0.3051,4.297
297,6/2/18 13:20,93.7,103.7,1916.2,37.989,73.861,1,-0.1886,99.4,1131.9,94.4,0.3223,0.3051,4.273
298,6/2/18 13:30,93.7,103.7,1911.2,38.511,73.558,1,-0.1886,98.1,1124.4,94.4,0.3223,0.3051,4.339
299,6/2/18 13:40,93.7,103.7,1896.2,39.031,73.861,1,-0.1886,98.1,1110.6,94.4,0.3223,0.3051,4.291
300,6/2/18 13:50,93.7,103.7,1881.2,39.596,74.813,1,-0.1886,96.9,1100.6,93.1,0.3223,0.3051,4.46
301,6/2/18 14:00,91.2,101.2,1868.7,40.111,73.947,1,-0.1886,95.6,1086.9,93.1,0.3223,0.3051,4.303
302,6/2/18 14:10,91.2,98.7,1848.7,40.626,74.12,1,-0.1886,94.4,1066.9,91.9,0.3219,0.3051,4.303
303,6/2/18 14:20,91.2,98.7,1826.2,41.184,73.515,1,-0.1886,93.1,1045.6,91.9,0.3223,0.3051,4.46
304,6/2/18 14:30,91.2,98.7,1801.2,41.693,71.49,1,-0.1886,91.9,1021.9,90.6,0.3223,0.3051,4.339
305,6/2/18 14:40,88.7,96.2,1773.7,42.202,70.416,1,-0.1886,90.6,998.1,89.4,0.3223,0.3051,4.46
306,6/2/18 14:50,88.7,96.2,1741.2,42.663,74.295,1,-0.1886,90.6,974.4,88.1,0.3223,0.3051,4.46
307,6/2/18 15:00,86.2,93.7,1708.7,43.167,71.577,1,-0.1886,89.4,950.6,88.1,0.3219,0.3051,4.297
308,6/2/18 15:10,86.2,93.7,1673.7,43.624,75.247,1,-0.1886,88.1,926.9,85.6,0.3219,0.3051,4.303
309,6/2/18 15:20,83.7,91.2,1636.2,44.082,72.136,1,-0.1886,86.9,904.4,84.4,0.3219,0.3051,4.46
310,6/2/18 15:30,81.2,91.2,1593.7,44.492,71.834,1,-0.1886,85.6,875.6,83.1,0.3219,0.3051,4.448
311,6/2/18 15:40,81.2,88.7,1548.7,44.946,73.04,1,-0.1886,84.4,853.1,81.9,0.3219,0.3051,4.333
312,6/2/18 15:50,78.7,86.2,1503.7,45.307,71.361,1,-0.1886,83.1,826.9,79.4,0.3219,0.3051,4.321
313,6/2/18 16:00,76.2,83.7,1453.7,45.669,72.826,1,-0.1886,80.6,798.1,78.1,0.3219,0.3054,4.321
314,6/2/18 16:10,73.7,81.2,1396.2,46.031,72.05,1,-0.1886,79.4,768.1,75.6,0.3219,0.3051,4.46
315,6/2/18 16:20,71.2,78.7,1348.7,46.391,70.543,1,-0.1886,78.1,741.9,74.4,0.3219,0.3051,4.466
316,6/2/18 16:30,68.7,76.2,1291.2,46.706,70.201,1,-0.1886,74.4,710.6,71.9,0.3216,0.3051,4.273
317,6/2/18 16:40,66.2,71.2,1233.7,47.019,73.342,1,-0.1886,71.9,679.4,69.4,0.3219,0.3051,4.46
318,6/2/18 16:50,63.7,68.7,1176.2,47.289,70.329,1,-0.1886,69.4,646.9,65.6,0.3216,0.3051,4.285
319,6/2/18 17:00,58.7,66.2,1113.7,47.557,71.748,1,-0.1886,65.6,608.1,63.1,0.3216,0.3051,4.333
320,6/2/18 17:10,56.2,61.2,1048.7,47.826,70.63,1,-0.1886,63.1,573.1,60.6,0.3216,0.3054,4.291
321,6/2/18 17:20,53.7,58.7,986.2,48.049,70.329,1,-0.1886,59.4,536.9,56.9,0.3216,0.3051,4.393
322,6/2/18 17:30,48.7,53.7,918.7,48.227,67.671,1,-0.1886,55.6,500.6,53.1,0.3216,0.3051,4.291
323,6/2/18 17:40,46.2,51.2,851.2,48.405,66.772,1,-0.1886,51.9,463.1,50.6,0.3211,0.3051,4.418
324,6/2/18 17:50,43.7,46.2,786.2,48.583,65.788,1,-0.1886,49.4,426.9,46.9,0.3211,0.3051,4.418
325,6/2/18 18:00,41.2,43.7,721.2,48.717,65.359,1,-0.1886,45.6,391.9,43.1,0.3211,0.3051,4.321
326,6/2/18 18:10,11.2,8.7,123.7,48.805,61.934,1,-0.1886,6.9,45.6,9.4,0.3211,0.3051,4.321
327,6/2/18 18:20,3.7,6.2,156.2,48.895,52.423,1,-0.1886,4.4,65.6,4.4,0.3211,0.3051,4.291
328,6/2/18 18:30,16.2,8.7,211.2,48.938,48.85,1,-0.1886,8.1,100.6,18.1,0.3211,0.3051,4.291
329,6/2/18 18:40,3.7,3.7,101.2,48.938,52.072,1,-0.1886,4.4,35.6,3.1,0.3211,0.3051,4.321
330,6/2/18 18:50,3.7,3.7,93.7,48.938,47.781,1,-0.1886,1.9,30.6,1.9,0.3207,0.3051,4.291
331,6/2/18 19:00,1.2,3.7,91.2,48.85,44.582,1,-0.1886,1.9,29.4,1.9,0.3204,0.3051,4.285
332,6/2/18 19:10,1.2,3.7,83.7,48.762,44.537,1,-0.1886,1.9,26.9,1.9,0.3204,0.3048,4.285
333,6/2/18 19:20,1.2,3.7,81.2,48.583,43.03,1,-0.1886,1.9,25.6,0.6,0.3204,0.3048,4.279
334,6/2/18 19:30,1.2,3.7,73.7,48.405,41.693,1,-0.1886,0.6,24.4,0.6,0.3204,0.3048,4.279
335,6/2/18 19:40,1.2,1.2,66.2,48.227,41.277,1,-0.1886,0.6,21.9,0.6,0.3204,0.3048,4.273
336,6/2/18 19:50,1.2,1.2,56.2,48.004,40.111,1,-0.1937,0.6,19.4,0.6,0.3207,0.3048,4.273
337,6/2/18 20:00,1.2,1.2,43.7,47.781,39.267,1,-0.1937,0.6,15.6,0.6,0.3204,0.3048,4.267
338,6/2/18 20:10,1.2,1.2,31.2,47.512,37.846,1,-0.1937,0.6,11.9,0.6,0.3204,0.3048,4.267
339,6/2/18 20:20,1.2,1.2,16.2,47.244,36.891,1,-0.1937,0.6,8.1,0.6,0.3204,0.3048,4.255
340,6/2/18 20:30,1.2,1.2,6.2,46.974,36.313,1,-0.1937,0.6,3.1,0.6,0.3204,0.3048,4.255
341,6/2/18 20:40,1.2,1.2,1.2,46.706,35.879,1,-0.1886,0.6,0.6,0.6,0.3204,0.3048,4.255
342,6/2/18 20:50,1.2,1.2,1.2,46.436,35.492,1,-0.1937,0.6,0.6,0.6,0.3204,0.3048,4.249
343,6/2/18 21:00,1.2,1.2,1.2,46.166,35.055,1,-0.1886,0.6,0.6,0.6,0.3204,0.3048,4.249
344,6/2/18 21:10,1.2,1.2,1.2,45.896,34.223,1,-0.1886,0.6,0.6,0.6,0.3204,0.3048,4.249
345,6/2/18 21:20,1.2,1.2,1.2,45.624,36.554,1,-0.1886,0.6,0.6,0.6,0.3204,0.3048,4.249
346,6/2/18 21:30,1.2,1.2,1.2,45.307,36.266,1,-0.1886,0.6,0.6,0.6,0.3204,0.3048,4.249
347,6/2/18 21:40,1.2,1.2,1.2,44.991,34.957,1,-0.1886,0.6,0.6,0.6,0.3204,0.3048,4.249
348,6/2/18 21:50,1.2,1.2,1.2,44.764,34.468,1,-0.1886,0.6,0.6,0.6,0.3204,0.3048,4.249
349,6/2/18 22:00,1.2,1.2,1.2,44.445,34.615,1,-0.1886,0.6,0.6,0.6,0.3204,0.3048,4.249
350,6/2/18 22:10,1.2,1.2,1.2,44.173,34.419,1,-0.1886,0.6,0.6,0.6,0.3204,0.3043,4.249
351,6/2/18 22:20,1.2,1.2,1.2,43.9,34.272,1,-0.1886,0.6,0.6,0.6,0.3204,0.3043,4.249
352,6/2/18 22:30,1.2,1.2,1.2,43.671,33.732,1,-0.1886,0.6,0.6,0.6,0.3204,0.3043,4.249
353,6/2/18 22:40,1.2,1.2,1.2,43.396,33.237,1,-0.1886,0.6,0.6,0.6,0.3204,0.3043,4.249
354,6/2/18 22:50,1.2,1.2,1.2,43.122,33.138,1,-0.1886,0.6,0.6,0.6,0.3204,0.3043,4.249
355,6/2/18 23:00,1.2,1.2,1.2,42.892,32.592,1,-0.1886,0.6,0.6,0.6,0.3204,0.3048,4.249
356,6/2/18 23:10,1.2,1.2,1.2,42.616,32.043,1,-0.1886,0.6,0.6,0.6,0.3204,0.3043,4.249
357,6/2/18 23:20,1.2,1.2,1.2,42.341,32.94,1,-0.1886,0.6,0.6,0.6,0.3199,0.3043,4.249
358,6/2/18 23:30,1.2,1.2,1.2,42.064,33.633,1,-0.1937,0.6,0.6,0.6,0.3204,0.3043,4.249
359,6/2/18 23:40,1.2,1.2,1.2,41.878,35.83,1,-0.1886,0.6,0.6,0.6,0.3199,0.3043,4.249
360,6/2/18 23:50,1.2,1.2,1.2,41.648,33.435,1,-0.1886,0.6,0.6,0.6,0.3204,0.3043,4.249
361,6/3/18 0:00,1.2,1.2,1.2,41.416,31.942,1,-0.1886,0.6,0.6,0.6,0.3204,0.3043,4.249
362,6/3/18 0:10,1.2,1.2,1.2,41.184,32.491,1,-0.1886,0.6,0.6,0.6,0.3204,0.3043,4.243
363,6/3/18 0:20,1.2,1.2,1.2,40.951,32.491,1,-0.1886,0.6,0.6,0.6,0.3204,0.3043,4.237
364,6/3/18 0:30,1.2,1.2,1.2,40.764,32.342,1,-0.1886,0.6,0.6,0.6,0.3199,0.3043,4.237
365,6/3/18 0:40,1.2,1.2,1.2,40.532,31.942,1,-0.1886,0.6,0.6,0.6,0.3199,0.3043,4.237
366,6/3/18 0:50,1.2,1.2,1.2,40.298,31.642,1,-0.1886,0.6,0.6,0.6,0.3204,0.3043,4.237
367,6/3/18 1:00,1.2,1.2,1.2,40.111,30.632,1,-0.1886,0.6,0.6,0.6,0.3199,0.3043,4.237
368,6/3/18 1:10,1.2,1.2,1.2,39.924,30.02,1,-0.1886,0.6,0.6,0.6,0.3199,0.3043,4.237
369,6/3/18 1:20,1.2,1.2,1.2,39.69,30.376,1,-0.1886,0.6,0.6,0.6,0.3199,0.3043,4.237
370,6/3/18 1:30,1.2,1.2,1.2,39.502,30.632,1,-0.1886,0.6,0.6,0.6,0.3199,0.3043,4.237
371,6/3/18 1:40,1.2,1.2,1.2,39.267,31.541,1,-0.1886,0.6,0.6,0.6,0.3199,0.3043,4.237
372,6/3/18 1:50,1.2,1.2,1.2,39.078,31.188,1,-0.1937,0.6,0.6,0.6,0.3204,0.3043,4.237
373,6/3/18 2:00,1.2,1.2,1.2,38.937,30.987,1,-0.1937,0.6,0.6,0.6,0.3199,0.3043,4.237
374,6/3/18 2:10,1.2,1.2,1.2,38.7,31.591,1,-0.1886,0.6,0.6,0.6,0.3199,0.3043,4.237
375,6/3/18 2:20,1.2,1.2,1.2,38.511,31.591,1,-0.1886,0.6,0.6,0.6,0.3199,0.3043,4.237
376,6/3/18 2:30,1.2,1.2,1.2,38.368,31.239,1,-0.1886,0.6,0.6,0.6,0.3199,0.304,4.237
377,6/3/18 2:40,1.2,1.2,1.2,38.226,31.39,1,-0.1937,0.6,0.6,0.6,0.3199,0.3043,4.237
378,6/3/18 2:50,1.2,1.2,1.2,38.037,31.339,1,-0.1937,0.6,0.6,0.6,0.3199,0.3043,4.237
379,6/3/18 3:00,1.2,1.2,1.2,37.846,31.692,1,-0.1886,0.6,0.6,0.6,0.3199,0.304,4.237
380,6/3/18 3:10,1.2,1.2,1.2,37.702,30.529,1,-0.1886,0.6,0.6,0.6,0.3199,0.3043,4.237
381,6/3/18 3:20,1.2,1.2,1.2,37.56,30.225,1,-0.1886,0.6,0.6,0.6,0.3199,0.304,4.237
382,6/3/18 3:30,1.2,1.2,1.2,37.369,29.97,1,-0.1937,0.6,0.6,0.6,0.3199,0.3043,4.237
383,6/3/18 3:40,1.2,1.2,1.2,37.225,29.559,1,-0.1886,0.6,0.6,0.6,0.3199,0.304,4.237
384,6/3/18 3:50,1.2,1.2,1.2,37.081,29.764,1,-0.1886,0.6,0.6,0.6,0.3199,0.304,4.237
385,6/3/18 4:00,1.2,1.2,1.2,36.939,30.072,1,-0.1886,0.6,0.6,0.6,0.3199,0.304,4.237
386,6/3/18 4:10,1.2,1.2,1.2,36.795,29.559,1,-0.1886,0.6,0.6,0.6,0.3199,0.304,4.237
387,6/3/18 4:20,1.2,1.2,1.2,36.651,28.839,1,-0.1937,0.6,0.6,0.6,0.3199,0.304,4.237
388,6/3/18 4:30,1.2,1.2,1.2,36.505,29.304,1,-0.1886,0.6,0.6,0.6,0.3195,0.3043,4.237
389,6/3/18 4:40,1.2,1.2,1.2,36.361,29.354,1,-0.1937,0.6,0.6,0.6,0.3199,0.304,4.237
390,6/3/18 4:50,1.2,1.2,1.2,36.217,29.917,1,-0.1886,0.6,0.6,0.6,0.3199,0.304,4.237
391,6/3/18 5:00,1.2,1.2,1.2,36.12,30.58,1,-0.1937,0.6,0.6,0.6,0.3199,0.304,4.237
392,6/3/18 5:10,1.2,1.2,1.2,36.025,30.479,1,-0.1937,0.6,0.6,0.6,0.3195,0.304,4.237
393,6/3/18 5:20,1.2,1.2,1.2,35.879,30.429,1,-0.1937,0.6,0.6,0.6,0.3195,0.304,4.231
394,6/3/18 5:30,1.2,1.2,1.2,35.782,30.936,1,-0.1886,0.6,0.6,0.6,0.3199,0.304,4.231
395,6/3/18 5:40,1.2,1.2,3.7,35.638,31.743,1,-0.1886,0.6,5.6,0.6,0.3199,0.304,4.224
396,6/3/18 5:50,1.2,1.2,11.2,35.541,32.592,1,-0.1886,0.6,13.1,0.6,0.3199,0.304,4.224
397,6/3/18 6:00,1.2,1.2,21.2,35.443,34.075,1,-0.1886,1.9,19.4,1.9,0.3199,0.304,4.237
398,6/3/18 6:10,1.2,1.2,41.2,35.395,33.978,1,-0.1937,1.9,26.9,1.9,0.3199,0.304,4.249
399,6/3/18 6:20,1.2,3.7,71.2,35.249,34.124,1,-0.1886,4.4,45.6,4.4,0.3199,0.304,4.267
400,6/3/18 6:30,3.7,3.7,86.2,35.2,35.638,1,-0.1937,5.6,59.4,5.6,0.3199,0.304,4.291
401,6/3/18 6:40,1.2,3.7,73.7,35.103,36.361,1,-0.1937,4.4,43.1,3.1,0.3195,0.304,4.303
402,6/3/18 6:50,3.7,3.7,91.2,35.055,36.217,1,-0.1937,4.4,51.9,4.4,0.3195,0.304,4.333
403,6/3/18 7:00,3.7,3.7,108.7,34.957,36.41,1,-0.1937,5.6,61.9,4.4,0.3199,0.304,4.357
404,6/3/18 7:10,3.7,6.2,136.2,34.957,36.217,1,-0.1937,6.9,74.4,6.9,0.3195,0.304,4.418
