#,"Date Time, GMT-06:00","Temp, °F (LGR S/N: 20139115, SEN S/N: 9719156)","Temp, °F (LGR S/N: 20139115, SEN S/N: 9721338)","RH, % (LGR S/N: 20139115, SEN S/N: 9721338)","Water Content, m³/m³ (LGR S/N: 20139115, SEN S/N: 20145937)","Water Content, m³/m³ (LGR S/N: 20139115, SEN S/N: 20152215)"
2795,9/9/18 22:00,54.43,32.443,91.8,0.019,0.0261
2796,9/9/18 23:00,52.597,30.123,93.1,0.0186,0.0261
2797,9/10/18 0:00,50.886,28.735,94.3,0.0186,0.0252
2798,9/10/18 1:00,49.294,28.008,95.2,0.0176,0.0247
2799,9/10/18 2:00,48.004,27.799,95.8,0.0176,0.0247
2800,9/10/18 3:00,46.796,26.271,95,0.0166,0.0238
2801,9/10/18 4:00,45.714,30.072,97,0.0166,0.0228
2802,9/10/18 5:00,44.901,26.589,96.3,0.0166,0.0228
2803,9/10/18 6:00,43.9,25.524,96.3,0.0166,0.0224
2804,9/10/18 7:00,43.075,25.686,95.9,0.0161,0.0224
2805,9/10/18 8:00,42.433,28.942,96.6,0.0161,0.0214
2806,9/10/18 9:00,43.167,49.204,77.5,0.0166,0.0224
2807,9/10/18 10:00,45.489,69.728,37.7,0.0176,0.0228
2808,9/10/18 11:00,47.959,67.285,42,0.0186,0.0228
2809,9/10/18 12:00,51.678,94.039,24,0.0186,0.0238
2810,9/10/18 13:00,57.592,91.636,17.3,0.0186,0.0247
2811,9/10/18 14:00,62.62,80.316,19.2,0.019,0.0261
2812,9/10/18 15:00,63.39,77.509,21.2,0.019,0.0261
2813,9/10/18 16:00,64.033,88.443,17.8,0.019,0.0274
2814,9/10/18 17:00,64.717,71.704,27.9,0.019,0.0274
2815,9/10/18 18:00,64.074,67.798,26,0.0186,0.027
2816,9/10/18 19:00,62.233,53.298,58.8,0.0186,0.0274
2817,9/10/18 20:00,60.26,49.692,64.6,0.0176,0.027
2818,9/10/18 21:00,58.626,45.986,70.5,0.0176,0.027
2819,9/10/18 22:00,56.728,37.225,82.4,0.0166,0.0261
2820,9/10/18 23:00,54.909,35.733,88.2,0.0166,0.0252
2821,9/11/18 0:00,53.559,42.017,73.2,0.0166,0.0247
2822,9/11/18 1:00,52.115,32.243,91.1,0.0166,0.0247
2823,9/11/18 2:00,50.621,29.917,93.7,0.0161,0.0238
2824,9/11/18 3:00,49.204,28.216,94.1,0.0161,0.0228
2825,9/11/18 4:00,47.826,26.854,95,0.0152,0.0224
2826,9/11/18 5:00,46.616,26.643,95.4,0.0152,0.0224
2827,9/11/18 6:00,45.534,26.377,96.4,0.0152,0.0214
2828,9/11/18 7:00,44.856,32.293,97.8,0.0152,0.0214
2829,9/11/18 8:00,44.809,36.12,96.9,0.0152,0.0214
2830,9/11/18 9:00,45.444,54.43,57.1,0.0161,0.0214
2831,9/11/18 10:00,47.557,54.387,62.3,0.0161,0.0224
2832,9/11/18 11:00,50.841,77.902,28.7,0.0166,0.0228
2833,9/11/18 12:00,54.952,75.074,28.9,0.0166,0.0238
2834,9/11/18 13:00,58.669,93.139,20.4,0.0166,0.0247
2835,9/11/18 14:00,62.62,85.712,21.3,0.0166,0.0252
2836,9/11/18 15:00,65.188,94.134,17.1,0.0176,0.0261
2837,9/11/18 16:00,67.071,86.391,20.7,0.0176,0.027
2838,9/11/18 17:00,67.543,78.733,23.6,0.0166,0.027
2839,9/11/18 18:00,66.385,65.145,31.1,0.0166,0.027
2840,9/11/18 19:00,63.903,56.165,34.5,0.0161,0.0261
2841,9/11/18 20:00,61.419,53.166,35,0.0161,0.0261
2842,9/11/18 21:00,59.272,45.669,53.8,0.0152,0.0252
2843,9/11/18 22:00,57.333,42.433,59.2,0.0152,0.0247
2844,9/11/18 23:00,55.602,36.939,72.4,0.0152,0.0238
2845,9/12/18 0:00,53.82,35.152,82.7,0.0147,0.0228
2846,9/12/18 1:00,52.291,33.435,79.5,0.0137,0.0224
2847,9/12/18 2:00,50.709,30.02,86.5,0.0137,0.0224
2848,9/12/18 3:00,49.294,28.58,88.8,0.0137,0.0214
2849,9/12/18 4:00,47.959,26.112,91.1,0.0137,0.0205
2850,9/12/18 5:00,46.661,25.686,94.6,0.0127,0.02
2851,9/12/18 6:00,45.444,23.353,93.3,0.0127,0.02
2852,9/12/18 7:00,44.355,24.283,94.5,0.0127,0.019
2853,9/12/18 8:00,43.534,26.164,93.3,0.0127,0.019
2854,9/12/18 9:00,43.99,57.893,42.2,0.0137,0.02
2855,9/12/18 10:00,46.571,81.023,23.6,0.0137,0.019
2856,9/12/18 11:00,50.268,74.338,23.9,0.0147,0.02
2857,9/12/18 12:00,55.038,91.495,15.4,0.0152,0.0205
2858,9/12/18 13:00,60.517,92.62,12.6,0.0152,0.0224
2859,9/12/18 14:00,65.959,105.084,10.6,0.0152,0.0228
2860,9/12/18 15:00,70.158,99.167,9,0.0152,0.0247
2861,9/12/18 16:00,72.221,89.269,11,0.0152,0.0252
2862,9/12/18 17:00,71.361,77.509,13.8,0.0152,0.0261
2863,9/12/18 18:00,69.343,67.242,17.2,0.0147,0.0252
2864,9/12/18 19:00,66.173,52.203,32.4,0.0147,0.0247
2865,9/12/18 20:00,62.962,47.244,36.9,0.0137,0.0238
2866,9/12/18 21:00,60.346,47.019,34.9,0.0137,0.0238
2867,9/12/18 22:00,57.936,35.346,61.4,0.0127,0.0224
2868,9/12/18 23:00,55.863,38.322,50.2,0.0137,0.0224
2869,9/13/18 0:00,54.126,38.464,49.3,0.0137,0.0214
2870,9/13/18 1:00,52.554,32.691,64.3,0.0122,0.0205
2871,9/13/18 2:00,51.148,35.685,56.8,0.0122,0.0205
2872,9/13/18 3:00,50.092,40.392,48.9,0.0122,0.02
2873,9/13/18 4:00,49.028,38.984,54.5,0.0112,0.019
2874,9/13/18 5:00,48.049,36.939,51.9,0.0112,0.019
2875,9/13/18 6:00,47.422,34.907,54.9,0.0112,0.0186
2876,9/13/18 7:00,46.256,24.337,83.2,0.0107,0.0186
2877,9/13/18 8:00,45.082,24.771,89.2,0.0107,0.0176
2878,9/13/18 9:00,45.307,58.626,33,0.0112,0.0176
2879,9/13/18 10:00,47.736,85.487,18.4,0.0112,0.0186
2880,9/13/18 11:00,51.458,74.163,14.6,0.0122,0.019
2881,9/13/18 12:00,55.992,92.48,10.5,0.0127,0.02
2882,9/13/18 13:00,61.547,92.151,10.5,0.0127,0.0205
2883,9/13/18 14:00,67.285,99.91,6.8,0.0127,0.0224
2884,9/13/18 15:00,71.447,99.365,6,0.0137,0.0228
2885,9/13/18 16:00,73.602,93.612,9.3,0.0127,0.0238
2886,9/13/18 17:00,72.739,76.942,11.8,0.0127,0.0247
2887,9/13/18 18:00,70.329,64.931,16.5,0.0127,0.0238
2888,9/13/18 19:00,66.814,53.384,18.9,0.0112,0.0228
2889,9/13/18 20:00,63.518,49.249,23.2,0.0122,0.0224
2890,9/13/18 21:00,60.561,38.937,38.8,0.0107,0.0214
2891,9/13/18 22:00,57.85,35.492,46.1,0.0107,0.0205
2892,9/13/18 23:00,55.515,30.376,55.4,0.0097,0.02
2893,9/14/18 0:00,53.427,26.537,65.9,0.0097,0.019
2894,9/14/18 1:00,51.325,23.792,71.8,0.0087,0.0186
2895,9/14/18 2:00,49.471,22.858,72.5,0.0087,0.0176
2896,9/14/18 3:00,47.781,21.351,76,0.0087,0.0166
2897,9/14/18 4:00,46.256,19.526,82.8,0.0087,0.0161
2898,9/14/18 5:00,44.809,18.306,84.8,0.0081,0.0152
2899,9/14/18 6:00,43.488,16.767,86.2,0.0081,0.0152
2900,9/14/18 7:00,42.247,17.362,86.8,0.0081,0.0147
2901,9/14/18 8:00,41.322,18.831,88.5,0.0071,0.0137
2902,9/14/18 9:00,41.832,54.865,28.4,0.0081,0.0147
2903,9/14/18 10:00,44.537,84.272,15.4,0.0087,0.0152
2904,9/14/18 11:00,48.805,74.511,17.5,0.0097,0.0161
2905,9/14/18 12:00,54.3,99.86,10.3,0.0097,0.0166
2906,9/14/18 13:00,60.818,94.276,11.5,0.0097,0.0176
2907,9/14/18 14:00,66.729,104.463,7.5,0.0107,0.02
2908,9/14/18 15:00,71.447,105.238,7,0.0107,0.0214
2909,9/14/18 16:00,73.947,96.579,10.4,0.0097,0.0214
2910,9/14/18 17:00,73.083,80.184,12.9,0.0097,0.0214
2911,9/14/18 18:00,70.759,67.627,18.4,0.0097,0.0214
2912,9/14/18 19:00,67.372,52.903,30.5,0.0087,0.0205
2913,9/14/18 20:00,63.775,40.345,49.1,0.0087,0.02
2914,9/14/18 21:00,60.647,36.025,62.9,0.0081,0.02
2915,9/14/18 22:00,58.023,33.089,65.8,0.0081,0.019
2916,9/14/18 23:00,55.69,30.479,69.3,0.0071,0.0186
2917,9/15/18 0:00,53.602,27.538,74.4,0.0071,0.0176
2918,9/15/18 1:00,51.721,25.738,81.3,0.0066,0.0166
2919,9/15/18 2:00,50.002,23.956,85,0.0066,0.0161
2920,9/15/18 3:00,48.45,23.409,87,0.0056,0.0152
2921,9/15/18 4:00,47.064,22.192,88.2,0.0066,0.0147
2922,9/15/18 5:00,45.806,22.413,87.7,0.0056,0.0147
2923,9/15/18 6:00,44.627,21.855,89.5,0.0056,0.0137
2924,9/15/18 7:00,43.534,21.576,91.5,0.0056,0.0127
2925,9/15/18 8:00,42.8,23.353,92.6,0.0056,0.0127
2926,9/15/18 9:00,43.443,57.29,31.8,0.0066,0.0137
2927,9/15/18 10:00,46.166,86.346,14.6,0.0071,0.0147
2928,9/15/18 11:00,50.4,79.216,19.1,0.0071,0.0152
2929,9/15/18 12:00,55.647,93.848,13.3,0.0081,0.0161
2930,9/15/18 13:00,61.419,90.147,15.7,0.0081,0.0176
2931,9/15/18 14:00,66.729,102.367,12.2,0.0087,0.0186
2932,9/15/18 15:00,71.017,101.962,11,0.0087,0.02
2933,9/15/18 16:00,73.515,97.014,11.9,0.0087,0.02
2934,9/15/18 17:00,73.256,80.361,19.5,0.0087,0.0205
2935,9/15/18 18:00,71.274,68.227,25.6,0.0087,0.0205
2936,9/15/18 19:00,67.971,50.929,47.8,0.0081,0.02
2937,9/15/18 20:00,64.546,41.925,64.6,0.0071,0.019
2938,9/15/18 21:00,61.761,45.714,57.7,0.0066,0.0186
2939,9/15/18 22:00,59.959,51.809,43.7,0.0071,0.0176
2940,9/15/18 23:00,58.669,51.193,44.3,0.0071,0.0176
2941,9/16/18 0:00,57.204,41.369,62.2,0.0066,0.0166
2942,9/16/18 1:00,55.558,36.603,73,0.0066,0.0166
2943,9/16/18 2:00,53.951,33.732,82.5,0.0056,0.0161
2944,9/16/18 3:00,52.378,30.376,87.8,0.0056,0.0152
2945,9/16/18 4:00,50.929,30.733,90.9,0.0056,0.0147
2946,9/16/18 5:00,49.692,30.783,94.2,0.005,0.0137
2947,9/16/18 6:00,48.493,27.486,91.6,0.005,0.0137
2948,9/16/18 7:00,47.422,28.839,95.8,0.004,0.0127
2949,9/16/18 8:00,46.616,31.642,96.4,0.005,0.0127
2950,9/16/18 9:00,47.109,59.659,41.7,0.005,0.0127
2951,9/16/18 10:00,49.649,85.262,21.6,0.0056,0.0137
2952,9/16/18 11:00,52.947,73.17,27.5,0.0066,0.0147
2953,9/16/18 12:00,56.944,100.06,16.6,0.0071,0.0152
2954,9/16/18 13:00,61.333,87.894,18.9,0.0071,0.0161
2955,9/16/18 14:00,64.931,85.307,18.8,0.0071,0.0176
2956,9/16/18 15:00,67.714,86.617,18.3,0.0071,0.0186
2957,9/16/18 16:00,71.447,102.063,13.1,0.0071,0.019
2958,9/16/18 17:00,71.103,76.681,20.1,0.0066,0.019
2959,9/16/18 18:00,69.386,66.385,26.4,0.0066,0.0186
2960,9/16/18 19:00,66.472,50.974,42.9,0.0056,0.0186
2961,9/16/18 20:00,63.304,41.508,62,0.005,0.0166
2962,9/16/18 21:00,60.433,35.976,74,0.005,0.0166
2963,9/16/18 22:00,57.979,33.534,81.8,0.004,0.0161
2964,9/16/18 23:00,55.949,34.075,85.2,0.004,0.0152
2965,9/17/18 0:00,54.387,35.976,82,0.004,0.0147
2966,9/17/18 1:00,52.903,31.289,87.2,0.0029,0.0147
2967,9/17/18 2:00,51.458,29.611,90.9,0.0029,0.0137
2968,9/17/18 3:00,50.092,28.684,92.2,0.0029,0.0127
2969,9/17/18 4:00,48.983,30.225,94.6,0.0024,0.0122
2970,9/17/18 5:00,47.959,29.251,95.5,0.0024,0.0112
2971,9/17/18 6:00,46.974,27.486,95.9,0.0024,0.0112
2972,9/17/18 7:00,45.986,26.325,95.8,0.0024,0.0107
2973,9/17/18 8:00,45.354,29.97,96.2,0.0013,0.0107
2974,9/17/18 9:00,45.986,57.333,48.9,0.0029,0.0112
2975,9/17/18 10:00,48.583,82.841,25.6,0.004,0.0122
2976,9/17/18 11:00,52.641,78.471,26.2,0.005,0.0127
2977,9/17/18 12:00,56.599,76.593,26.5,0.005,0.0127
2978,9/17/18 13:00,60.604,86.346,20.6,0.0056,0.0147
2979,9/17/18 14:00,65.53,95.616,14,0.0056,0.0152
2980,9/17/18 15:00,69.643,102.317,12.7,0.0066,0.0166
2981,9/17/18 16:00,71.834,97.696,14.9,0.0066,0.0176
2982,9/17/18 17:00,71.964,76.986,21.8,0.0056,0.0176
2983,9/17/18 18:00,69.901,67.456,30.3,0.0056,0.0166
2984,9/17/18 19:00,67.028,53.427,46.5,0.005,0.0176
2985,9/17/18 20:00,64.033,45.354,61.9,0.004,0.0166
2986,9/17/18 21:00,61.205,39.22,72.4,0.0029,0.0152
2987,9/17/18 22:00,58.798,35.733,84.9,0.004,0.0152
2988,9/17/18 23:00,56.685,34.075,86.2,0.0029,0.0137
2989,9/18/18 0:00,54.865,33.287,90.9,0.0029,0.0127
2990,9/18/18 1:00,53.427,35.249,90.2,0.0029,0.0127
2991,9/18/18 2:00,52.115,32.293,89.2,0.0024,0.0122
2992,9/18/18 3:00,50.886,33.089,95.4,0.0024,0.0112
2993,9/18/18 4:00,49.87,32.99,93.8,0.0013,0.0112
2994,9/18/18 5:00,48.895,31.188,95.5,0.0013,0.0107
2995,9/18/18 6:00,47.871,31.239,96.8,0.0013,0.0107
2996,9/18/18 7:00,47.289,32.092,95.7,0.0013,0.0107
2997,9/18/18 8:00,46.706,33.089,96.9,0.0013,0.0097
2998,9/18/18 9:00,47.289,59.873,48,0.0024,0.0107
2999,9/18/18 10:00,50.047,77.77,29.8,0.0029,0.0112
3000,9/18/18 11:00,53.951,78.339,28.6,0.004,0.0112
3001,9/18/18 12:00,57.031,68.227,32.6,0.0029,0.0122
3002,9/18/18 13:00,60.39,87.757,24.3,0.005,0.0127
3003,9/18/18 14:00,65.316,93.897,16.6,0.005,0.0147
3004,9/18/18 15:00,68.356,93.234,16,0.005,0.0152
3005,9/18/18 16:00,69.386,79.392,20.9,0.004,0.0152
3006,9/18/18 17:00,69.514,74.856,21.4,0.005,0.0161
3007,9/18/18 18:00,68.142,66.857,24.8,0.004,0.0161
3008,9/18/18 19:00,65.487,53.078,37.2,0.0029,0.0152
3009,9/18/18 20:00,62.791,52.291,35.6,0.0029,0.0147
3010,9/18/18 21:00,60.303,41.878,49.8,0.0024,0.0137
3011,9/18/18 22:00,57.893,36.217,64.9,0.0024,0.0127
3012,9/18/18 23:00,55.776,32.392,75.3,0.0013,0.0122
3013,9/19/18 0:00,53.82,30.072,82.7,0.0013,0.0112
3014,9/19/18 1:00,52.072,28.891,83.9,0.0013,0.0107
3015,9/19/18 2:00,50.576,28.735,92,0.0008,0.0107
3016,9/19/18 3:00,49.249,27.799,88.6,0.0008,0.0097
3017,9/19/18 4:00,47.959,26.589,93.2,0.0008,0.0087
3018,9/19/18 5:00,46.796,24.609,93.2,-0.0003,0.0087
3019,9/19/18 6:00,45.624,24.391,94.3,-0.0003,0.0081
3020,9/19/18 7:00,44.764,25.363,94.3,-0.0003,0.0071
3021,9/19/18 8:00,44.4,31.39,94.8,-0.0003,0.0071
3022,9/19/18 9:00,45.172,56.251,45.7,0.0008,0.0081
3023,9/19/18 10:00,47.826,85.262,22.1,0.0013,0.0087
3024,9/19/18 11:00,52.509,81.288,21.8,0.0024,0.0097
3025,9/19/18 12:00,55.429,65.23,35.9,0.0024,0.0107
3026,9/19/18 13:00,56.988,58.971,54.5,0.0024,0.0107
3027,9/19/18 14:00,56.426,51.105,79.3,0.0013,0.0112
3028,9/19/18 15:00,54.952,46.031,95,0.0029,0.0112
3029,9/19/18 16:00,53.166,46.571,97.3,0.0122,0.0137
3030,9/19/18 17:00,52.423,47.154,97.9,0.0122,0.0147
3031,9/19/18 18:00,52.335,47.602,98.2,0.0112,0.0147
3032,9/19/18 19:00,51.809,45.262,98.6,0.0127,0.0147
3033,9/19/18 20:00,51.148,44.355,99,0.0127,0.0147
3034,9/19/18 21:00,50.533,44.218,99,0.0127,0.0147
3035,9/19/18 22:00,50.047,44.037,99.1,0.0127,0.0147
3036,9/19/18 23:00,49.561,43.579,99.4,0.0147,0.0152
3037,9/20/18 0:00,49.161,42.341,99.2,0.0137,0.0152
3038,9/20/18 1:00,48.672,41.925,99.5,0.0137,0.0161
3039,9/20/18 2:00,48.272,41.74,99.7,0.0137,0.0152
3040,9/20/18 3:00,47.871,41.184,99.7,0.0147,0.0161
3041,9/20/18 4:00,47.467,40.998,99.8,0.0137,0.0161
3042,9/20/18 5:00,47.064,41.09,100,0.0137,0.0152
3043,9/20/18 6:00,46.841,41.277,99.8,0.0137,0.0161
3044,9/20/18 7:00,46.526,39.078,99.8,0.0137,0.0152
3045,9/20/18 8:00,46.346,45.354,100,0.0137,0.0161
3046,9/20/18 9:00,47.199,54.169,100,0.0137,0.0161
3047,9/20/18 10:00,48.538,68.742,47.1,0.0147,0.0176
3048,9/20/18 11:00,50.135,61.677,50.8,0.0152,0.0186
3049,9/20/18 12:00,53.121,83.154,30.8,0.0152,0.019
3050,9/20/18 13:00,56.556,74.77,43,0.0166,0.0205
3051,9/20/18 14:00,60.303,80.139,30.1,0.0176,0.0214
3052,9/20/18 15:00,62.276,84.182,25.6,0.0166,0.0224
3053,9/20/18 16:00,63.903,75.942,29.5,0.0176,0.0228
3054,9/20/18 17:00,63.09,66.943,30.1,0.0166,0.0228
3055,9/20/18 18:00,60.948,55.299,39.9,0.0166,0.0224
3056,9/20/18 19:00,58.023,44.901,59.2,0.0176,0.0224
3057,9/20/18 20:00,55.386,36.41,78.8,0.0161,0.0214
3058,9/20/18 21:00,53.121,31.842,91.8,0.0161,0.0205
3059,9/20/18 22:00,51.017,28.58,94.3,0.0152,0.02
3060,9/20/18 23:00,49.028,26.325,94.3,0.0147,0.019
3061,9/21/18 0:00,47.244,24.391,91.7,0.0147,0.0186
3062,9/21/18 1:00,45.534,22.968,91.9,0.0147,0.0186
3063,9/21/18 2:00,44.037,22.357,90.9,0.0137,0.0176
3064,9/21/18 3:00,42.616,21.238,91.6,0.0137,0.0166
3065,9/21/18 4:00,41.416,22.858,94.7,0.0137,0.0166
3066,9/21/18 5:00,40.251,20.158,91.4,0.0127,0.0161
3067,9/21/18 6:00,39.22,20.331,93.4,0.0127,0.0161
3068,9/21/18 7:00,38.322,20.557,94.1,0.0127,0.0152
3069,9/21/18 8:00,37.656,21.463,92.6,0.0122,0.0152
3070,9/21/18 9:00,37.56,41.043,78.1,0.0127,0.0161
3071,9/21/18 10:00,39.173,70.63,27.3,0.0137,0.0161
3072,9/21/18 11:00,42.57,65.574,34.6,0.0147,0.0161
3073,9/21/18 12:00,47.334,89.499,20.7,0.0147,0.0176
3074,9/21/18 13:00,53.035,82.753,30.1,0.0152,0.019
3075,9/21/18 14:00,57.722,91.123,17.1,0.0152,0.02
3076,9/21/18 15:00,60.647,90.657,17.5,0.0152,0.0214
3077,9/21/18 16:00,62.062,80.625,20,0.0161,0.0214
3078,9/21/18 17:00,61.29,68.828,21.2,0.0161,0.0224
3079,9/21/18 18:00,59.272,57.376,31,0.0161,0.0224
3080,9/21/18 19:00,56.556,44.991,46.8,0.0152,0.0214
3081,9/21/18 20:00,53.994,36.505,69.2,0.0152,0.0214
3082,9/21/18 21:00,51.678,29.662,89.5,0.0147,0.0205
3083,9/21/18 22:00,49.561,27.275,91.8,0.0147,0.02
3084,9/21/18 23:00,47.691,25.417,92.6,0.0137,0.019
3085,9/22/18 0:00,45.986,25.952,94.3,0.0137,0.0186
3086,9/22/18 1:00,44.537,24.283,94.6,0.0137,0.0186
3087,9/22/18 2:00,43.167,23.299,91.9,0.0137,0.0176
3088,9/22/18 3:00,41.878,22.08,92.9,0.0137,0.0176
3089,9/22/18 4:00,40.719,20.728,92.8,0.0137,0.0166
3090,9/22/18 5:00,39.596,20.386,93.5,0.0137,0.0166
3091,9/22/18 6:00,38.606,19.063,90.3,0.0127,0.0161
3092,9/22/18 7:00,37.751,19.063,91,0.0127,0.0161
3093,9/22/18 8:00,37.13,21.911,92.2,0.0127,0.0152
3094,9/22/18 9:00,37.035,42.341,71.8,0.0137,0.0152
3095,9/22/18 10:00,38.795,72.178,32.6,0.0147,0.0161
3096,9/22/18 11:00,42.294,66.943,32.8,0.0147,0.0176
3097,9/22/18 12:00,47.064,88.396,15.9,0.0152,0.0186
3098,9/22/18 13:00,51.94,77.727,16.7,0.0152,0.019
3099,9/22/18 14:00,56.469,93.186,15,0.0161,0.0205
3100,9/22/18 15:00,60.39,95.23,11.3,0.0161,0.0224
3101,9/22/18 16:00,62.533,83.422,12.3,0.0161,0.0224
3102,9/22/18 17:00,61.977,69.343,19,0.0161,0.0224
3103,9/22/18 18:00,59.873,55.647,23.1,0.0152,0.0224
3104,9/22/18 19:00,56.901,40.345,49.1,0.0152,0.0214
3105,9/22/18 20:00,54.037,31.692,75.7,0.0147,0.0205
3106,9/22/18 21:00,51.589,28.942,86.9,0.0147,0.0205
3107,9/22/18 22:00,49.471,27.118,91.1,0.0147,0.02
3108,9/22/18 23:00,47.691,26.271,92.8,0.0147,0.019
3109,9/23/18 0:00,46.031,25.578,93.8,0.0137,0.019
3110,9/23/18 1:00,44.582,24.987,93.6,0.0137,0.0186
3111,9/23/18 2:00,43.306,23.792,93.5,0.0147,0.0176
3112,9/23/18 3:00,42.156,23.738,94.9,0.0147,0.0176
3113,9/23/18 4:00,41.137,23.243,94.7,0.0137,0.0166
3114,9/23/18 5:00,40.111,22.08,94.3,0.0137,0.0166
3115,9/23/18 6:00,39.173,20.615,92.9,0.0137,0.0161
3116,9/23/18 7:00,38.273,21.519,95,0.0137,0.0161
3117,9/23/18 8:00,37.846,28.994,95.7,0.0137,0.0152
3118,9/23/18 9:00,38.464,50.445,58.4,0.0147,0.0161
3119,9/23/18 10:00,41.137,69.985,32.2,0.0152,0.0166
3120,9/23/18 11:00,44.674,73.472,27.8,0.0152,0.0186
3121,9/23/18 12:00,48.672,84.632,21.6,0.0161,0.019
3122,9/23/18 13:00,52.423,77.292,22.3,0.0166,0.02
3123,9/23/18 14:00,56.34,85.802,21,0.0166,0.0205
3124,9/23/18 15:00,58.582,75.942,23.9,0.0166,0.0224
3125,9/23/18 16:00,61.248,89.546,15.8,0.0166,0.0228
3126,9/23/18 17:00,60.604,71.447,26.5,0.0161,0.0228
3127,9/23/18 18:00,59.358,56.815,38.1,0.0161,0.0228
3128,9/23/18 19:00,57.204,43.671,66.5,0.0152,0.0224
3129,9/23/18 20:00,54.82,38.084,74.5,0.0152,0.0224
3130,9/23/18 21:00,52.903,45.851,52.2,0.0152,0.0214
3131,9/23/18 22:00,51.633,47.244,48.1,0.0152,0.0214
3132,9/23/18 23:00,50.223,33.978,79.5,0.0152,0.0205
3133,9/24/18 0:00,48.85,38.842,74.7,0.0152,0.0205
3134,9/24/18 1:00,48.137,40.764,77.1,0.0147,0.02
3135,9/24/18 2:00,47.467,34.81,86,0.0147,0.019
3136,9/24/18 3:00,46.526,34.615,87.6,0.0147,0.019
3137,9/24/18 4:00,45.714,36.891,84.5,0.0147,0.019
3138,9/24/18 5:00,45.172,35.152,90.7,0.0147,0.019
3139,9/24/18 6:00,44.856,36.651,80.9,0.0147,0.0186
3140,9/24/18 7:00,44.218,32.342,93.1,0.0147,0.0186
3141,9/24/18 8:00,43.671,37.798,96.9,0.0137,0.0186
3142,9/24/18 9:00,43.763,41.648,93.4,0.0147,0.0186
3143,9/24/18 10:00,44.719,64.074,47.4,0.0152,0.0186
3144,9/24/18 11:00,45.851,51.017,86.2,0.0152,0.019
3145,9/24/18 12:00,49.249,62.748,53.5,0.0161,0.02
3146,9/24/18 13:00,50.797,41.554,94.6,0.0161,0.02
3147,9/24/18 14:00,51.895,64.632,76.2,0.0166,0.0205
3148,9/24/18 15:00,56.512,75.508,39.2,0.0166,0.0228
3149,9/24/18 16:00,58.152,70.803,38.3,0.0166,0.0228
3150,9/24/18 17:00,57.29,57.592,53.9,0.0166,0.0228
3151,9/24/18 18:00,55.863,53.559,61.6,0.0166,0.0228
3152,9/24/18 19:00,54.3,44.31,82.7,0.0166,0.0228
3153,9/24/18 20:00,52.641,45.669,72.4,0.0166,0.0224
3154,9/24/18 21:00,51.282,40.111,92,0.0161,0.0224
3155,9/24/18 22:00,49.959,36.554,93.7,0.0161,0.0214
3156,9/24/18 23:00,48.583,35.685,94.8,0.0161,0.0205
3157,9/25/18 0:00,47.512,39.924,74.2,0.0152,0.0205
3158,9/25/18 1:00,46.346,30.326,92.2,0.0152,0.02
3159,9/25/18 2:00,44.809,24.933,93.6,0.0152,0.019
3160,9/25/18 3:00,43.259,23.299,93.6,0.0147,0.019
3161,9/25/18 4:00,41.878,22.136,94,0.0147,0.0186
3162,9/25/18 5:00,40.579,20.557,93,0.0147,0.0176
3163,9/25/18 6:00,39.36,19.814,92.1,0.0147,0.0176
3164,9/25/18 7:00,38.322,18.248,92.7,0.0137,0.0166
3165,9/25/18 8:00,37.56,19.929,92.9,0.0137,0.0166
3166,9/25/18 9:00,37.274,37.751,77.7,0.0137,0.0166
3167,9/25/18 10:00,38.322,60.517,29.6,0.0147,0.0166
3168,9/25/18 11:00,40.905,58.971,32.5,0.0152,0.0176
3169,9/25/18 12:00,44.355,75.29,17.8,0.0161,0.0186
3170,9/25/18 13:00,48.762,69.256,17.6,0.0161,0.019
3171,9/25/18 14:00,53.078,80.227,14.3,0.0161,0.0205
3172,9/25/18 15:00,56.858,82.931,13.1,0.0161,0.0214
3173,9/25/18 16:00,58.928,76.55,12.7,0.0166,0.0214
3174,9/25/18 17:00,58.325,60.904,19.8,0.0161,0.0224
3175,9/25/18 18:00,56.035,48.227,25.5,0.0161,0.0214
3176,9/25/18 19:00,52.903,31.239,66.6,0.0152,0.0214
3177,9/25/18 20:00,49.825,23.682,80.9,0.0147,0.0205
3178,9/25/18 21:00,47.244,20.273,87.7,0.0147,0.02
3179,9/25/18 22:00,44.991,19.584,89.9,0.0147,0.019
3180,9/25/18 23:00,43.122,19.584,89.9,0.0137,0.0186
3181,9/26/18 0:00,41.648,20.158,85.6,0.0137,0.0176
3182,9/26/18 1:00,40.204,17.065,90.1,0.0137,0.0176
3183,9/26/18 2:00,39.031,19.699,89.4,0.0137,0.0166
3184,9/26/18 3:00,38.179,21.632,91,0.0137,0.0161
3185,9/26/18 4:00,37.56,22.469,89.9,0.0137,0.0161
3186,9/26/18 5:00,36.986,20.557,88.8,0.0127,0.0161
3187,9/26/18 6:00,36.266,15.741,89.8,0.0127,0.0152
3188,9/26/18 7:00,35.638,13.896,89.7,0.0127,0.0152
3189,9/26/18 8:00,35.152,15.681,90.3,0.0127,0.0147
3190,9/26/18 9:00,35.055,38.889,56.5,0.0127,0.0152
3191,9/26/18 10:00,35.346,66.472,23.8,0.0137,0.0161
3192,9/26/18 11:00,38.273,61.205,22.2,0.0137,0.0166
3193,9/26/18 12:00,42.57,77.553,15.4,0.0147,0.0176
